,Pptn,Temp,Q,TP_catch,colour_lake,chl-a_lake,TP_lake,PTI,Biovolume,CyanoBiovol,rel_res_time,TP_flux,Rain_day,Pptn_intense
1980-02-29,0.0,-2.3400490361397597,0.268,,,,,,,,3.731343283582089,,0,0
1980-03-01,0.0,-1.0879663980289251,0.27399999999999997,,,,,,,,3.649635036496351,,0,0
1980-03-02,0.3216542749550299,-5.246309982009223,0.25,,,,,,,,4.0,,1,0
1980-03-03,0.0,-5.990772818648622,0.249,,,,,,,,4.016064257028113,,0,0
1980-03-04,0.0,-5.63948101644155,0.243,,,,,,,,4.11522633744856,,0,0
1980-03-05,0.04946296408950445,-1.5458565935017532,0.243,,,,,,,,4.11522633744856,,1,0
1980-03-06,2.0325549130755696,-0.3236168812080677,0.23800000000000002,,,,,,,,4.201680672268907,,1,0
1980-03-07,18.33376663889493,-1.0831287439867765,0.261,,,,,,,,3.8314176245210727,,1,1
1980-03-08,0.26619807356517505,-1.3420272735106096,0.265,,,,,,,,3.773584905660377,,1,0
1980-03-09,0.406602163595806,-0.6756278837296463,0.266,,,,,,,,3.7593984962406015,,1,0
1980-03-10,0.08055278187255617,-1.1084224137512706,0.263,,,,,,,,3.8022813688212924,,1,0
1980-03-11,0.016338748703486877,-4.05709683065129,0.265,,,,,,,,3.773584905660377,,1,0
1980-03-12,0.4205100387346488,-3.7899973173670105,,,,,,,,,,,1,0
1980-03-13,0.15547688832932796,-0.8373012904499433,,,,,,,,,,,1,0
1980-03-14,0.04694689369106814,-2.7404913046796078,0.43700000000000006,,,,,,,,2.2883295194508007,,1,0
1980-03-15,0.015178535448091869,-2.5593215275576995,0.429,,,,,,,,2.331002331002331,,1,0
1980-03-16,0.0,-2.7148566476187743,0.424,,,,,,,,2.358490566037736,,0,0
1980-03-17,0.0,-3.7404386314113935,0.414,,,,,,,,2.4154589371980677,,0,0
1980-03-18,0.0,-9.25671393640431,0.41200000000000003,,,,,,,,2.4271844660194173,,0,0
1980-03-19,0.0,-11.886697765258136,0.41700000000000004,,,,39.5,,,,2.398081534772182,,0,0
1980-03-20,1.0402144964335844,-9.275259498669756,0.43200000000000005,,,,,,,,2.3148148148148144,,1,0
1980-03-21,0.24470908550840606,-8.617855570675431,0.402,,,,,,,,2.487562189054726,,1,0
1980-03-22,0.0,-9.911706120561064,0.39399999999999996,,,,,,,,2.5380710659898478,,0,0
1980-03-23,0.0,-9.348704045115143,0.401,,,,,,,,2.4937655860349124,,0,0
1980-03-24,0.0,-7.813572356460725,0.41700000000000004,,,,,,,,2.398081534772182,,0,0
1980-03-25,0.0,-4.528123829095705,0.413,,,,,,,,2.4213075060532687,,0,0
1980-03-26,0.0,-3.6423076928962246,0.42700000000000005,,,,,,,,2.34192037470726,,0,0
1980-03-27,0.4368101786495204,-3.9421544928646313,0.41600000000000004,,,,,,,,2.4038461538461537,,1,0
1980-03-28,6.220434491119487,-1.9994311105227207,0.4,,,,,,,,2.5,,1,0
1980-03-29,4.046863953775107,-0.07759724305731197,0.401,,,,,,,,2.4937655860349124,,1,0
1980-03-30,2.7681937252894686,0.6126050356938322,0.489,,,,,,,,2.044989775051125,,1,0
1980-03-31,0.0,0.1265789097683978,0.6659999999999999,,,,,,,,1.5015015015015016,,0,0
1980-04-01,0.0,0.5768688279203502,1.278,,,,,,,,0.7824726134585289,,0,0
1980-04-02,0.0,0.4629838133622002,1.335,,,,,,,,0.7490636704119851,,0,0
1980-04-03,0.0,0.9440956625458624,1.85,,,,,,,,0.5405405405405405,,0,0
1980-04-04,0.0,1.1784638068682511,2.9939999999999998,,,,,,,,0.33400133600534404,,0,0
1980-04-05,0.0,1.5049350056994513,4.053,,,,,,,,0.2467308166790032,,0,0
1980-04-06,0.034315929596955716,2.2179157562811724,6.1739999999999995,,,,,,,,0.16196954972465177,,1,0
1980-04-07,0.0046577448142858064,-0.2942624875128672,4.53,,,,,,,,0.22075055187637968,,1,0
1980-04-08,0.0,2.2964986476700915,6.742000000000001,,,,,,,,0.14832393948383268,,0,0
1980-04-09,0.0,1.5318592710343069,6.803999999999999,,,,,,,,0.14697236919459142,,0,0
1980-04-10,0.0,3.0847264634577414,7.707000000000001,,,,,,,,0.12975217334890357,,0,0
1980-04-11,0.0,3.2859825994322023,9.289,,,,,,,,0.10765421466250404,,0,0
1980-04-12,0.0,4.438959733413867,15.669,,,,,,,,0.06382028208564682,,0,0
1980-04-13,0.0,3.1316358095500045,,,,,,,,,,,0,0
1980-04-14,0.0,3.739610729170579,20.008,,,,,,,,0.04998000799680128,,0,0
1980-04-15,0.0,5.041916001101754,18.174,,,,64.55555555555556,,,,0.05502366017387477,,0,0
1980-04-16,1.1502327724431118,5.701421824051522,21.127,,,,,,,,0.047332796894968526,,1,0
1980-04-17,0.0006260061836955779,4.928552525972975,21.298000000000002,,,,,,,,0.046952765517889,,1,0
1980-04-18,0.09535091246745207,4.056340164752156,18.855999999999998,,,,,,,,0.05303351718285957,,1,0
1980-04-19,0.004866899442118201,2.1913527731836098,14.104000000000001,,,,,,,,0.07090187180941576,,1,0
1980-04-20,0.0,4.384255410081663,12.463,,,,,,,,0.08023750300890636,,0,0
1980-04-21,0.0,5.978119031208564,11.982999999999999,,,,,,,,0.08345155637152633,,0,0
1980-04-22,0.0,5.072514817489719,11.716,,,,,,,,0.08535336292249915,,0,0
1980-04-23,0.0,5.024302517573119,11.167,,,,,,,,0.08954956568460642,,0,0
1980-04-24,0.0,6.667753776532153,11.015999999999998,,,,,,,,0.0907770515613653,,0,0
1980-04-25,1.9400399663909085,7.666978003574628,11.419,,,,,,,,0.08757334267448988,,1,0
1980-04-26,3.602249536284293,6.497636063823506,12.222000000000001,,,,,,,,0.08181966944853541,,1,0
1980-04-27,3.627351394837565,6.326878491945479,13.594000000000001,,,,,,,,0.07356186552890981,,1,0
1980-04-28,0.09351383304998327,7.660532466974188,12.195,130.0,,,,,,,0.08200082000820008,136.97423999999998,1,0
1980-04-29,0.0,10.440999872168677,11.052999999999999,,,1.2333333333333334,42.5625,,,,0.09047317470370037,120.67464436363633,0,0
1980-04-30,0.0,10.826729649024513,9.978,,,,,,,,0.10022048506714773,105.80308363636362,0,0
1980-05-01,0.0,9.387915679895741,8.799,,,,,,,,0.11364927832708263,90.53691054545453,0,0
1980-05-02,0.0,10.266550397571566,8.007,,,,,,,,0.12489072061945798,79.87200872727271,0,0
1980-05-03,0.0,10.95922701883916,7.531000000000001,,,,,,,,0.1327844907714779,72.75767563636364,0,0
1980-05-04,0.0,10.08446928342488,6.8660000000000005,,,,,,,,0.14564520827264782,64.17587781818183,0,0
1980-05-05,0.0,12.09719410811874,6.204,,,,,,,,0.16118633139909735,56.03904,0,0
1980-05-06,0.0,11.594674916603534,5.876,,,,,,,,0.17018379850238258,51.23017309090909,0,0
1980-05-07,0.8955277999276134,10.47292784893443,5.653,,,,,,,,0.17689722271360342,47.50986763636363,1,0
1980-05-08,8.380212418678429,6.444456085803381,6.212000000000001,,,,,,,,0.16097875080489374,50.256209454545456,1,1
1980-05-09,0.0,6.730482600027585,5.352,,,,,,,,0.18684603886397608,41.617152,0,0
1980-05-10,0.0,8.582741881501875,4.779,,,,,,,,0.2092487968194183,35.66002909090909,0,0
1980-05-11,0.0,7.821331426919187,4.356,,,,,,,,0.2295684113865932,31.135103999999995,0,0
1980-05-12,0.0,9.405094336158127,,,,,,,,,,,0,0
1980-05-13,0.0,9.618654669045496,3.91,,,2.04,102.4,,,,0.2557544757033248,25.490356363636366,0,0
1980-05-14,0.0,14.183536346844278,3.648,,,,,,,,0.2741228070175438,22.636171636363635,0,0
1980-05-15,0.0,16.992759425092515,3.383,,,,,,,,0.29559562518474725,19.928945454545456,0,0
1980-05-16,0.0,18.128461326924537,3.035,,,,,,,,0.32948929159802304,16.92536727272727,0,0
1980-05-17,0.0,18.726683705780204,2.7560000000000002,,,,,,,,0.36284470246734396,14.503575272727273,0,0
1980-05-18,0.017157964798477858,18.12670409950664,2.555,,,,,,,,0.3913894324853229,12.643069090909092,1,0
1980-05-19,0.0,14.714566433842265,2.4,,,,,,,,0.4166666666666667,11.122036363636363,0,0
1980-05-20,1.3886909076369347,8.172302608354585,2.255,50.0,,,,,,,0.4434589800443459,9.7416,1,0
1980-05-21,0.0,7.325192546338997,2.109,,,,,,,,0.474158368895211,9.306113142857141,0,0
1980-05-22,0.0,10.262673689360042,1.921,,,,,,,,0.5205622071837585,8.65437942857143,0,0
1980-05-23,0.0,11.735839131270213,1.7690000000000001,,,,,,,,0.5652911249293385,8.133356571428573,0,0
1980-05-24,0.4487896910859747,11.236872605857684,1.632,,,,,,,,0.6127450980392157,7.654546285714284,1,0
1980-05-25,11.703057684624483,9.848003850965881,2.764,,,,,,,,0.36179450072358904,13.219817142857142,1,1
1980-05-26,1.670633672690618,8.860712372589601,2.738,,,,,,,,0.36523009495982467,13.34892342857143,1,0
1980-05-27,0.01571417880263896,11.475481379793846,2.35,,,,,,,,0.425531914893617,11.6748,1,0
1980-05-28,13.841816649581279,10.589514119773355,3.772,,,3.3200000000000003,31.75,,,,0.2651113467656416,19.088475428571424,1,1
1980-05-29,15.463925592591915,11.572877256653385,7.52,,,,,,,,0.13297872340425532,38.75163428571428,1,1
1980-05-30,5.52108804593194,12.624561633448307,7.0889999999999995,,,,,,,,0.14106361969248132,37.18686857142857,1,0
1980-05-31,0.015527508741292224,10.333776235247283,5.721,,,,,,,,0.17479461632581716,30.540332571428568,1,0
1980-06-01,0.0,14.180557373937232,4.737,,,,,,,,0.21110407430863415,25.725970285714286,0,0
1980-06-02,2.2424532895125875,13.638389283787205,4.523,,,,,,,,0.2210921954455008,24.982467428571425,1,0
1980-06-03,0.0210860488689506,18.161273298076026,4.159,,,,,,,,0.240442414041837,23.356944,1,0
1980-06-04,0.0,17.973890175036498,3.778,,,,,,,,0.2646903123345686,21.566982857142854,0,0
1980-06-05,0.0,20.74692380809887,3.515,,,,,,,,0.28449502133712656,20.39101714285714,0,0
1980-06-06,0.9323176975065384,19.69673650325541,3.1830000000000003,,,,,,,,0.3141690229343386,18.759692571428573,1,0
1980-06-07,0.05116210189015391,20.672117760268236,2.943,,,,,,,,0.3397893306150187,17.617638857142854,1,0
1980-06-08,10.488988501727368,18.160422157477054,2.912,,,,,,,,0.3434065934065934,17.701632,1,1
1980-06-09,1.7738899163032875,17.117947685399315,2.883,,,,,,,,0.346860908775581,17.792228571428574,1,0
1980-06-10,7.266913811568473,20.211062190808374,4.199,,,5.425,29.555555555555557,,,,0.23815194093831865,26.302536,1,0
1980-06-11,3.776139696106467,16.950103761026526,9.34,,,,,,,,0.10706638115631692,59.37037714285714,1,0
1980-06-12,0.0,13.196927955302955,4.151,,,,,,,,0.24090580582992052,26.770391999999994,0,0
1980-06-13,0.036537350336095495,14.038747453328028,3.111,,,,,,,,0.3214400514304082,20.351273142857146,1,0
1980-06-14,0.0,16.716450394040066,2.575,,,,,,,,0.3883495145631068,17.08328571428571,0,0
1980-06-15,0.04560538231856065,18.775858554352514,2.282,,,,,,,,0.43821209465381245,15.350688000000002,1,0
1980-06-16,0.2723809126834255,16.805026262607385,2.044,,,,,,,,0.4892367906066536,13.938912000000002,1,0
1980-06-17,8.46721315822693,15.624654220615414,2.2359999999999998,80.0,,,,,,,0.44722719141323797,15.455231999999999,1,1
1980-06-18,0.36049218117317533,16.485867626756317,2.362,,,,,,,,0.42337002540220153,16.289701714285712,1,0
1980-06-19,27.451693137339053,13.984543500922255,6.715,,,,,,,,0.14892032762472077,46.20687428571427,1,1
1980-06-20,2.8922765282726965,13.067807663821439,6.497999999999999,,,,,,,,0.15389350569405974,44.61341142857142,1,0
1980-06-21,8.846501317835799,12.755443508118047,4.607,,,,,,,,0.21706099413935315,31.55926628571429,1,1
1980-06-22,2.331128992244284,12.020286743427732,4.083,,,,,,,,0.24491795248591722,27.90672171428572,1,0
1980-06-23,3.601078325455528,12.71908654609672,3.7310000000000003,,,,,,,,0.2680246582685607,25.443288,1,0
1980-06-24,4.859639487395431,12.497027067244515,3.318,,,4.0777777777777775,19.33333333333333,,,,0.3013863773357444,22.575671999999997,1,0
1980-06-25,5.264274386242829,13.32621412000475,3.424,,,,,,,,0.29205607476635514,23.24406857142857,1,0
1980-06-26,9.914862355876222,12.564014382646233,4.909,,,,,,,,0.20370747606437156,33.24935828571428,1,1
1980-06-27,5.537446039868957,12.6053675495682,5.694,,,,,,,,0.17562346329469616,38.47842514285714,1,0
1980-06-28,5.747732805492838,13.622520318413649,8.11,,,,,,,,0.12330456226880396,54.67993714285714,1,0
1980-06-29,19.51484431437451,12.912708973335615,21.611,,,,,,,,0.046272731479339226,145.37410971428574,1,1
1980-06-30,0.04141169416166201,14.969667974034335,9.164,,,,,,,,0.10912265386294195,61.50353142857142,1,0
1980-07-01,1.6885711626445945,16.473181701830757,7.001,,,,,,,,0.142836737608913,46.878696,1,0
1980-07-02,0.726920982479053,16.704161893628225,6.421,,,,,,,,0.1557389814670612,42.89594914285714,1,0
1980-07-03,3.1728053488203267,16.826264192456904,7.2379999999999995,,,,,,,,0.13815971262779775,48.24230399999999,1,0
1980-07-04,0.0368187099848523,15.842712445560153,5.841,,,,,,,,0.1712035610340695,38.84098114285714,1,0
1980-07-05,1.47612051478729,15.459116095134561,5.254,,,,,,,,0.19033117624666923,34.85653714285714,1,0
1980-07-06,0.7298724550715925,16.458588311405094,4.816,,,,,,,,0.20764119601328904,31.876416,1,0
1980-07-07,1.9331521732728059,16.238889611980085,5.038,,,,,,,,0.19849146486701072,33.26807314285714,1,0
1980-07-08,0.6379544035741082,16.82875886349734,4.135,,,6.2666666666666675,24.88888888888889,,,,0.2418379685610641,27.24138,1,0
1980-07-09,2.8066909600689387,16.601898558160993,3.827,,,,,,,,0.26130128037627387,25.153230857142855,1,0
1980-07-10,0.004785529502252086,17.741042785476395,3.673,,,,,,,,0.27225701061802343,24.084385714285713,1,0
1980-07-11,0.17522092449161275,16.461566124836107,3.158,,,,,,,,0.31665611146295125,20.658733714285713,1,0
1980-07-12,0.3549106588369749,15.286261690542574,2.792,,,,,,,,0.35816618911174786,18.221389714285717,1,0
1980-07-13,0.3289334670861219,14.543905978498799,2.505,,,,,,,,0.3992015968063872,16.30969714285714,1,0
1980-07-14,1.6255430741687789,15.244260313215758,2.332,,,,,,,,0.42881646655231564,15.147339428571426,1,0
1980-07-15,8.831414901757134,15.063033487147322,2.344,75.0,,,,,,,0.42662116040955633,15.189119999999997,1,1
1980-07-16,0.35186738809342594,15.940781074183118,2.291,,,,,,,,0.4364906154517678,14.810333142857141,1,0
1980-07-17,7.363269239959988,15.670152798570314,2.0909999999999997,,,,,,,,0.4782400765184123,13.485157714285712,1,0
1980-07-18,1.0526357787385532,13.019858228493776,2.145,,,,,,,,0.4662004662004662,13.800317142857141,1,0
1980-07-19,2.2987205816237206,13.851383120564096,,,,,,,,,,,1,0
1980-07-20,5.157655988769254,13.738188586973536,,,,,,,,,,,1,0
1980-07-21,4.568369433102788,13.930146792037648,,,,,,,,,,,1,0
1980-07-22,0.015527508741292224,15.627323430744466,,,,4.987499999999999,20.88888888888889,,,,,,1,0
1980-07-23,0.05145694371222756,15.446740482723612,,,,,,,,,,,1,0
1980-07-24,0.0481082812583296,15.167025493183985,,,,,,,,,,,1,0
1980-07-25,0.00039045274494486985,16.98098247601871,,,,,,,,,,,1,0
1980-07-26,0.0,20.002858988633196,,,,,,,,,,,0,0
1980-07-27,0.0,21.434428547923005,,,,,,,,,,,0,0
1980-07-28,0.0,21.339079489431526,1.137,,,,,,,,0.8795074758135444,7.139710285714286,0,0
1980-07-29,0.0,21.19203964185823,1.024,,,,,,,,0.9765625,6.414336,0,0
1980-07-30,0.0,20.615380907748946,0.866,,,,,,,,1.1547344110854503,5.411262857142857,0,0
1980-07-31,5.661289682019503,19.04117172011456,0.787,,,,,,,,1.2706480304955527,4.905483428571428,1,0
1980-08-01,0.10706236151558736,17.135391811391173,0.7879999999999999,,,,,,,,1.2690355329949239,4.899558857142856,1,0
1980-08-02,0.0,16.950510559364318,0.754,,,,,,,,1.3262599469496021,4.6765234285714286,0,0
1980-08-03,0.14456129346539226,18.373513458810574,0.7240000000000001,,,,,,,,1.3812154696132595,4.479284571428572,1,0
1980-08-04,10.790760840088641,18.405287737531523,2.5639999999999996,,,,,,,,0.390015600624025,15.823542857142854,1,1
1980-08-05,17.199167336168795,16.790200288227936,6.18,,,5.271428571428572,23.83333333333333,,,,0.16181229773462785,38.04408,1,1
1980-08-06,2.6531030838038268,17.89376030890873,3.637,,,,,,,,0.27495188342040144,22.333258285714283,1,0
1980-08-07,0.20568526250051425,14.337559073584261,2.57,,,,,,,,0.38910505836575876,15.741617142857141,1,0
1980-08-08,5.303467795832048,12.330114151311474,2.256,,,,,,,,0.44326241134751776,13.783515428571425,1,0
1980-08-09,0.6857282603890111,12.570135725187926,1.939,,,,,,,,0.5157297576070139,11.816820000000002,1,0
1980-08-10,0.0,13.473320412664235,1.5630000000000002,,,,,,,,0.6397952655150351,9.501253714285715,0,0
1980-08-11,0.0,14.719496315391837,1.198,,,,,,,,0.8347245409015025,7.263987428571427,0,0
1980-08-12,0.0,14.885124170214224,1.036,70.0,,,,,,,0.9652509652509652,6.265727999999999,0,0
1980-08-13,0.0,16.089914422327865,0.8490000000000001,,,,,,,,1.1778563015312131,5.32245091764706,0,0
1980-08-14,0.0,15.915132546641415,0.68,,,,,,,,1.4705882352941175,4.413312,0,0
1980-08-15,1.7167827161397575,17.304233917488716,0.5920000000000001,,,,,,,,1.689189189189189,3.9730582588235297,1,0
1980-08-16,1.2075227715331054,18.184518826615765,0.578,,,,,,,,1.7301038062283738,4.0068864,1,0
1980-08-17,1.4357024946607837,16.70228760122376,0.5720000000000001,,,,,,,,1.7482517482517481,4.0917515294117655,1,0
1980-08-18,5.886812282842988,15.14974751870676,0.619,,,,,,,,1.6155088852988693,4.5648118588235285,1,0
1980-08-19,4.485341597824416,14.379200537997976,1.2229999999999999,,,16.666666666666668,16.857142857142858,,,,0.8176614881439085,9.28939002352941,1,0
1980-08-20,17.382153481005734,13.745240937275467,3.455,,,,,,,,0.2894356005788712,27.006556235294113,1,1
1980-08-21,2.628072118976116,13.717080081878064,2.4130000000000003,,,,,,,,0.41442188147534187,19.39506945882353,1,0
1980-08-22,3.0199250018348187,13.726812551645196,2.156,,,,,,,,0.46382189239332094,17.806023529411767,1,0
1980-08-23,0.6498018062587134,13.32015750828242,2.186,,,,,,,,0.4574565416285453,18.537074258823523,1,0
1980-08-24,0.25219995289001296,12.423729914421472,1.712,,,,,,,,0.5841121495327103,14.896091858823528,1,0
1980-08-25,8.688905016209025,11.119634027749328,1.87,,,,,,,,0.53475935828877,16.684272,1,1
1980-08-26,0.06929258759072593,11.535080281406975,1.9280000000000002,,,,,,,,0.5186721991701244,17.627998870588236,1,0
1980-08-27,8.850951836654836,11.542479833361256,2.184,,,,,,,,0.45787545787545786,20.45148988235294,1,1
1980-08-28,3.5801275903467205,11.605511990697892,2.991,,,,,,,,0.33433634236041454,28.669685082352938,1,0
1980-08-29,0.0007809054898897397,11.290165216243903,2.597,,,,,,,,0.3850596842510589,25.4672208,1,0
1980-08-30,0.0,10.951276333920703,2.032,,,,,,,,0.4921259842519685,20.37584414117647,0,0
1980-08-31,0.047905488439606465,9.652381685550097,1.7,,,,,,,,0.5882352941176471,17.422559999999997,1,0
1980-09-01,0.6563314358866273,11.122180496643352,1.504,,,,,,,,0.6648936170212766,15.746349176470588,1,0
1980-09-02,5.69096072107844,13.427576549925337,1.5619999999999998,,,5.275,24.4375,,,,0.6402048655569783,16.698919341176467,1,0
1980-09-03,1.2354562404211806,13.823325782049494,1.689,,,,,,,,0.5920663114268798,18.430050070588234,1,0
1980-09-04,0.06347460713092404,13.667026270347721,1.67,,,,,,,,0.5988023952095809,18.591933176470583,1,0
1980-09-05,1.214551388274681,12.742485416318402,1.614,,,,,,,,0.6195786864931846,18.325318023529412,1,0
1980-09-06,1.1034778128394986,13.461000028027627,1.591,,,,,,,,0.6285355122564426,18.415918588235293,1,0
1980-09-07,0.0,14.508862136349931,,,,,,,,,,,0,0
1980-09-08,0.0,15.218468261397732,1.3530000000000002,,,,,,,,0.7390983000739098,16.259303435294115,0,0
1980-09-09,0.01571417880263896,11.727045825351865,1.36,,,,,,,,0.7352941176470588,16.644095999999998,1,0
1980-09-10,6.486407536956508,10.441022463443515,1.371,,,,,,,,0.7293946024799417,17.081821270588232,1,0
1980-09-11,2.616941100029064,7.752224915546094,1.505,,,,,,,,0.6644518272425249,19.084108235294114,1,0
1980-09-12,11.37854250155865,9.11601730459506,2.108,,,,,,,,0.47438330170777987,27.1964736,1,1
1980-09-13,1.8860746795859156,10.701876873766707,3.0789999999999997,,,,,,,,0.3247807729782397,,1,0
1980-09-14,2.1942532351094144,10.729986731059741,2.41,,,,,,,,0.41493775933609955,,1,0
1980-09-15,0.015178535448091869,8.295534095839457,1.989,157.0,,,,,,,0.5027652086475616,26.980387200000003,1,0
1980-09-16,0.9778299158915874,8.510825853650317,1.7619999999999998,,,4.1,25.83333333333333,,,,0.5675368898978435,23.881392311913356,1,0
1980-09-17,20.972401727905673,9.59042815966518,9.315,,,,,,,,0.10735373054213634,126.14691794945847,1,1
1980-09-18,0.047476726220449364,11.39640202327189,5.787000000000001,,,,,,,,0.1728011059270779,78.30455299927799,1,0
1980-09-19,1.7189354721933316,11.540013383905661,4.408,,,,,,,,0.22686025408348456,59.59565077256317,1,0
1980-09-20,8.927061568489231,11.820147407330351,6.093999999999999,,,,,,,,0.16409583196586808,82.32174719999999,1,1
1980-09-21,0.11418481123596665,12.302880658502033,5.816,,,,,,,,0.171939477303989,78.50103377328517,1,0
1980-09-22,0.06574428720223363,10.156650178032123,4.996,,,,,,,,0.20016012810248196,67.37704437833935,1,0
1980-09-23,0.06712650046441845,11.151129926314695,4.618,,,,,,,,0.21654395842355997,62.22740662527077,1,0
1980-09-24,4.37712832870492,12.419232281977827,4.532,,,,,,,,0.22065313327449249,61.01767000722022,1,0
1980-09-25,0.21197799495014508,9.455701976255853,4.56,,,,,,,,0.2192982456140351,61.343451032490975,1,0
1980-09-26,0.07749960847489819,6.667196343162459,4.229,,,,,,,,0.23646252069047055,56.84318289097474,1,0
1980-09-27,0.030892714250730827,7.165184772345924,4.05,,,,,,,,0.2469135802469136,54.3917163898917,1,0
1980-09-28,6.547585621673615,9.728794900562548,4.194,,,,,,,,0.23843586075345732,56.278550157400716,1,0
