Time,FLOW
2003-01-01 00:00:00,0.000948148
2003-01-02 00:00:00,0.00090625
2003-01-03 00:00:00,0.000874306
2003-01-04 00:00:00,0.000888079
2003-01-05 00:00:00,0.000880093
2003-01-06 00:00:00,0.000849884
2003-01-07 00:00:00,0.000849537
2003-01-08 00:00:00,0.000857986
2003-01-09 00:00:00,0.000863773
2003-01-10 00:00:00,0.000867245
2003-01-11 00:00:00,0.000866435
2003-01-12 00:00:00,0.000869329
2003-01-13 00:00:00,0.001121875
2003-01-14 00:00:00,0.001426505
2003-01-15 00:00:00,0.000927662
2003-01-16 00:00:00,0.000959722
2003-01-17 00:00:00,0.000898843
2003-01-18 00:00:00,0.000898264
2003-01-19 00:00:00,0.000919792
2003-01-20 00:00:00,0.000985764
2003-01-21 00:00:00,0.000936574
2003-01-22 00:00:00,0.000880903
2003-01-23 00:00:00,0.000903241
2003-01-24 00:00:00,0.00089456
2003-01-25 00:00:00,0.000842477
2003-01-26 00:00:00,0.00088125
2003-01-27 00:00:00,0.00083044
2003-01-28 00:00:00,0.000842708
2003-01-29 00:00:00,0.000838773
2003-01-30 00:00:00,0.000868866
2003-01-31 00:00:00,0.000783102
2003-02-01 00:00:00,0.000819097
2003-02-02 00:00:00,0.000816551
2003-02-03 00:00:00,0.000789583
2003-02-04 00:00:00,0.000771644
2003-02-05 00:00:00,0.000904977
2003-02-06 00:00:00,0.000828241
2003-02-07 00:00:00,0.000763889
2003-02-08 00:00:00,0.000796991
2003-02-09 00:00:00,0.000794676
2003-02-10 00:00:00,0.000814236
2003-02-11 00:00:00,0.000845486
2003-02-12 00:00:00,0.000852894
2003-02-13 00:00:00,0.000888889
2003-02-14 00:00:00,0.000857523
2003-02-15 00:00:00,0.000879398
2003-02-16 00:00:00,0.001057639
2003-02-17 00:00:00,0.000896759
2003-02-18 00:00:00,0.000864583
2003-02-19 00:00:00,0.000996181
2003-02-20 00:00:00,0.002181019
2003-02-21 00:00:00,0.001821991
2003-02-22 00:00:00,0.001409144
2003-02-23 00:00:00,0.001686806
2003-02-24 00:00:00,0.001696759
2003-02-25 00:00:00,0.001351852
2003-02-26 00:00:00,0.001380556
2003-02-27 00:00:00,0.001233912
2003-02-28 00:00:00,0.000996528
2003-03-01 00:00:00,0.000922569
2003-03-02 00:00:00,0.00085706
2003-03-03 00:00:00,0.000914699
2003-03-04 00:00:00,0.000968403
2003-03-05 00:00:00,0.001148611
2003-03-06 00:00:00,0.001094792
2003-03-07 00:00:00,0.001140741
2003-03-08 00:00:00,0.001253704
2003-03-09 00:00:00,0.001185648
2003-03-10 00:00:00,0.001226042
2003-03-11 00:00:00,0.001392477
2003-03-12 00:00:00,0.001499537
2003-03-13 00:00:00,0.002145023
2003-03-14 00:00:00,0.001351968
2003-03-15 00:00:00,0.001075116
2003-03-16 00:00:00,0.001284606
2003-03-17 00:00:00,0.001239815
2003-03-18 00:00:00,0.00211412
2003-03-19 00:00:00,0.004788079
2003-03-20 00:00:00,0.001657523
2003-03-21 00:00:00,0.001203819
2003-03-22 00:00:00,0.001317477
2003-03-23 00:00:00,0.00115787
2003-03-24 00:00:00,0.000986343
2003-03-25 00:00:00,0.001088657
2003-03-26 00:00:00,0.0012375
2003-03-27 00:00:00,0.001067593
2003-03-28 00:00:00,0.001317593
2003-03-29 00:00:00,0.001242477
2003-03-30 00:00:00,0.001123264
2003-03-31 00:00:00,0.000936343
2003-04-01 00:00:00,0.001034722
2003-04-02 00:00:00,0.001236343
2003-04-03 00:00:00,0.001096296
2003-04-04 00:00:00,0.000981713
2003-04-05 00:00:00,0.001007986
2003-04-06 00:00:00,0.001275231
2003-04-07 00:00:00,0.001440741
2003-04-08 00:00:00,0.001539815
2003-04-09 00:00:00,0.001445949
2003-04-10 00:00:00,0.001287616
2003-04-11 00:00:00,0.001936458
2003-04-12 00:00:00,0.001987037
2003-04-13 00:00:00,0.003066667
2003-04-14 00:00:00,0.003013079
2003-04-15 00:00:00,0.003476505
2003-04-16 00:00:00,0.001556597
2003-04-17 00:00:00,0.003584491
2003-04-18 00:00:00,0.012895023
2003-04-19 00:00:00,0.012586574
2003-04-20 00:00:00,0.012963194
2003-04-21 00:00:00,0.013108102
2003-04-22 00:00:00,0.012341782
2003-04-23 00:00:00,0.011841435
2003-04-24 00:00:00,0.008960185
2003-04-25 00:00:00,0.005392824
2003-04-26 00:00:00,0.003344097
2003-04-27 00:00:00,0.001992245
2003-04-28 00:00:00,0.001501852
2003-04-29 00:00:00,0.001051736
2003-04-30 00:00:00,0.001399074
2003-05-01 00:00:00,0.001316782
2003-05-02 00:00:00,0.002946991
2003-05-03 00:00:00,0.003366435
2003-05-04 00:00:00,0.002398032
2003-05-05 00:00:00,0.001192824
2003-05-06 00:00:00,0.000970139
2003-05-07 00:00:00,0.000954977
2003-05-08 00:00:00,0.000931944
2003-05-09 00:00:00,0.001021991
2003-05-10 00:00:00,0.001172917
2003-05-11 00:00:00,0.001418866
2003-05-12 00:00:00,0.001521759
2003-05-13 00:00:00,0.003673495
2003-05-14 00:00:00,0.003326157
2003-05-15 00:00:00,0.003165741
2003-05-16 00:00:00,0.002781829
2003-05-17 00:00:00,0.002864468
2003-05-18 00:00:00,0.004393171
2003-05-19 00:00:00,0.039603472
2003-05-20 00:00:00,0.158097222
2003-05-21 00:00:00,0.036869097
2003-05-22 00:00:00,0.01643287
2003-05-23 00:00:00,0.407705324
2003-05-24 00:00:00,0.167376389
2003-05-25 00:00:00,0.045152546
2003-05-26 00:00:00,0.025615625
2003-05-27 00:00:00,0.017147569
2003-05-28 00:00:00,0.0131875
2003-05-29 00:00:00,0.010476968
2003-05-30 00:00:00,0.009436921
2003-05-31 00:00:00,0.009565509
2003-06-01 00:00:00,0.013076852
2003-06-02 00:00:00,0.013140162
2003-06-03 00:00:00,0.016236574
2003-06-04 00:00:00,0.023773032
2003-06-05 00:00:00,0.49412037
2003-06-06 00:00:00,5.404566667
2003-06-07 00:00:00,0.688628009
2003-06-08 00:00:00,0.225353241
2003-06-09 00:00:00,0.136306944
2003-06-10 00:00:00,0.092477431
2003-06-11 00:00:00,0.065568403
2003-06-12 00:00:00,0.088391435
2003-06-13 00:00:00,0.155649769
2003-06-14 00:00:00,0.15005162
2003-06-15 00:00:00,0.092622569
2003-06-16 00:00:00,0.077809375
2003-06-17 00:00:00,0.062256019
2003-06-18 00:00:00,0.056620486
2003-06-19 00:00:00,0.061176852
2003-06-20 00:00:00,0.055172685
2003-06-21 00:00:00,0.058539005
2003-06-22 00:00:00,0.105591551
2003-06-23 00:00:00,0.072525463
2003-06-24 00:00:00,0.055007986
2003-06-25 00:00:00,0.04715162
2003-06-26 00:00:00,0.041354861
2003-06-27 00:00:00,0.985098843
2003-06-28 00:00:00,0.560096528
2003-06-29 00:00:00,1.78935162
2003-06-30 00:00:00,0.498198727
2003-07-01 00:00:00,0.330264583
2003-07-02 00:00:00,0.198665741
2003-07-03 00:00:00,0.144329282
2003-07-04 00:00:00,0.112498264
