Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1980-04-02 00:00:00,331.21,218.5,17.649,69.037002,3.1763,9.0438e-06,0
1980-04-03 00:00:00,313.18,176.84,14.56,70.411859,0.51199,8.4759e-07,0
1980-04-04 00:00:00,338.53,207.35,19.566,57.699724,2.0438,9.2237e-05,0
1980-04-05 00:00:00,328.38,152.42,14.417,63.19938,3.0157,2.8278e-05,0
1980-04-06 00:00:00,304.69,164.67,13.652,71.311069,2.2933,1.9392e-05,0
1980-04-07 00:00:00,297.37,222.24,16.544,49.574716,2.4359,0,0
1980-04-08 00:00:00,299.06,221.17,18.579,38.075504,2.87,0,0
1980-04-09 00:00:00,306.08,219.82,21.251,28.562263,3.5876,0,0
1980-04-10 00:00:00,340,214.59,24.621,26.555403,4.7865,2.1956e-06,0
1980-04-11 00:00:00,325.25,206.38,18.263,68.404536,2.3888,5.7438e-07,0
1980-04-12 00:00:00,326.04,199.97,17.398,69.353823,1.3742,0,0
1980-04-13 00:00:00,345.23,196.26,20.946,54.466143,1.1021,0.00028355,0
1980-04-14 00:00:00,349.15,196.72,24.451,30.836343,3.7612,8.2005e-05,0
1980-04-15 00:00:00,377.86,130.32,19.293,65.126222,2.8375,0.0079194,0
1980-04-16 00:00:00,346.08,112.63,18.269,67.937947,2.0149,3.0493e-05,0
1980-04-17 00:00:00,380.19,145.9,20.401,77.098424,4.1406,0.024581,0
1980-04-18 00:00:00,376.91,80.398,20.207,86.460945,4.6762,0.0035983,0
1980-04-19 00:00:00,374.45,133.44,20.39,84.576871,1.8036,0.00131,0
1980-04-20 00:00:00,383.36,133.95,21.073,81.57897,4.2008,0.0051185,0
1980-04-21 00:00:00,385.18,48.346,19.172,93.805845,3.9072,0.0076896,0
1980-04-22 00:00:00,379.35,134.82,19.072,83.040202,2.9991,0.0051682,0
1980-04-23 00:00:00,328.11,127.7,15.006,75.636797,6.8619,0.0042303,0
1980-04-24 00:00:00,322.6,128.3,14.558,73.570676,3.7366,0.00015808,0
1980-04-25 00:00:00,328.31,126.03,14.793,78.314578,3.3774,0.00067339,0
1980-04-26 00:00:00,336.63,115.27,13.869,70.984161,3.1327,0.00054636,0
1980-04-27 00:00:00,305.44,124.31,11.315,72.340634,2.7812,1.2859e-07,0
1980-04-28 00:00:00,284.8,179.14,11.467,73.844576,1.8317,0,0
1980-04-29 00:00:00,293.54,149.56,11.694,74.838912,1.7698,0,0
1980-04-30 00:00:00,307.37,123.55,12.294,81.676152,1.7834,0.00042367,0
1980-05-01 00:00:00,285.73,172.22,11.922,70.709912,2.4947,0,0
1980-05-02 00:00:00,290.96,167.48,12.778,72.674223,2.2784,0,0
1980-05-03 00:00:00,309.14,155.12,15.311,71.033764,2.057,0.0001471,0
1980-05-04 00:00:00,319.1,158.83,17.781,69.501028,3.3891,1.2343e-05,0
1980-05-05 00:00:00,341.55,150.7,20.116,57.996373,3.8975,4.4508e-05,0
1980-05-06 00:00:00,365.83,63.341,18.057,71.779064,5,0.0032758,0
1980-05-07 00:00:00,329.37,137.08,14.771,85.960957,1.7524,0.00011241,0
1980-05-08 00:00:00,318.23,144.5,15.315,82.315153,1.3631,8.2938e-08,0
1980-05-09 00:00:00,322.18,154.34,17.505,75.231389,3.93,0,0
1980-05-10 00:00:00,337.81,116.64,14.328,77.26777,3.8313,0.0065052,0
1980-05-11 00:00:00,334.68,111.19,13.72,82.513418,4.3807,0.0022213,0
1980-05-12 00:00:00,313.11,125.7,13.799,75.884113,2.1095,2.7104e-05,0
1980-05-13 00:00:00,302.04,147.83,13.691,73.843307,2.3562,0,0
1980-05-14 00:00:00,309,148.47,15.463,65.436332,2.5873,0,0
1980-05-15 00:00:00,325.62,145,16.837,60.883485,4.0241,4.8873e-06,0
1980-05-16 00:00:00,317.66,106.71,13.344,73.813549,4.3807,0.0012022,0
1980-05-17 00:00:00,314.01,100.85,11.16,72.826288,2.0726,0.00049404,0
1980-05-18 00:00:00,323.76,92.243,11.997,74.917829,3.0934,0.00031406,0
1980-05-19 00:00:00,335.25,91.894,13.008,79.450413,5.3679,0.0088654,0
1980-05-20 00:00:00,298.59,123.72,9.778,71.927769,1.8475,3.7965e-05,0
1980-05-21 00:00:00,295.57,105.43,9.1946,73.293576,1.7298,2.218e-06,0
1980-05-22 00:00:00,294.93,127.71,12.661,70.511002,4.3136,0,0
1980-05-23 00:00:00,301.64,136.87,15.063,60.446432,6.1347,0,0
1980-05-24 00:00:00,315.32,119.18,14.75,65.244767,3.0576,0,0
1980-05-25 00:00:00,307.42,131.56,15.919,58.878676,4.0429,0,0
1980-05-26 00:00:00,330.2,80.517,15.215,65.789259,4.1897,0.00019001,0
1980-05-27 00:00:00,321.21,103.69,13.767,84.169409,0.77436,0.00099746,0
1980-05-28 00:00:00,307.07,123.75,12.655,87.105364,1.697,8.9161e-06,0
1980-05-29 00:00:00,304.34,119.78,11.796,84.438529,1.1207,3.0794e-05,0
1980-05-30 00:00:00,343.5,40.006,12.239,92.779693,0.79498,0.0084274,0
1980-05-31 00:00:00,320.14,101.28,12.167,90.730326,1.6418,0.00045851,0
1980-06-01 00:00:00,318.65,110.09,12.203,89.232131,1.256,0.00077126,0
1980-06-02 00:00:00,310.5,112.49,11.706,72.921305,4.2695,0.00051326,0
1980-06-03 00:00:00,323.61,14.423,11.244,93.615203,3.1174,0.011327,0
1980-06-04 00:00:00,330.81,101.11,11.785,80.94689,1.8312,0.00020205,0
1980-06-05 00:00:00,321.66,81.757,11.379,84.611667,1.7378,0.00060511,0
1980-06-06 00:00:00,309.7,85.226,11.443,81.017453,3.167,9.9132e-05,0
1980-06-07 00:00:00,319.37,93.231,12.405,72.358795,3.183,0.00049327,0
1980-06-08 00:00:00,332.89,85.627,11.651,83.599917,3.4838,0.01037,0
1980-06-09 00:00:00,311.48,94.629,11.026,89.228694,3.0077,0.005667,0
1980-06-10 00:00:00,307.43,83.375,9.463,86.163028,2.1431,0.0017747,0
1980-06-11 00:00:00,300.15,87.767,9.0774,87.697766,0.97517,0.00115,0
1980-06-12 00:00:00,305.24,86.207,8.991,88.419733,0.33239,0.00072992,0
1980-06-13 00:00:00,290.09,95.046,8.512,77.441602,1.7144,2.654e-06,0
1980-06-14 00:00:00,314.8,95.447,10.35,70.457662,6.5515,0.0068854,0
1980-06-15 00:00:00,339.37,44.891,11.459,87.270608,6.4516,0.0020083,0
1980-06-16 00:00:00,301.87,109.42,10.754,76.54078,5.8099,0.010779,0
1980-06-17 00:00:00,308.34,91.232,10.4,81.723725,2.5625,0.00030828,0
1980-06-18 00:00:00,316.93,93.774,9.7074,92.215609,0.93594,0.00061017,0
1980-06-19 00:00:00,309.97,83.358,9.5101,90.639557,1.8279,0.00067854,0
1980-06-20 00:00:00,294.79,104.2,9.0614,88.675133,1.749,5.4445e-05,0
1980-06-21 00:00:00,303.57,103.05,9.6204,82.545975,2.6773,4.1469e-08,0
1980-06-22 00:00:00,312.34,92.887,10.806,72.144964,3.7154,5.8359e-05,0
1980-06-23 00:00:00,297.24,97.302,12.301,68.309267,4.4002,0.00012738,0
1980-06-24 00:00:00,295.44,112.18,13.382,63.781745,3.4858,0,0
1980-06-25 00:00:00,323.85,94.255,15.595,55.88331,4.959,0.00091918,0
1980-06-26 00:00:00,330.39,91.019,12.927,83.757864,4.6343,0.0099249,0
1980-06-27 00:00:00,290.67,84.895,8.9724,79.556976,8.4653,0.011166,0
1980-06-28 00:00:00,307.65,77.328,10.491,81.743826,6.6845,0.0050776,0
1980-06-29 00:00:00,308.98,79.709,10.03,84.088841,2.3625,0.0005135,0
1980-06-30 00:00:00,318.02,92.247,10.645,74.173175,3.4996,0.0024002,0
1980-07-01 00:00:00,332.61,55.756,11.539,90.307168,5.8075,0.0071776,0
1980-07-02 00:00:00,319.5,83.358,11.827,86.142653,5.1748,0.0023026,0
1980-07-03 00:00:00,307.88,80.543,10.186,82.29544,6.9263,0.0053446,0
1980-07-04 00:00:00,318.54,80.549,10.627,77.411437,4.3713,0.00032553,0
1980-07-05 00:00:00,318.24,70.735,10.212,85.819041,2.7326,0.00028021,0
1980-07-06 00:00:00,339.7,55.836,10.939,90.395255,3.0222,0.0017988,0
1980-07-07 00:00:00,320.1,84.814,10.138,88.627868,2.9735,0.0014825,0
1980-07-08 00:00:00,306.93,76.655,9.125,87.670462,2.6955,0.0011265,0
1980-07-09 00:00:00,305.72,70.101,8.249,89.911529,1.0908,0.00040397,0
1980-07-10 00:00:00,312.07,96.49,9.6234,71.827872,4.0749,0.00040779,0
1980-07-11 00:00:00,291.58,73.61,10.749,69.694572,5.337,0.00078151,0
1980-07-12 00:00:00,317.69,125.59,13.008,67.47611,4.4469,0.002271,0
1980-07-13 00:00:00,293.19,112.74,12.049,71.782805,6.1979,0.00037603,0
1980-07-14 00:00:00,323.92,80.766,11.452,89.504489,5.8212,0.0026611,0
1980-07-15 00:00:00,315.3,83.346,10.575,94.487188,2.7176,0.0036771,0
1980-07-16 00:00:00,298.43,121.71,11.951,72.086261,5.2677,0.0013056,0
1980-07-17 00:00:00,301.15,91.931,9.9342,87.769441,3.3366,0.0032208,0
1980-07-18 00:00:00,298.62,99.446,9.5147,85.089348,0.1992,0.00038718,0
1980-07-19 00:00:00,292.62,111.82,9.7791,73.876082,3.5299,0.001224,0
1980-07-20 00:00:00,306.3,102.06,10.567,80.356243,5.4877,0.0020985,0
1980-07-21 00:00:00,305.56,81.385,9.1088,89.703844,3.0221,0.00089066,0
1980-07-22 00:00:00,273.08,121.65,7.9973,82.455177,2.4563,1.6118e-06,0
1980-07-23 00:00:00,261.72,138.52,7.6707,81.095442,2.5223,0,0
1980-07-24 00:00:00,266.47,133.03,8.2839,80.268281,2.3781,0,0
1980-07-25 00:00:00,280.4,136.94,10.24,77.654582,3.2299,0,0
1980-07-26 00:00:00,320.16,123.74,12.506,73.520519,5.8612,0.0037182,0
1980-07-27 00:00:00,313.61,80.105,10.735,88.637615,8.0926,0.0093081,0
1980-07-28 00:00:00,296.36,113.94,9.417,89.87149,5.47,0.0072657,0
1980-07-29 00:00:00,295.67,122.24,9.0132,86.246867,3.0427,0.0011763,0
1980-07-30 00:00:00,301.04,98.248,8.6013,88.690322,1.7873,0.00048282,0
1980-07-31 00:00:00,290,103.76,8.7661,81.668183,2.7689,0.00038093,0
1980-08-01 00:00:00,287.12,147.15,11.513,68.155342,5.5586,0.0024189,0
1980-08-02 00:00:00,300.64,117.41,9.7763,75.048281,2.9183,7.496e-05,0
1980-08-03 00:00:00,279.63,117.84,8.2725,80.806532,2.2844,7.2917e-05,0
1980-08-04 00:00:00,271.94,151.07,10.028,68.297081,3.416,0,0
1980-08-05 00:00:00,273.18,153.55,11.7,60.278559,4.3157,0,0
1980-08-06 00:00:00,309.14,77.911,10.736,76.282872,6.4565,0.0074754,0
1980-08-07 00:00:00,296.78,119.11,9.3962,84.366465,3.7109,0.00099047,0
1980-08-08 00:00:00,298.16,114.51,10.389,74.871714,3.096,1.0069e-05,0
1980-08-09 00:00:00,281.59,161.78,13.682,55.081273,5.503,0,0
1980-08-10 00:00:00,311.14,157.74,13.844,69.455528,5.1465,0.0020267,0
1980-08-11 00:00:00,313.7,127.58,11.804,71.864603,5.8123,0.00024887,0
1980-08-12 00:00:00,314.49,121.73,10.518,83.036383,3.6332,0.00056592,0
1980-08-13 00:00:00,307.82,97.599,10.186,77.607432,3.2745,0.00011532,0
1980-08-14 00:00:00,292.71,120.7,9.4005,73.739861,5.5972,0.005641,0
1980-08-15 00:00:00,290.41,120.67,8.3357,70.537347,2.0024,3.4663e-05,0
1980-08-16 00:00:00,271.03,151.17,8.1372,73.060689,1.7838,0,0
1980-08-17 00:00:00,261.95,177.29,10.043,65.277087,3.4146,0,0
1980-08-18 00:00:00,270.5,179.71,12.271,52.042281,3.6257,0,0
1980-08-19 00:00:00,300.16,126.91,12.305,64.545375,6.2419,0.00028192,0
1980-08-20 00:00:00,322.43,103.7,11.176,90.226046,5.4855,0.0045582,0
1980-08-21 00:00:00,287.64,141.75,11.958,62.417806,5.3696,0.00017865,0
1980-08-22 00:00:00,302.8,171.03,13.711,67.736756,4.2889,0.00011859,0
1980-08-23 00:00:00,304.03,142.37,11.119,86.200959,4.843,0.0025783,0
1980-08-24 00:00:00,296.32,145.36,9.8335,79.185119,5.0141,0.0019083,0
1980-08-25 00:00:00,300.45,144.9,9.4898,74.921436,3.3882,0.00081455,0
1980-08-26 00:00:00,317.95,127.26,11.619,61.632581,4.0816,0.00017157,0
1980-08-27 00:00:00,319.59,97.46,12.344,79.428954,4.0336,0.00069828,0
1980-08-28 00:00:00,303.84,156.78,12.334,78.628934,3.8079,0.0013079,0
1980-08-29 00:00:00,291.01,197.75,14.299,60.395579,4.288,0,0
1980-08-30 00:00:00,311.58,180.12,14.053,66.640615,7.7507,0.0030216,0
1980-08-31 00:00:00,311.89,146.93,11.876,75.478484,6.3664,0.00081861,0
1980-09-01 00:00:00,302.2,126.59,11.255,80.18005,6.2032,0.0034228,0
1980-09-02 00:00:00,301.46,128.42,10.241,80.179213,2.8259,0.00029718,0
1980-09-03 00:00:00,302.21,188.86,14.913,53.79915,4.9034,5.4293e-06,0
1980-09-04 00:00:00,291.63,203.28,11.644,75.226516,2.3201,3.8604e-07,0
1980-09-05 00:00:00,277.93,212.25,12.259,63.286173,2.0931,0,0
1980-09-06 00:00:00,305.2,219.56,17.169,53.649333,2.8312,0,0
1980-09-07 00:00:00,307.4,202.96,14.327,64.701497,1.5488,9.3115e-05,0
1980-09-08 00:00:00,311.57,159.75,11.897,68.413888,7.2784,0.0045442,0
1980-09-09 00:00:00,314.36,136.12,11.629,78.050758,7.5527,0.00092391,0
1980-09-10 00:00:00,297.45,193.51,11.686,83.413632,2.5813,1.0268e-05,0
1980-09-11 00:00:00,300.89,182.22,11.444,84.755374,4.2543,0.0012996,0
1980-09-12 00:00:00,311.79,181.47,10.984,86.236503,3.2368,0.0030722,0
1980-09-13 00:00:00,291.97,218.16,12.639,62.844362,3.1378,0.00052449,0
1980-09-14 00:00:00,317.93,172.91,13.175,68.067146,7.6662,0.0117,0
1980-09-15 00:00:00,302.44,177.31,10.766,74.630429,5.7309,0.000787,0
1980-09-16 00:00:00,304.3,237.4,15.012,59.207083,6.4441,0.0061821,0
1980-09-17 00:00:00,296.5,185.59,9.8528,79.314178,6.9128,0.014806,0
1980-09-18 00:00:00,321.01,151.98,12.05,71.381016,5.218,0.0014372,0
1980-09-19 00:00:00,296.9,187.79,10.895,75.298402,2.8377,3.8819e-05,0
1980-09-20 00:00:00,306.08,198.49,11.593,76.851695,5.8011,0.001483,0
1980-09-21 00:00:00,323.2,156.06,12.635,78.762072,5.5657,0.00031281,0
1980-09-22 00:00:00,302.31,211.32,12.658,71.071613,2.7233,1.5439e-06,0
1980-09-23 00:00:00,349.22,187.25,20.01,39.554327,5.2004,0.00032502,0
1980-09-24 00:00:00,345.05,173.05,16.946,62.296958,5.9791,0.0036822,0
1980-09-25 00:00:00,305.01,181.21,12.052,68.477751,4.7256,2.5985e-05,0
1980-09-26 00:00:00,314.89,181.05,11.94,80.611309,2.1146,0.00011241,0
1980-09-27 00:00:00,289.89,249,12.403,70.47932,1.5783,4.0364e-07,0
1980-09-28 00:00:00,304.46,245.06,19.478,35.165193,5.2713,0,0
1980-09-29 00:00:00,318.28,272.27,20.976,38.68524,4.8756,3.6465e-06,0
1980-09-30 00:00:00,300.57,243.13,13.634,73.432987,3.6631,0.00024922,0
1980-10-01 00:00:00,299.58,271.59,15.235,56.86983,3.2411,2.6755e-07,0
1980-10-02 00:00:00,298.97,244.32,12.038,62.785775,5.0317,0.00015409,0
1980-10-03 00:00:00,282.98,234.12,11.993,58.768621,1.3058,5.2762e-05,0
1980-10-04 00:00:00,320.2,262.33,21.046,31.314028,4.9517,0.0016667,0
1980-10-05 00:00:00,369.05,100.08,14.199,93.263834,1.7401,0.02903,0
1980-10-06 00:00:00,308.85,93.285,9.6879,78.921477,4.2679,0.005385,0
1980-10-07 00:00:00,312.92,203.74,11.516,79.312263,2.2642,0.0006092,0
1980-10-08 00:00:00,311.46,236.55,12.681,81.4305,0.14619,0.00099985,0
1980-10-09 00:00:00,298.12,264.52,14.974,61.531863,2.6748,0.00063269,0
1980-10-10 00:00:00,329.4,272.32,15.582,59.019267,3.0081,0.0083816,0
1980-10-11 00:00:00,319.05,187.26,9.9614,82.502767,5.1155,0.013326,0
1980-10-12 00:00:00,327.6,154.83,11.573,78.810864,5.9212,0.005437,0
1980-10-13 00:00:00,308.16,237.06,11.264,81.921409,1.8636,0.0001849,0
1980-10-14 00:00:00,298.42,292.08,14.721,71.512379,1.1654,0,0
1980-10-15 00:00:00,309.99,284.77,16.02,69.14069,1.7898,9.1621e-07,0
1980-10-16 00:00:00,337.19,247.79,18.521,62.407681,3.9405,8.1672e-06,0
1980-10-17 00:00:00,342.64,193.75,18.119,60.647971,3.563,0.0013282,0
1980-10-18 00:00:00,320.82,291.28,15.73,69.105041,0.99711,9.3891e-07,0
1980-10-19 00:00:00,353.24,213.55,19.44,57.127454,2.0517,0.0021289,0
1980-10-20 00:00:00,310.93,247.65,12.922,78.135685,2.6764,4.5708e-06,0
1980-10-21 00:00:00,307.82,323.18,19.526,42.677623,3.3949,0,0
1980-10-22 00:00:00,370.32,221.55,22.649,45.908358,3.4574,0.0040711,0
1980-10-23 00:00:00,304.95,199.26,11.039,73.085533,4.2876,0.0010953,0
1980-10-24 00:00:00,286.19,262.7,10.846,66.644873,2.1401,4.9266e-07,0
1980-10-25 00:00:00,291.14,331.75,16.697,51.880975,2.7648,0,0
1980-10-26 00:00:00,334.55,305.65,20.014,44.781972,2.979,0.0007457,0
1980-10-27 00:00:00,294.54,249.6,10.048,69.094289,5.1253,0.0030816,0
1980-10-28 00:00:00,323.15,193.33,11.842,65.539187,3.5338,5.5487e-05,0
1980-10-29 00:00:00,319.8,196.75,12.53,68.779728,4.7136,0.00013945,0
1980-10-30 00:00:00,321.25,218.91,12.694,73.86034,5.0202,0.0011364,0
1980-10-31 00:00:00,322.84,203.64,12.931,71.205945,4.808,0.00048863,0
1980-11-01 00:00:00,319.38,215.4,11.649,76.070489,3.3556,0.0012184,0
1980-11-02 00:00:00,323.62,209.75,11.974,73.408776,2.5461,0.00026899,0
1980-11-03 00:00:00,313.57,312.19,15.645,38.989862,5.1133,0.0042896,0
1980-11-04 00:00:00,359.89,116.07,14.662,78.99019,5.5317,0.013178,0
1980-11-05 00:00:00,359.72,100.25,13.183,90.091987,6.9686,0.0068141,0
1980-11-06 00:00:00,335.7,189.84,12.348,87.800394,4.0647,0.0047163,0
1980-11-07 00:00:00,314.96,257.4,12.762,75.390671,2.3155,0.00019761,0
1980-11-08 00:00:00,318.77,258.73,13.231,74.916197,2.7777,0.00088125,0
1980-11-09 00:00:00,301.61,316.87,14.419,73.460111,1.8261,0,0
1980-11-10 00:00:00,311.75,357.45,20.682,44.689381,1.9234,0,0
1980-11-11 00:00:00,321.11,358.65,23.807,30.459564,2.2363,0,0
1980-11-12 00:00:00,342.14,353.84,27.205,26.840758,3.4653,0,0
1980-11-13 00:00:00,353.31,293.92,20.176,52.582154,1.2533,0.00073211,0
1980-11-14 00:00:00,340.94,337.17,18.353,67.154409,3.1399,0,0
1980-11-15 00:00:00,366.91,341.83,27.964,37.875441,2.646,4.5664e-06,0
1980-11-16 00:00:00,368.2,316.78,25.159,48.7467,1.0904,0,0
1980-11-17 00:00:00,372.19,250.83,23.129,53.464427,2.6401,0.00050015,0
1980-11-18 00:00:00,319.55,213.38,13.446,67.24397,5.9623,0.0029057,0
1980-11-19 00:00:00,288.45,348.24,13.836,59.022361,0.45425,0,0
1980-11-20 00:00:00,305.32,355.57,16.61,57.567699,2.5685,1.2498e-06,0
1980-11-21 00:00:00,282.85,352.01,13.649,63.469011,4.9177,0,0
1980-11-22 00:00:00,282.73,378.05,14.426,62.249266,3.5713,0,0
1980-11-23 00:00:00,294.86,372.21,16.368,57.455552,2.9256,0,0
