1983-01-04 12:00:00	3.45	3.72
1983-01-05 12:00:00	3.363	1.6
1983-01-06 12:00:00	3.103	5.86
1983-01-07 12:00:00	2.452	2.14
1983-01-08 12:00:00	2.076	1.28
1983-01-09 12:00:00	1.854	4.17
1983-01-10 12:00:00	1.722	3.07
1983-01-11 12:00:00	1.643	5.41
1983-01-12 12:00:00	1.595	5.71
1983-01-13 12:00:00	2.011	1.09
1983-01-14 12:00:00	2.488	0
1983-01-15 12:00:00	1.941	0
1983-01-16 12:00:00	1.715	0
1983-01-17 12:00:00	1.617	0
1983-01-18 12:00:00	1.95	0
1983-01-19 12:00:00	1.711	0
1983-01-20 12:00:00	1.597	0
1983-01-21 12:00:00	8.294	6.72
1983-01-22 12:00:00	9.516	5.47
1983-01-23 12:00:00	6.707	1.68
1983-01-24 12:00:00	4.943	1.88
1983-01-25 12:00:00	5.6	4.07
1983-01-26 12:00:00	4.239	5.37
1983-01-27 12:00:00	3.365	5.94
1983-01-28 12:00:00	2.786	2.98
1983-01-29 12:00:00	2.388	0
1983-01-30 12:00:00	2.107	0
1983-01-31 12:00:00	1.888	0
1983-02-01 12:00:00	1.721	0
1983-02-02 12:00:00	1.597	0
1983-02-03 12:00:00	1.564	0
1983-02-04 12:00:00	1.547	0
1983-02-05 12:00:00	2.151	0
1983-02-06 12:00:00	2.163	0
1983-02-07 12:00:00	1.76	0
1983-02-08 12:00:00	1.611	0
1983-02-09 12:00:00	1.555	0
1983-02-10 12:00:00	1.535	0
1983-02-11 12:00:00	1.527	0
1983-02-12 12:00:00	1.524	0
1983-02-13 12:00:00	1.523	0
1983-02-14 12:00:00	1.522	0.04
1983-02-15 12:00:00	1.522	0
1983-02-16 12:00:00	1.522	0
1983-02-17 12:00:00	1.522	0
1983-02-18 12:00:00	1.522	0
1983-02-19 12:00:00	1.522	0
1983-02-20 12:00:00	1.522	0
1983-02-21 12:00:00	1.522	0
1983-02-22 12:00:00	1.522	0
1983-02-23 12:00:00	1.522	0
1983-02-24 12:00:00	1.522	0
1983-02-25 12:00:00	1.522	0
1983-02-26 12:00:00	1.522	0
1983-02-27 12:00:00	1.522	0
1983-02-28 12:00:00	1.527	0
1983-03-01 12:00:00	1.547	0
1983-03-02 12:00:00	1.531	0
1983-03-03 12:00:00	1.525	0
1983-03-04 12:00:00	1.525	0.77
1983-03-05 12:00:00	1.623	1.56
1983-03-06 12:00:00	1.583	0.04
