"","datetime","pet_mm_d"
"2677","1987-04-30 00:00:00",2.0131
"2678","1987-05-01 00:00:00",3.0351
"2679","1987-05-02 00:00:00",1.4168
"2680","1987-05-03 00:00:00",1.7983
"2681","1987-05-04 00:00:00",1.759
"2682","1987-05-05 00:00:00",1.5965
"2683","1987-05-06 00:00:00",1.8663
"2684","1987-05-07 00:00:00",2.3242
"2685","1987-05-08 00:00:00",2.6236
"2686","1987-05-09 00:00:00",2.9353
"2687","1987-05-10 00:00:00",3.5341
"2688","1987-05-11 00:00:00",3.1679
"2689","1987-05-12 00:00:00",1.5741
"2690","1987-05-13 00:00:00",2.7225
"2691","1987-05-14 00:00:00",1.1599
"2692","1987-05-15 00:00:00",1.0813
"2693","1987-05-16 00:00:00",1.5497
"2694","1987-05-17 00:00:00",0.95472
"2695","1987-05-18 00:00:00",1.5234
"2696","1987-05-19 00:00:00",1.0955
"2697","1987-05-20 00:00:00",1.815
"2698","1987-05-21 00:00:00",1.7004
"2699","1987-05-22 00:00:00",1.4905
"2700","1987-05-23 00:00:00",1.4121
"2701","1987-05-24 00:00:00",1.9446
"2702","1987-05-25 00:00:00",1.19
"2703","1987-05-26 00:00:00",1.0754
"2704","1987-05-27 00:00:00",1.4015
"2705","1987-05-28 00:00:00",1.2405
"2706","1987-05-29 00:00:00",1.276
"2707","1987-05-30 00:00:00",0.92375
"2708","1987-05-31 00:00:00",0.91912
"2709","1987-06-01 00:00:00",0.9607
"2710","1987-06-02 00:00:00",0.85849
"2711","1987-06-03 00:00:00",1.0569
"2712","1987-06-04 00:00:00",0.92824
"2713","1987-06-05 00:00:00",1.2101
"2714","1987-06-06 00:00:00",1.2999
"2715","1987-06-07 00:00:00",1.6101
"2716","1987-06-08 00:00:00",2.0435
"2717","1987-06-09 00:00:00",1.338
"2718","1987-06-10 00:00:00",0.97114
"2719","1987-06-11 00:00:00",1.3394
"2720","1987-06-12 00:00:00",1.1096
"2721","1987-06-13 00:00:00",1.0977
"2722","1987-06-14 00:00:00",1.0307
"2723","1987-06-15 00:00:00",0.98269
"2724","1987-06-16 00:00:00",1.2178
"2725","1987-06-17 00:00:00",1.2031
"2726","1987-06-18 00:00:00",0.41279
"2727","1987-06-19 00:00:00",0.83282
"2728","1987-06-20 00:00:00",1.1986
"2729","1987-06-21 00:00:00",0.55298
"2730","1987-06-22 00:00:00",1.4074
"2731","1987-06-23 00:00:00",0.66933
"2732","1987-06-24 00:00:00",0.57258
"2733","1987-06-25 00:00:00",0.86638
"2734","1987-06-26 00:00:00",1.1735
"2735","1987-06-27 00:00:00",0.43859
"2736","1987-06-28 00:00:00",0.77333
"2737","1987-06-29 00:00:00",1.0566
"2738","1987-06-30 00:00:00",1.2848
"2739","1987-07-01 00:00:00",0.9707
"2740","1987-07-02 00:00:00",1.0822
"2741","1987-07-03 00:00:00",1.1371
"2742","1987-07-04 00:00:00",1.6193
"2743","1987-07-05 00:00:00",1.5524
"2744","1987-07-06 00:00:00",1.2024
"2745","1987-07-07 00:00:00",1.4835
"2746","1987-07-08 00:00:00",1.7448
"2747","1987-07-09 00:00:00",2.1871
"2748","1987-07-10 00:00:00",0.95736
"2749","1987-07-11 00:00:00",1.0711
"2750","1987-07-12 00:00:00",1.1364
"2751","1987-07-13 00:00:00",0.9907
"2752","1987-07-14 00:00:00",1.0489
"2753","1987-07-15 00:00:00",0.96695
"2754","1987-07-16 00:00:00",0.6709
"2755","1987-07-17 00:00:00",0.91544
"2756","1987-07-18 00:00:00",0.53057
"2757","1987-07-19 00:00:00",0.65711
"2758","1987-07-20 00:00:00",0.58142
"2759","1987-07-21 00:00:00",1.2485
"2760","1987-07-22 00:00:00",1.1713
"2761","1987-07-23 00:00:00",1.3599
"2762","1987-07-24 00:00:00",1.7651
"2763","1987-07-25 00:00:00",1.3267
"2764","1987-07-26 00:00:00",0.61933
"2765","1987-07-27 00:00:00",0.81696
"2766","1987-07-28 00:00:00",1.2114
"2767","1987-07-29 00:00:00",1.3783
"2768","1987-07-30 00:00:00",0.47977
"2769","1987-07-31 00:00:00",1.1573
"2770","1987-08-01 00:00:00",1.7028
"2771","1987-08-02 00:00:00",1.1435
"2772","1987-08-03 00:00:00",1.0848
"2773","1987-08-04 00:00:00",0.75666
"2774","1987-08-05 00:00:00",1.2635
"2775","1987-08-06 00:00:00",1.106
"2776","1987-08-07 00:00:00",0.98796
"2777","1987-08-08 00:00:00",1.0736
"2778","1987-08-09 00:00:00",1.8029
"2779","1987-08-10 00:00:00",1.7869
"2780","1987-08-11 00:00:00",1.6268
"2781","1987-08-12 00:00:00",1.7353
"2782","1987-08-13 00:00:00",1.7854
"2783","1987-08-14 00:00:00",1.8425
"2784","1987-08-15 00:00:00",1.3726
"2785","1987-08-16 00:00:00",1.5528
"2786","1987-08-17 00:00:00",1.2995
"2787","1987-08-18 00:00:00",1.4395
"2788","1987-08-19 00:00:00",1.4339
"2789","1987-08-20 00:00:00",1.9803
"2790","1987-08-21 00:00:00",3.1623
"2791","1987-08-22 00:00:00",1.894
"2792","1987-08-23 00:00:00",0.88234
"2793","1987-08-24 00:00:00",1.5122
"2794","1987-08-25 00:00:00",2.1205
"2795","1987-08-26 00:00:00",2.9236
"2796","1987-08-27 00:00:00",0.89634
"2797","1987-08-28 00:00:00",0.95351
"2798","1987-08-29 00:00:00",1.8419
"2799","1987-08-30 00:00:00",1.9881
"2800","1987-08-31 00:00:00",2.2009
"2801","1987-09-01 00:00:00",1.6572
"2802","1987-09-02 00:00:00",1.1208
"2803","1987-09-03 00:00:00",1.8849
"2804","1987-09-04 00:00:00",1.8306
"2805","1987-09-05 00:00:00",0.67198
"2806","1987-09-06 00:00:00",1.5722
"2807","1987-09-07 00:00:00",2.0482
"2808","1987-09-08 00:00:00",0.96355
"2809","1987-09-09 00:00:00",2.507
"2810","1987-09-10 00:00:00",2.5363
"2811","1987-09-11 00:00:00",3.0199
"2812","1987-09-12 00:00:00",2.4443
"2813","1987-09-13 00:00:00",1.8387
"2814","1987-09-14 00:00:00",1.8913
"2815","1987-09-15 00:00:00",2.2523
"2816","1987-09-16 00:00:00",2.929
"2817","1987-09-17 00:00:00",3.3093
"2818","1987-09-18 00:00:00",5.3848
"2819","1987-09-19 00:00:00",2.0671
"2820","1987-09-20 00:00:00",2.6008
"2821","1987-09-21 00:00:00",3.1431
"2822","1987-09-22 00:00:00",3.8786
"2823","1987-09-23 00:00:00",5.3454
"2824","1987-09-24 00:00:00",6.2728
"2825","1987-09-25 00:00:00",5.1087
"2826","1987-09-26 00:00:00",8.5723
"2827","1987-09-27 00:00:00",4.8806
"2828","1987-09-28 00:00:00",3.6996
"2829","1987-09-29 00:00:00",2.2118
"2830","1987-09-30 00:00:00",2.6242
"2831","1987-10-01 00:00:00",3.5859
"2832","1987-10-02 00:00:00",4.0709
"2833","1987-10-03 00:00:00",5.6195
"2834","1987-10-04 00:00:00",3.0135
"2835","1987-10-05 00:00:00",3.1842
"2836","1987-10-06 00:00:00",2.9566
"2837","1987-10-07 00:00:00",2.8206
"2838","1987-10-08 00:00:00",2.5327
"2839","1987-10-09 00:00:00",3.9546
"2840","1987-10-10 00:00:00",3.1785
"2841","1987-10-11 00:00:00",1.1251
"2842","1987-10-12 00:00:00",3.2118
"2843","1987-10-13 00:00:00",4.7665
"2844","1987-10-14 00:00:00",4.6871
"2845","1987-10-15 00:00:00",2.8699
"2846","1987-10-16 00:00:00",2.4624
"2847","1987-10-17 00:00:00",2.2518
"2848","1987-10-18 00:00:00",2.2615
"2849","1987-10-19 00:00:00",3.551
"2850","1987-10-20 00:00:00",3.3291
"2851","1987-10-21 00:00:00",4.614
"2852","1987-10-22 00:00:00",3.3528
"2853","1987-10-23 00:00:00",3.5701
"2854","1987-10-24 00:00:00",3.3022
"2855","1987-10-25 00:00:00",4.3585
"2856","1987-10-26 00:00:00",5.5881
"2857","1987-10-27 00:00:00",4.4069
"2858","1987-10-28 00:00:00",4.2271
"2859","1987-10-29 00:00:00",6.1218
"2860","1987-10-30 00:00:00",8.9133
"2861","1987-10-31 00:00:00",9.6739
"2862","1987-11-01 00:00:00",10.461
"2863","1987-11-02 00:00:00",3.7361
"2864","1987-11-03 00:00:00",4.2197
"2865","1987-11-04 00:00:00",4.2311
"2866","1987-11-05 00:00:00",4.9492
"2867","1987-11-06 00:00:00",5.3692
"2868","1987-11-07 00:00:00",6.7321
"2869","1987-11-08 00:00:00",6.7744
"2870","1987-11-09 00:00:00",5.1677
"2871","1987-11-10 00:00:00",4.4527
"2872","1987-11-11 00:00:00",4.7863
"2873","1987-11-12 00:00:00",5.4203
"2874","1987-11-13 00:00:00",4.9214
"2875","1987-11-14 00:00:00",6.1807
"2876","1987-11-15 00:00:00",6.7964
"2877","1987-11-16 00:00:00",4.5019
"2878","1987-11-17 00:00:00",6.4622
"2879","1987-11-18 00:00:00",6.4331
"2880","1987-11-19 00:00:00",6.0961
"2881","1987-11-20 00:00:00",4.4115
"2882","1987-11-21 00:00:00",5.3819
"2883","1987-11-22 00:00:00",9.1618
"2884","1987-11-23 00:00:00",6.5635
"2885","1987-11-24 00:00:00",4.2939
"2886","1987-11-25 00:00:00",3.2269
"2887","1987-11-26 00:00:00",3.8022
"2888","1987-11-27 00:00:00",4.4177
"2889","1987-11-28 00:00:00",8.1204
"2890","1987-11-29 00:00:00",5.3475
"2891","1987-11-30 00:00:00",4.9691
"2892","1987-12-01 00:00:00",2.8549
"2893","1987-12-02 00:00:00",4.6241
"2894","1987-12-03 00:00:00",4.8634
"2895","1987-12-04 00:00:00",5.3331
"2896","1987-12-05 00:00:00",4.6497
"2897","1987-12-06 00:00:00",5.0873
"2898","1987-12-07 00:00:00",4.6164
"2899","1987-12-08 00:00:00",5.791
"2900","1987-12-09 00:00:00",6.4254
"2901","1987-12-10 00:00:00",4.8549
"2902","1987-12-11 00:00:00",5.7853
"2903","1987-12-12 00:00:00",7.4877
"2904","1987-12-13 00:00:00",8.0529
"2905","1987-12-14 00:00:00",10.043
"2906","1987-12-15 00:00:00",8.7564
"2907","1987-12-16 00:00:00",5.9547
"2908","1987-12-17 00:00:00",6.639
"2909","1987-12-18 00:00:00",6.1205
"2910","1987-12-19 00:00:00",7.0732
"2911","1987-12-20 00:00:00",5.0171
"2912","1987-12-21 00:00:00",6.1784
"2913","1987-12-22 00:00:00",6.5475
"2914","1987-12-23 00:00:00",7.239
"2915","1987-12-24 00:00:00",6.004
"2916","1987-12-25 00:00:00",7.0458
"2917","1987-12-26 00:00:00",9.1505
"2918","1987-12-27 00:00:00",1.6303
"2919","1987-12-28 00:00:00",4.4802
"2920","1987-12-29 00:00:00",6.3056
"2921","1987-12-30 00:00:00",8.6114
"2922","1987-12-31 00:00:00",6.3653
"2923","1988-01-01 00:00:00",5.5106
"2924","1988-01-02 00:00:00",4.6457
"2925","1988-01-03 00:00:00",5.8972
"2926","1988-01-04 00:00:00",6.0042
"2927","1988-01-05 00:00:00",7.2629
"2928","1988-01-06 00:00:00",9.3481
"2929","1988-01-07 00:00:00",10.53
"2930","1988-01-08 00:00:00",8.3774
"2931","1988-01-09 00:00:00",7.2243
"2932","1988-01-10 00:00:00",7.5623
"2933","1988-01-11 00:00:00",8.6361
"2934","1988-01-12 00:00:00",5.0226
"2935","1988-01-13 00:00:00",6.998
"2936","1988-01-14 00:00:00",6.3086
"2937","1988-01-15 00:00:00",5.7913
"2938","1988-01-16 00:00:00",6.1048
"2939","1988-01-17 00:00:00",5.2719
"2940","1988-01-18 00:00:00",5.6553
"2941","1988-01-19 00:00:00",8.3553
"2942","1988-01-20 00:00:00",5.4721
"2943","1988-01-21 00:00:00",5.0705
"2944","1988-01-22 00:00:00",6.3844
"2945","1988-01-23 00:00:00",3.7542
"2946","1988-01-24 00:00:00",4.3375
"2947","1988-01-25 00:00:00",5.2649
"2948","1988-01-26 00:00:00",6.9445
"2949","1988-01-27 00:00:00",8.3062
"2950","1988-01-28 00:00:00",10.818
"2951","1988-01-29 00:00:00",9.078
"2952","1988-01-30 00:00:00",4.2958
"2953","1988-01-31 00:00:00",5.9237
"2954","1988-02-01 00:00:00",3.7969
"2955","1988-02-02 00:00:00",6.2066
"2956","1988-02-03 00:00:00",6.1624
"2957","1988-02-04 00:00:00",7.5126
"2958","1988-02-05 00:00:00",2.2225
"2959","1988-02-06 00:00:00",4.0063
"2960","1988-02-07 00:00:00",3.4898
"2961","1988-02-08 00:00:00",3.8163
"2962","1988-02-09 00:00:00",5.6645
"2963","1988-02-10 00:00:00",6.8078
"2964","1988-02-11 00:00:00",4.377
"2965","1988-02-12 00:00:00",5.1236
"2966","1988-02-13 00:00:00",4.9533
"2967","1988-02-14 00:00:00",5.626
"2968","1988-02-15 00:00:00",6.2694
"2969","1988-02-16 00:00:00",6.7568
"2970","1988-02-17 00:00:00",7.5402
"2971","1988-02-18 00:00:00",5.1752
"2972","1988-02-19 00:00:00",3.9928
"2973","1988-02-20 00:00:00",4.8184
"2974","1988-02-21 00:00:00",5.0432
"2975","1988-02-22 00:00:00",5.8588
"2976","1988-02-23 00:00:00",6.1146
"2977","1988-02-24 00:00:00",6.8651
"2978","1988-02-25 00:00:00",8.7678
"2979","1988-02-26 00:00:00",7.7741
"2980","1988-02-27 00:00:00",3.639
"2981","1988-02-28 00:00:00",3.9861
"2982","1988-02-29 00:00:00",4.7261
"2983","1988-03-01 00:00:00",5.8279
"2984","1988-03-02 00:00:00",8.4755
"2985","1988-03-03 00:00:00",4.5794
"2986","1988-03-04 00:00:00",4.7858
"2987","1988-03-05 00:00:00",4.7065
"2988","1988-03-06 00:00:00",4.6406
"2989","1988-03-07 00:00:00",5.7489
"2990","1988-03-08 00:00:00",6.0892
"2991","1988-03-09 00:00:00",5.0209
"2992","1988-03-10 00:00:00",4.1299
"2993","1988-03-11 00:00:00",4.1793
"2994","1988-03-12 00:00:00",2.6882
"2995","1988-03-13 00:00:00",2.8071
"2996","1988-03-14 00:00:00",3.3363
"2997","1988-03-15 00:00:00",3.9632
"2998","1988-03-16 00:00:00",4.1662
"2999","1988-03-17 00:00:00",4.7188
"3000","1988-03-18 00:00:00",5.9475
"3001","1988-03-19 00:00:00",6.2336
"3002","1988-03-20 00:00:00",6.5626
"3003","1988-03-21 00:00:00",5.8426
"3004","1988-03-22 00:00:00",5.5128
"3005","1988-03-23 00:00:00",6.3013
"3006","1988-03-24 00:00:00",6.4506
"3007","1988-03-25 00:00:00",6.5534
"3008","1988-03-26 00:00:00",5.3185
"3009","1988-03-27 00:00:00",5.6493
"3010","1988-03-28 00:00:00",3.2289
"3011","1988-03-29 00:00:00",2.3668
"3012","1988-03-30 00:00:00",2.9858
"3013","1988-03-31 00:00:00",2.6687
"3014","1988-04-01 00:00:00",3.445
"3015","1988-04-02 00:00:00",3.1138
"3016","1988-04-03 00:00:00",3.4894
"3017","1988-04-04 00:00:00",2.9311
"3018","1988-04-05 00:00:00",3.0894
"3019","1988-04-06 00:00:00",3.0126
"3020","1988-04-07 00:00:00",3.164
"3021","1988-04-08 00:00:00",2.5041
"3022","1988-04-09 00:00:00",3.6776
"3023","1988-04-10 00:00:00",4.2928
"3024","1988-04-11 00:00:00",3.2289
"3025","1988-04-12 00:00:00",3.8982
"3026","1988-04-13 00:00:00",2.1732
"3027","1988-04-14 00:00:00",3.0682
"3028","1988-04-15 00:00:00",1.7199
"3029","1988-04-16 00:00:00",2.9311
"3030","1988-04-17 00:00:00",2.9128
"3031","1988-04-18 00:00:00",3.1275
"3032","1988-04-19 00:00:00",2.46
"3033","1988-04-20 00:00:00",2.5018
"3034","1988-04-21 00:00:00",3.3676
"3035","1988-04-22 00:00:00",1.7476
"3036","1988-04-23 00:00:00",2.7513
"3037","1988-04-24 00:00:00",3.9349
"3038","1988-04-25 00:00:00",3.9904
"3039","1988-04-26 00:00:00",1.6134
"3040","1988-04-27 00:00:00",2.7327
"3041","1988-04-28 00:00:00",2.1572
"3042","1988-04-29 00:00:00",2.2033
"3043","1988-04-30 00:00:00",2.1799
"3044","1988-05-01 00:00:00",2.2794
"3045","1988-05-02 00:00:00",2.4399
"3046","1988-05-03 00:00:00",2.7043
"3047","1988-05-04 00:00:00",2.869
"3048","1988-05-05 00:00:00",2.0548
"3049","1988-05-06 00:00:00",1.8199
"3050","1988-05-07 00:00:00",1.2751
"3051","1988-05-08 00:00:00",1.2708
"3052","1988-05-09 00:00:00",1.6355
"3053","1988-05-10 00:00:00",1.6899
"3054","1988-05-11 00:00:00",1.5797
"3055","1988-05-12 00:00:00",2.29
"3056","1988-05-13 00:00:00",2.6248
"3057","1988-05-14 00:00:00",1.7014
"3058","1988-05-15 00:00:00",0.77137
"3059","1988-05-16 00:00:00",1.7764
"3060","1988-05-17 00:00:00",1.0194
"3061","1988-05-18 00:00:00",0.93719
"3062","1988-05-19 00:00:00",0.71355
"3063","1988-05-20 00:00:00",0.81239
"3064","1988-05-21 00:00:00",1.3825
"3065","1988-05-22 00:00:00",0.36599
"3066","1988-05-23 00:00:00",0.70081
"3067","1988-05-24 00:00:00",1.328
"3068","1988-05-25 00:00:00",1.2851
"3069","1988-05-26 00:00:00",0.88984
"3070","1988-05-27 00:00:00",1.1088
"3071","1988-05-28 00:00:00",1.6933
"3072","1988-05-29 00:00:00",1.3052
"3073","1988-05-30 00:00:00",1.8703
"3074","1988-05-31 00:00:00",1.7106
"3075","1988-06-01 00:00:00",1.9792
"3076","1988-06-02 00:00:00",2.2962
"3077","1988-06-03 00:00:00",2.3547
"3078","1988-06-04 00:00:00",0.13425
"3079","1988-06-05 00:00:00",0.68087
"3080","1988-06-06 00:00:00",0.74434
"3081","1988-06-07 00:00:00",0.94432
"3082","1988-06-08 00:00:00",1.6126
"3083","1988-06-09 00:00:00",0.54688
"3084","1988-06-10 00:00:00",1.5558
"3085","1988-06-11 00:00:00",1.4732
"3086","1988-06-12 00:00:00",1.7311
"3087","1988-06-13 00:00:00",0.60911
"3088","1988-06-14 00:00:00",0.37019
"3089","1988-06-15 00:00:00",1.2796
"3090","1988-06-16 00:00:00",0.86273
"3091","1988-06-17 00:00:00",1.4714
"3092","1988-06-18 00:00:00",0.7494
"3093","1988-06-19 00:00:00",1.6089
"3094","1988-06-20 00:00:00",0.71572
"3095","1988-06-21 00:00:00",1.269
"3096","1988-06-22 00:00:00",0.89965
"3097","1988-06-23 00:00:00",1.0634
"3098","1988-06-24 00:00:00",1.258
"3099","1988-06-25 00:00:00",1.6484
"3100","1988-06-26 00:00:00",1.8202
"3101","1988-06-27 00:00:00",0.94762
"3102","1988-06-28 00:00:00",1.3149
"3103","1988-06-29 00:00:00",1.1209
"3104","1988-06-30 00:00:00",1.0172
"3105","1988-07-01 00:00:00",1.0483
"3106","1988-07-02 00:00:00",1.1046
"3107","1988-07-03 00:00:00",1.1333
"3108","1988-07-04 00:00:00",0.68737
"3109","1988-07-05 00:00:00",1.222
"3110","1988-07-06 00:00:00",0.84643
"3111","1988-07-07 00:00:00",0.86789
"3112","1988-07-08 00:00:00",1.7966
"3113","1988-07-09 00:00:00",1.1274
"3114","1988-07-10 00:00:00",1.0024
"3115","1988-07-11 00:00:00",0.91993
"3116","1988-07-12 00:00:00",1.3845
"3117","1988-07-13 00:00:00",1.8031
"3118","1988-07-14 00:00:00",1.0596
"3119","1988-07-15 00:00:00",1.3331
"3120","1988-07-16 00:00:00",0.23801
"3121","1988-07-17 00:00:00",1.142
"3122","1988-07-18 00:00:00",2.0127
"3123","1988-07-19 00:00:00",0.89461
"3124","1988-07-20 00:00:00",1.0724
"3125","1988-07-21 00:00:00",0.57107
"3126","1988-07-22 00:00:00",1.0825
"3127","1988-07-23 00:00:00",1.6296
"3128","1988-07-24 00:00:00",2.3763
"3129","1988-07-25 00:00:00",0.85951
"3130","1988-07-26 00:00:00",1.7097
"3131","1988-07-27 00:00:00",1.3815
"3132","1988-07-28 00:00:00",1.8124
"3133","1988-07-29 00:00:00",1.1012
"3134","1988-07-30 00:00:00",1.0198
"3135","1988-07-31 00:00:00",1.3793
"3136","1988-08-01 00:00:00",1.6854
"3137","1988-08-02 00:00:00",2.003
"3138","1988-08-03 00:00:00",1.2988
"3139","1988-08-04 00:00:00",1.5304
"3140","1988-08-05 00:00:00",1.4241
"3141","1988-08-06 00:00:00",1.3299
"3142","1988-08-07 00:00:00",1.4887
"3143","1988-08-08 00:00:00",1.6721
"3144","1988-08-09 00:00:00",1.1956
"3145","1988-08-10 00:00:00",1.657
"3146","1988-08-11 00:00:00",1.4012
"3147","1988-08-12 00:00:00",2.2554
"3148","1988-08-13 00:00:00",2.3992
"3149","1988-08-14 00:00:00",3.2632
"3150","1988-08-15 00:00:00",1.8675
"3151","1988-08-16 00:00:00",2.972
"3152","1988-08-17 00:00:00",1.9947
"3153","1988-08-18 00:00:00",1.1364
"3154","1988-08-19 00:00:00",1.5618
"3155","1988-08-20 00:00:00",1.3405
"3156","1988-08-21 00:00:00",1.7031
"3157","1988-08-22 00:00:00",1.6602
"3158","1988-08-23 00:00:00",1.5181
"3159","1988-08-24 00:00:00",1.6565
"3160","1988-08-25 00:00:00",3.0719
"3161","1988-08-26 00:00:00",1.8831
"3162","1988-08-27 00:00:00",1.4614
"3163","1988-08-28 00:00:00",1.5041
"3164","1988-08-29 00:00:00",3.0159
"3165","1988-08-30 00:00:00",3.3205
"3166","1988-08-31 00:00:00",2.0948
"3167","1988-09-01 00:00:00",2.8486
"3168","1988-09-02 00:00:00",1.9328
"3169","1988-09-03 00:00:00",1.6477
"3170","1988-09-04 00:00:00",1.9504
"3171","1988-09-05 00:00:00",3.0864
"3172","1988-09-06 00:00:00",3.0679
"3173","1988-09-07 00:00:00",4.1082
"3174","1988-09-08 00:00:00",3.9146
"3175","1988-09-09 00:00:00",3.0206
"3176","1988-09-10 00:00:00",1.2676
"3177","1988-09-11 00:00:00",1.6706
"3178","1988-09-12 00:00:00",1.805
"3179","1988-09-13 00:00:00",3.0661
"3180","1988-09-14 00:00:00",3.7867
"3181","1988-09-15 00:00:00",4.0919
"3182","1988-09-16 00:00:00",2.5368
"3183","1988-09-17 00:00:00",2.3727
"3184","1988-09-18 00:00:00",2.1326
"3185","1988-09-19 00:00:00",2.8671
"3186","1988-09-20 00:00:00",4.1758
"3187","1988-09-21 00:00:00",4.6218
"3188","1988-09-22 00:00:00",6.2661
"3189","1988-09-23 00:00:00",3.3559
"3190","1988-09-24 00:00:00",2.6292
"3191","1988-09-25 00:00:00",3.3366
"3192","1988-09-26 00:00:00",4.812
"3193","1988-09-27 00:00:00",3.883
"3194","1988-09-28 00:00:00",3.8893
"3195","1988-09-29 00:00:00",3.452
"3196","1988-09-30 00:00:00",4.5409
"3197","1988-10-01 00:00:00",2.2182
"3198","1988-10-02 00:00:00",4.1465
"3199","1988-10-03 00:00:00",6.5671
"3200","1988-10-04 00:00:00",4.1365
"3201","1988-10-05 00:00:00",3.3747
"3202","1988-10-06 00:00:00",3.8039
"3203","1988-10-07 00:00:00",5.9125
"3204","1988-10-08 00:00:00",3.7187
"3205","1988-10-09 00:00:00",3.2757
"3206","1988-10-10 00:00:00",3.7418
"3207","1988-10-11 00:00:00",5.5342
"3208","1988-10-12 00:00:00",3.953
"3209","1988-10-13 00:00:00",6.1163
"3210","1988-10-14 00:00:00",4.1235
"3211","1988-10-15 00:00:00",4.2188
"3212","1988-10-16 00:00:00",3.5948
"3213","1988-10-17 00:00:00",4.4504
"3214","1988-10-18 00:00:00",6.5384
"3215","1988-10-19 00:00:00",6.0331
"3216","1988-10-20 00:00:00",6.4525
"3217","1988-10-21 00:00:00",1.635
"3218","1988-10-22 00:00:00",3.1013
"3219","1988-10-23 00:00:00",3.6812
"3220","1988-10-24 00:00:00",4.1978
"3221","1988-10-25 00:00:00",6.8854
"3222","1988-10-26 00:00:00",6.708
"3223","1988-10-27 00:00:00",4.147
"3224","1988-10-28 00:00:00",5.1791
"3225","1988-10-29 00:00:00",3.7208
"3226","1988-10-30 00:00:00",4.2997
"3227","1988-10-31 00:00:00",5.63
"3228","1988-11-01 00:00:00",9.6381
"3229","1988-11-02 00:00:00",7.8627
"3230","1988-11-03 00:00:00",2.7433
"3231","1988-11-04 00:00:00",4.0155
"3232","1988-11-05 00:00:00",4.6853
"3233","1988-11-06 00:00:00",6.7507
"3234","1988-11-07 00:00:00",8.2577
"3235","1988-11-08 00:00:00",4.8754
"3236","1988-11-09 00:00:00",3.7489
"3237","1988-11-10 00:00:00",4.6725
"3238","1988-11-11 00:00:00",6.5111
"3239","1988-11-12 00:00:00",9.5638
"3240","1988-11-13 00:00:00",6.7674
"3241","1988-11-14 00:00:00",2.651
"3242","1988-11-15 00:00:00",4.0501
"3243","1988-11-16 00:00:00",3.2506
"3244","1988-11-17 00:00:00",3.6884
"3245","1988-11-18 00:00:00",6.2379
"3246","1988-11-19 00:00:00",4.6644
"3247","1988-11-20 00:00:00",4.3124
"3248","1988-11-21 00:00:00",4.0314
"3249","1988-11-22 00:00:00",3.7693
"3250","1988-11-23 00:00:00",2.9392
"3251","1988-11-24 00:00:00",3.405
"3252","1988-11-25 00:00:00",3.9617
"3253","1988-11-26 00:00:00",3.5085
"3254","1988-11-27 00:00:00",4.1328
"3255","1988-11-28 00:00:00",4.2738
"3256","1988-11-29 00:00:00",3.9278
"3257","1988-11-30 00:00:00",4.2019
"3258","1988-12-01 00:00:00",6.3327
"3259","1988-12-02 00:00:00",5.1453
"3260","1988-12-03 00:00:00",3.3021
"3261","1988-12-04 00:00:00",1.5074
"3262","1988-12-05 00:00:00",4.4959
"3263","1988-12-06 00:00:00",5.1347
"3264","1988-12-07 00:00:00",6.0745
"3265","1988-12-08 00:00:00",4.9082
"3266","1988-12-09 00:00:00",6.5148
"3267","1988-12-10 00:00:00",4.8959
"3268","1988-12-11 00:00:00",3.7687
"3269","1988-12-12 00:00:00",5.9546
"3270","1988-12-13 00:00:00",7.6933
"3271","1988-12-14 00:00:00",9.7796
"3272","1988-12-15 00:00:00",11.282
"3273","1988-12-16 00:00:00",9.792
"3274","1988-12-17 00:00:00",6.6698
"3275","1988-12-18 00:00:00",6.9238
"3276","1988-12-19 00:00:00",5.1155
"3277","1988-12-20 00:00:00",1.3494
"3278","1988-12-21 00:00:00",5.169
"3279","1988-12-22 00:00:00",6.0859
"3280","1988-12-23 00:00:00",7.5225
"3281","1988-12-24 00:00:00",6.222
"3282","1988-12-25 00:00:00",6.4311
"3283","1988-12-26 00:00:00",4.7818
"3284","1988-12-27 00:00:00",4.3785
"3285","1988-12-28 00:00:00",3.8723
"3286","1988-12-29 00:00:00",5.5925
"3287","1988-12-30 00:00:00",5.7618
"3288","1988-12-31 00:00:00",6.0623
"3289","1989-01-01 00:00:00",7.2912
"3290","1989-01-02 00:00:00",7.6515
"3291","1989-01-03 00:00:00",4.6933
"3292","1989-01-04 00:00:00",5.1246
"3293","1989-01-05 00:00:00",4.7833
"3294","1989-01-06 00:00:00",6.8482
"3295","1989-01-07 00:00:00",9.4663
"3296","1989-01-08 00:00:00",6.3916
"3297","1989-01-09 00:00:00",4.81
"3298","1989-01-10 00:00:00",4.2849
"3299","1989-01-11 00:00:00",3.7405
"3300","1989-01-12 00:00:00",4.4382
"3301","1989-01-13 00:00:00",6.5521
"3302","1989-01-14 00:00:00",8.4559
"3303","1989-01-15 00:00:00",9.2804
"3304","1989-01-16 00:00:00",6.5889
"3305","1989-01-17 00:00:00",6.0006
"3306","1989-01-18 00:00:00",5.6035
"3307","1989-01-19 00:00:00",4.8096
"3308","1989-01-20 00:00:00",5.2026
"3309","1989-01-21 00:00:00",6.0436
"3310","1989-01-22 00:00:00",6.1256
"3311","1989-01-23 00:00:00",7.5693
"3312","1989-01-24 00:00:00",9.645
"3313","1989-01-25 00:00:00",10.129
"3314","1989-01-26 00:00:00",10.682
