datetime,Ten_Meter_Uwind_vector_meterPerSecond,Ten_Meter_Vwind_vector_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Precipitation_meterPerSecond,Dewpoint_Temperature_celsius,Cloud_Cover_decimalFraction,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Longwave_Radiation_Downwelling_wattPerMeterSquared,Shortwave_Radiation_Downwelling_wattPerMeterSquared
1987-06-17 00:00:00,-3.3192,-0.83433,100010,11.957,3.15231481481482e-08,9.0017,0.81334,3.4263,102.46,313.98
1987-06-18 00:00:00,-2.4424,-2.0481,99552,12.38,1.94143518518519e-08,10.648,0.77497,3.1889,42.331,345.37
1987-06-19 00:00:00,0.026793,-3.2108,98966,13.454,2.31678240740741e-08,11.414,0.7099,3.2196,74.511,326.41
1987-06-20 00:00:00,0.95718,-4.0743,98651,13.661,1.24791666666667e-08,10.308,0.37887,4.2136,95.94,315.33
1987-06-21 00:00:00,7.0805,-2.3812,97721,10.776,2.66840277777778e-07,8.949,0.87252,7.4739,49.924,326.47
1987-06-22 00:00:00,3.6698,-4.8069,98112,12.465,1.88148148148148e-08,8.9437,0.6893,6.0615,85.832,320.32
1987-06-23 00:00:00,8.6308,-0.63302,97938,9.5033,2.29155092592593e-07,8.0493,0.84349,8.6777,70.824,322.7
1987-06-24 00:00:00,4.4402,0.95374,99003,9.8387,4.79733796296296e-08,6.843,0.87336,4.5432,54.483,329.83
1987-06-25 00:00:00,3.7247,1.6218,99209,10.038,3.6068287037037e-08,7.1235,0.43834,4.0803,80.292,308.34
1987-06-26 00:00:00,3.9531,-1.817,99537,11.233,1.82627314814815e-08,8.3942,0.48531,4.3541,89.74,312.06
1987-06-27 00:00:00,1.8035,0.43208,99676,9.0742,3.61759259259259e-08,7.3363,0.48964,1.8845,60.571,308.78
1987-06-28 00:00:00,1.2799,0.038933,99730,7.9037,1.04392361111111e-08,5.9552,0.54064,1.2862,80.658,300.3
1987-06-29 00:00:00,-0.27129,-2.194,99633,9.4207,4.08449074074074e-09,5.396,0.68623,2.2234,92.522,306.14
1987-06-30 00:00:00,0.049127,-3.032,99578,9.9729,1.17731481481481e-08,6.196,0.49584,3.042,109.86,290.53
1987-07-01 00:00:00,0.61705,-2.1141,99966,8.9949,1.0927662037037e-09,6.4303,0.67934,2.2311,103.3,293.2
1987-07-02 00:00:00,1.0051,-2.9826,99962,10.846,1.53078703703704e-09,7.0627,0.69093,3.1705,80.339,310.04
1987-07-03 00:00:00,0.45125,-2.6944,100020,10.628,2.19201388888889e-10,6.3047,0.13885,2.7811,101.42,284.4
1987-07-04 00:00:00,1.1909,-3.2448,100350,11.562,0,4.8525,0.77378,3.4974,92.901,299.12
1987-07-05 00:00:00,-0.036897,-0.44592,101000,9.9557,0,4.5868,0.0019074,0.5806,120.37,275.91
1987-07-06 00:00:00,-2.0346,-0.31103,101240,10.364,0,6.6208,0.0013509,2.0717,121.44,279.38
1987-07-07 00:00:00,-2.4198,-2.4868,101050,10.395,0,5.7929,0.00011079,3.4766,122.55,268.1
1987-07-08 00:00:00,-0.65786,-4.0414,100530,12.306,0,6.4268,0.35243,4.1058,124.33,279.22
1987-07-09 00:00:00,2.4464,-4.8079,99886,13.726,5.7994212962963e-08,6.6253,0.5937,5.4106,116.94,320.65
1987-07-10 00:00:00,3.5662,0.70569,99726,10.465,1.62060185185185e-08,6.6018,0.43892,3.6555,92.801,296.34
1987-07-11 00:00:00,1.7857,-0.14802,100010,8.3879,1.91712962962963e-09,4.7457,0.5351,1.7929,76.482,299.13
1987-07-12 00:00:00,0.58272,-2.9201,99857,8.5753,1.57581018518519e-09,4.3055,0.55067,2.9967,94.022,289.91
1987-07-13 00:00:00,3.122,-5.4924,99073,10.559,5.57060185185185e-08,6.9925,0.55766,6.3395,53.231,319.23
1987-07-14 00:00:00,7.277,-3.8026,98357,10.768,1.96793981481481e-07,8.8103,0.64674,8.2126,91.237,316.03
1987-07-15 00:00:00,5.9673,-1.5721,98392,9.3278,7.82800925925926e-08,6.0101,0.57674,6.1727,99.762,293.7
1987-07-16 00:00:00,5.3146,-2.2083,98304,10.901,1.14965277777778e-07,9.4363,0.77312,5.7553,90.438,320.5
1987-07-17 00:00:00,4.416,-3.1255,98810,10.503,7.26041666666667e-08,8.0532,0.80381,5.4116,81.912,312.51
1987-07-18 00:00:00,4.476,-2.4613,98610,7.9149,1.20613425925926e-07,6.2387,0.69404,5.111,77.94,297.36
1987-07-19 00:00:00,1.3709,2.7957,98991,6.351,5.66041666666667e-08,4.9892,0.6309,3.1391,89.173,284.8
1987-07-20 00:00:00,-1.2048,3.2252,99924,7.936,8.08113425925926e-09,5.8083,0.56585,3.4441,74.281,291.97
1987-07-21 00:00:00,-1.8289,2.9135,100360,7.6916,3.32939814814815e-11,4.6862,0.27959,3.4422,119.66,281.7
1987-07-22 00:00:00,-1.5344,1.1452,100570,6.9969,0,4.5049,0.23204,1.9194,125.66,274.48
1987-07-23 00:00:00,-1.6601,-1.46,100360,7.103,0,2.802,0.27093,2.213,130.67,263.43
1987-07-24 00:00:00,0.2377,-4.5047,99711,9.165,0,2.0911,0.5302,4.523,121.08,268.52
1987-07-25 00:00:00,2.5142,-4.2252,99235,9.2315,6.31412037037037e-08,6.3151,0.8795,4.9177,87.291,320.82
1987-07-26 00:00:00,1.0119,-1.2049,99306,7.0913,6.77743055555556e-08,5.8872,0.74471,1.5769,84.574,302.73
1987-07-27 00:00:00,-0.35099,1.9199,99795,7.2213,7.08958333333333e-09,5.1291,0.34895,1.9601,103.41,284.83
1987-07-28 00:00:00,0.38513,1.5993,99987,7.6382,5.43715277777778e-09,5.186,0.2014,1.6532,116.54,278.76
1987-07-29 00:00:00,0.22889,-3.2775,99236,8.6938,3.34907407407407e-10,3.9707,0.55117,3.3087,126.56,278.01
1987-07-30 00:00:00,3.8778,-4.5566,98309,9.3586,1.03690972222222e-07,7.2613,0.92097,5.9845,35.064,323.68
1987-07-31 00:00:00,1.9743,-4.276,98769,10.313,1.60497685185185e-08,6.211,0.34173,4.7242,101.25,293.72
1987-08-01 00:00:00,2.8145,-2.3452,98524,10.656,1.78506944444444e-08,7.2919,0.55121,3.6646,115.77,303.93
1987-08-02 00:00:00,2.3351,3.1117,99788,9.3994,8.46759259259259e-09,5.5388,0.60825,3.8955,93.987,313.22
1987-08-03 00:00:00,3.0569,-0.30505,100140,10.262,1.13952546296296e-08,8.0949,0.62407,3.0741,97.983,316.37
1987-08-04 00:00:00,4.7821,0.12379,99784,9.6963,6.52986111111111e-08,7.9562,0.63108,4.7924,90.471,313.84
1987-08-05 00:00:00,3.7216,0.33629,100230,10.53,4.09722222222222e-09,7.088,0.7454,3.7404,90.85,322.14
1987-08-06 00:00:00,1.6303,-0.1708,100530,10.336,7.24884259259259e-09,8.5476,0.65239,1.6423,98.657,317.47
1987-08-07 00:00:00,2.0851,-0.74867,100530,10.565,9.00972222222222e-09,9.0068,0.64992,2.2157,98.611,327.32
1987-08-08 00:00:00,-0.57698,3.7605,100750,9.0959,1.52731481481481e-08,6.7534,0.50099,3.8083,103.13,298.96
1987-08-09 00:00:00,-2.7441,3.3399,101110,7.6856,3.04039351851852e-09,2.4303,0.32199,4.3237,136.68,274.92
1987-08-10 00:00:00,-2.3168,2.6211,101110,8.1584,0,4.4932,0.022384,3.4987,162.42,262.51
1987-08-11 00:00:00,-2.2831,1.1248,100810,8.6193,0,5.5924,0.005244,2.5482,161.12,274.81
1987-08-12 00:00:00,-2.3843,-0.94132,100070,11.564,0,8.5589,0.013668,2.5694,160.74,290.01
1987-08-13 00:00:00,0.28444,-2.4718,99548,12.394,2.29340277777778e-10,8.9168,0.77409,2.52,151.92,311.47
1987-08-14 00:00:00,1.0339,-2.5284,99576,13.209,1.33368055555556e-10,8.6189,0.73501,2.777,123.68,320.67
1987-08-15 00:00:00,1.5752,1.3887,99813,11.137,2.60451388888889e-08,8.5877,0.7585,2.1194,113.43,323.01
1987-08-16 00:00:00,-0.12365,3.0345,100300,8.4646,4.89351851851852e-09,3.3821,0.69882,3.0378,113.29,303.49
1987-08-17 00:00:00,0.72006,1.3049,100380,8.0914,1.57291666666667e-10,3.9162,0.56418,1.5191,95.993,307.5
1987-08-18 00:00:00,2.0062,0.33562,100180,9.5234,1.22453703703704e-09,6.6654,0.5966,2.0539,129.48,310.55
1987-08-19 00:00:00,0.65306,0.73932,100010,8.5854,3.43900462962963e-09,5.8282,0.58885,1.0147,117.88,301.53
1987-08-20 00:00:00,0.35221,-3.1119,99457,9.6912,0,4.5864,0.37427,3.1582,163.03,276.32
1987-08-21 00:00:00,1.1807,-6.3611,98386,13.034,0,2.6378,0.1157,6.4842,179.25,280.26
1987-08-22 00:00:00,6.2503,-3.9009,97781,10.122,1.39907407407407e-07,6.4586,0.64292,7.3693,112.96,306.43
1987-08-23 00:00:00,6.3266,1.2528,98541,9.2667,9.45e-08,7.57,0.62345,6.4612,118.87,305.02
1987-08-24 00:00:00,1.0912,-0.49639,99228,8.7549,1.30486111111111e-09,5.1251,0.47721,1.2246,119.59,302.86
1987-08-25 00:00:00,-1.2108,-3.2188,99267,11.292,6.68888888888889e-10,3.9429,0.34988,3.4684,133.3,294.93
1987-08-26 00:00:00,-2.6421,-2.7247,98892,14.764,4.18831018518519e-08,7.1562,0.70994,3.8024,149.54,336.01
1987-08-27 00:00:00,0.056497,1.8628,99085,13.082,3.00115740740741e-08,11.534,0.86751,1.8722,89.919,344.37
1987-08-28 00:00:00,0.32197,2.9931,99973,9.8886,1.68796296296296e-08,7.7611,0.77782,3.0115,79.131,334.86
1987-08-29 00:00:00,0.69372,-0.61646,99774,10.02,2.59259259259259e-10,6.3455,0.90653,0.93476,152.44,314.77
1987-08-30 00:00:00,4.7215,0.86122,99193,10.455,2.21423611111111e-08,6.4443,0.59,4.8059,140.66,309.28
1987-08-31 00:00:00,1.4622,3.4207,99744,7.1502,5.14502314814815e-09,1.6042,0.38813,3.73,157.47,276.23
1987-09-01 00:00:00,0.83161,-0.84718,99490,7.1441,1.39375e-09,2.6387,0.75308,1.2049,131.81,292.67
1987-09-02 00:00:00,3.2121,-0.06692,99142,9.6391,1.0069212962963e-08,6.6226,0.38745,3.2201,115.94,299.24
1987-09-03 00:00:00,0.35938,1.6766,99771,8.7612,2.30590277777778e-11,4.5893,0.60295,1.7211,140.8,296.66
1987-09-04 00:00:00,-2.098,0.59055,99726,9.5312,1.90868055555556e-08,5.6233,0.88217,2.1932,141.76,314.17
1987-09-05 00:00:00,-1.1631,1.067,99443,9.9736,9.75578703703704e-09,8.4632,0.95252,1.5903,71.585,342.16
1987-09-06 00:00:00,1.1626,1.9568,99654,9.1262,2.04675925925926e-08,6.2701,0.39629,2.2816,148.96,294.34
1987-09-07 00:00:00,5.1048,-0.011388,99682,11.285,1.36909722222222e-08,7.8282,0.85043,5.1062,157.41,320.77
1987-09-08 00:00:00,5.1274,0.038991,99690,11.9,1.64016203703704e-08,10.132,0.66559,5.1291,99.19,327.15
1987-09-09 00:00:00,2.6415,3.5225,100100,9.7162,6.45925925925926e-11,3.296,0.53144,4.4106,161.24,303.97
1987-09-10 00:00:00,-0.55271,0.012988,100160,8.9939,0,4.8299,0.2059,0.55606,230.01,263.94
1987-09-11 00:00:00,1.7063,-0.68279,99898,11.176,4.91643518518519e-12,6.2881,0.53502,1.8388,224.52,287.16
1987-09-12 00:00:00,1.0472,2.3565,100250,9.9911,3.25150462962963e-09,6.2264,0.33327,2.5841,198.64,292.83
1987-09-13 00:00:00,1.5094,1.8629,100460,9.8769,4.50324074074074e-10,6.578,0.60983,2.4044,140.57,313
1987-09-14 00:00:00,1.7473,0.76145,100340,10.574,7.86134259259259e-10,7.308,0.61962,1.9152,148.88,322.8
1987-09-15 00:00:00,1.0549,-0.80602,99877,9.0607,3.76157407407407e-11,5.0212,0.19083,1.3396,186.97,286.04
1987-09-16 00:00:00,1.0716,-0.60375,99653,10.098,1.01572916666667e-12,5.6293,0.11034,1.2497,236.26,283.78
1987-09-17 00:00:00,0.54782,-2.4927,99461,13.589,0,7.0898,0.022448,2.6107,239.26,289.8
1987-09-18 00:00:00,1.4886,-4.8762,98936,18.187,1.62939814814815e-11,4.9162,0.37807,5.1248,245.23,299.49
1987-09-19 00:00:00,1.3363,2.8568,99624,10.216,1.75324074074074e-08,6.9787,0.35404,3.1575,162,296.24
1987-09-20 00:00:00,0.90394,0.63406,100420,9.9806,0,6.0899,0.43207,1.1236,201.53,294.28
1987-09-21 00:00:00,-1.0867,0.36703,100580,12.083,0,7.2424,0.16061,1.1644,248.08,284.55
1987-09-22 00:00:00,-1.7764,-2.063,100310,16.686,0,8.8229,0.019799,2.7371,253.16,298.43
1987-09-23 00:00:00,-0.62195,-3.5831,99737,20.234,0,7.2985,0.97201,3.6764,251.21,313.82
1987-09-24 00:00:00,0.50674,-1.6123,99608,18.484,0,9.2726,0.89816,1.7076,233.81,326.27
1987-09-25 00:00:00,-0.95313,-3.5839,99537,21.04,0,7.4112,0.51422,3.7305,243.46,330.59
1987-09-26 00:00:00,0.50076,-5.7764,98963,24.445,0,4.3267,0.27301,5.8324,263.03,329.03
1987-09-27 00:00:00,1.5895,-3.7048,98609,20.421,8.5900462962963e-09,9.5663,0.90473,4.0505,138.61,369.64
1987-09-28 00:00:00,5.9352,-2.0376,98779,13.311,8.56296296296296e-09,7.7135,0.28192,6.2795,223.25,305.96
1987-09-29 00:00:00,3.8343,3.531,99475,10.938,6.19664351851852e-08,7.523,0.63626,5.2221,196.05,313.04
1987-09-30 00:00:00,-1.5532,3.3409,100560,10.049,2.29097222222222e-09,5.2014,0.3184,3.685,176.51,287.92
1987-10-01 00:00:00,-1.4448,1.5623,100560,9.7441,0,4.6196,0.02118,2.1284,283.31,263.41
1987-10-02 00:00:00,-0.31733,-0.4513,99744,13.078,0,6.1879,0.079365,0.65605,270.1,288.48
1987-10-03 00:00:00,3.1077,-3.3166,98528,17.771,4.8068287037037e-08,3.6396,0.84118,4.5577,268.89,328.87
1987-10-04 00:00:00,5.6784,3.0965,99020,11.201,4.47164351851852e-08,5.1196,0.57585,6.4727,217.94,315.13
1987-10-05 00:00:00,5.3049,-1.8015,98717,12.994,8.95208333333333e-10,8.5113,0.60696,5.6026,210.17,317.56
1987-10-06 00:00:00,5.3607,1.5683,98419,12.168,7.29699074074074e-09,6.6531,0.70355,5.6004,209.99,317.71
1987-10-07 00:00:00,2.1122,1.6239,98914,11.014,9.9443287037037e-11,5.3056,0.76751,2.6728,185.74,316.67
1987-10-08 00:00:00,0.37256,0.50628,99452,10.442,2.11608796296296e-12,6.2573,0.45666,0.64322,183.31,306.64
1987-10-09 00:00:00,0.3358,1.1453,99670,12.597,2.88888888888889e-11,7.7626,0.0909,1.2026,288.59,287.36
1987-10-10 00:00:00,-1.5531,3.5585,99808,11.426,9.64872685185185e-09,6.6377,0.65189,3.8845,222.57,304.34
1987-10-11 00:00:00,-2.8293,3.3117,99951,8.1123,4.04305555555556e-08,4.0675,0.57915,4.356,98.714,298.76
1987-10-12 00:00:00,-3.5703,3.2014,99882,10.384,3.78784722222222e-10,4.646,0.28885,4.7965,224.68,288.44
1987-10-13 00:00:00,-3.8268,-2.0879,99041,14.36,1.96516203703704e-08,3.1835,0.58537,4.3636,287.89,295.18
1987-10-14 00:00:00,0.58975,-2.7768,98281,15.465,4.74618055555556e-09,8.866,0.30722,2.843,250.43,311.23
1987-10-15 00:00:00,2.996,-1.5593,97830,13.619,1.95393518518519e-07,9.9637,0.80246,3.3863,188.7,333.59
1987-10-16 00:00:00,6.277,2.972,98420,11.502,7.99594907407407e-08,8.3744,0.69472,6.9535,227.79,317.76
1987-10-17 00:00:00,3.1012,-0.067281,98987,11.374,1.32604166666667e-08,8.0998,0.71791,3.1057,159.15,324.31
1987-10-18 00:00:00,1.7508,4.103,99204,10.179,1.1287037037037e-07,7.1941,0.7427,4.4746,213.08,318.37
1987-10-19 00:00:00,-0.5361,3.2682,99530,10.33,1.03114583333333e-09,5.7896,0.53989,3.3126,266.47,291.21
1987-10-20 00:00:00,-0.97655,1.6708,99217,11.932,4.99027777777778e-11,8.4372,0.48062,1.9362,247.59,307.3
1987-10-21 00:00:00,-1.0374,-0.39526,98558,14.809,5.33425925925926e-10,8.6741,0.49772,1.13,299.54,310.24
1987-10-22 00:00:00,0.56121,2.221,98388,13.212,3.79305555555556e-08,9.4763,0.58431,2.3216,229.18,322.25
1987-10-23 00:00:00,-0.97057,3.5403,99163,11.709,4.14085648148148e-11,6.8313,0.47207,3.6715,259.37,297.62
1987-10-24 00:00:00,-1.1298,3.0899,99615,11.583,5.09988425925926e-11,7.0616,0.32863,3.291,243.48,298.22
1987-10-25 00:00:00,-1.4664,1.2592,99494,12.838,0,8.5031,0.024444,1.936,326.75,288.55
1987-10-26 00:00:00,0.68831,-0.49181,98994,16.663,0,7.8643,0.05974,0.91395,325.1,306.92
1987-10-27 00:00:00,-0.65932,3.5004,99371,13.065,1.26782407407407e-08,7.7784,0.56723,3.5633,295.84,313.52
1987-10-28 00:00:00,-2.2077,1.6069,99682,12.204,0,6.954,0.12636,2.7344,316.09,295.44
1987-10-29 00:00:00,-1.8218,-2.3305,99529,21.825,0,10.574,0.043944,2.9794,326.82,332.47
1987-10-30 00:00:00,-2.235,-3.5031,99380,27.287,0,8.9406,0.0012743,4.1723,328.17,350.3
1987-10-31 00:00:00,-1.8762,-3.6501,98881,28.285,0,6.8183,0.00011482,4.1215,333.94,346.84
1987-11-01 00:00:00,1.2333,-5.2205,98362,29.497,1.43680555555556e-09,8.6847,0.55853,5.4038,296.94,376.42
1987-11-02 00:00:00,6.0363,-0.35107,98654,15.654,2.93368055555556e-08,9.4668,0.57258,6.0632,151.27,342.92
1987-11-03 00:00:00,2.0603,3.7489,99852,12.347,6.88032407407407e-09,4.7419,0.44243,4.2798,261.57,307.45
1987-11-04 00:00:00,0.42454,2.8395,100140,11.892,1.01572916666667e-12,4.6025,0.26731,2.8726,272.23,291.12
1987-11-05 00:00:00,-1.2431,2.4436,99814,12.362,0,6.1083,0.058507,2.7465,340.9,280.96
1987-11-06 00:00:00,-1.7118,0.88592,99513,14.972,0,7.981,0.28533,1.9404,347.7,294
1987-11-07 00:00:00,-0.88769,0.044564,99262,20.314,0,7.5471,0.10877,0.93579,342.54,318.96
1987-11-08 00:00:00,-0.79234,3.0623,99083,18.651,1.13525462962963e-09,9.2436,0.62191,3.1639,336.82,322.83
1987-11-09 00:00:00,-0.79301,3.8123,99104,13.264,8.9130787037037e-12,6.9887,0.33067,3.8957,338.54,298.13
1987-11-10 00:00:00,1.4897,3.496,99131,13.14,1.7275462962963e-09,6.7388,0.55703,3.8003,280.51,306.85
1987-11-11 00:00:00,-0.66592,2.9428,99348,12.899,1.88229166666667e-12,6.8694,0.25603,3.0184,313.71,291.76
1987-11-12 00:00:00,-0.55247,1.6977,99198,14.764,0,7.8586,0.85872,1.7918,341.33,310.35
1987-11-13 00:00:00,-1.8355,2.104,99286,14.623,0,8.8587,0.75334,2.7946,322.67,304.16
1987-11-14 00:00:00,-1.6862,0.39809,99166,18.453,3.86643518518519e-11,10.368,0.34513,1.7489,348.27,317.31
1987-11-15 00:00:00,-0.39082,-0.49827,98735,24.173,0,9.4755,0.99747,0.78046,265.63,369.53
1987-11-16 00:00:00,-1.6909,-0.51504,98380,22.362,1.40509259259259e-08,11.98,0.81496,1.8021,170.14,376.77
1987-11-17 00:00:00,-0.21263,-0.52482,98264,22.79,3.46238425925926e-09,15.019,0.77841,0.74844,293.38,375.94
1987-11-18 00:00:00,0.045323,-0.8241,98022,23.152,9.85798611111111e-11,14.915,0.39276,0.85348,321.21,365.51
1987-11-19 00:00:00,5.85,0.65396,98235,17.197,8.37719907407407e-09,9.9403,0.53658,5.8994,294.86,345.79
1987-11-20 00:00:00,4.7292,-0.26547,98640,15.119,1.87326388888889e-08,8.3812,0.36764,4.7534,245.69,318.09
1987-11-21 00:00:00,0.76348,0.65662,99213,14.073,2.85844907407407e-09,6.0928,0.3111,1.0406,335.63,292.83
1987-11-22 00:00:00,1.0885,-6.1158,98166,24.175,1.01630787037037e-08,6.6826,0.54095,6.2193,355.47,345.63
1987-11-23 00:00:00,7.2777,1.6123,97928,15.572,1.53287037037037e-08,7.3824,0.39706,7.468,334.24,316.88
1987-11-24 00:00:00,5.9012,2.2348,98595,13.235,2.32384259259259e-08,5.6345,0.59492,6.3163,254.32,314.28
1987-11-25 00:00:00,4.394,1.9243,98854,13.925,1.63449074074074e-08,9.2294,0.50312,4.8009,223.08,329.52
1987-11-26 00:00:00,1.5545,2.3167,98978,13.937,1.34178240740741e-08,9.6275,0.51155,2.7974,257.14,326.63
1987-11-27 00:00:00,-0.79297,0.58285,98927,14.438,1.38796296296296e-10,7.0371,0.23741,0.99214,268.46,307.55
1987-11-28 00:00:00,1.2269,-4.0737,97917,23.58,3.96747685185185e-09,7.5349,0.62247,4.2587,339.07,353.7
1987-11-29 00:00:00,-0.20054,2.4245,98140,14.473,3.30659722222222e-11,7.9407,0.074406,2.4342,338.13,294.41
1987-11-30 00:00:00,-4.3569,5.205,97282,14.387,1.65219907407407e-07,8.2074,0.71542,6.7972,283.15,337.38
1987-12-01 00:00:00,2.2018,6.4367,98394,12.761,6.06898148148148e-08,7.653,0.5014,6.8049,189.79,319.54
1987-12-02 00:00:00,0.14964,3.9173,99541,13.062,1.30127314814815e-08,7.1919,0.45442,3.921,318.71,306.51
1987-12-03 00:00:00,-1.6678,0.80884,99663,13.728,0,6.0467,0.84274,1.8586,313.71,311.81
1987-12-04 00:00:00,2.0147,2.1674,99239,14.731,6.21319444444444e-09,7.7208,0.32242,2.9815,313.92,315.58
1987-12-05 00:00:00,1.2186,2.8387,99342,13.057,1.41365740740741e-10,5.3883,0.53381,3.0943,287.74,314.09
1987-12-06 00:00:00,-1.1308,2.1895,99565,13.235,0,5.8178,0.46055,2.4661,330.68,291.34
1987-12-07 00:00:00,-3.1928,0.54853,99374,16.981,1.4662037037037e-08,8.0965,0.96846,3.2514,249.31,343.02
1987-12-08 00:00:00,-3.0967,-2.3503,98854,21.808,7.66261574074074e-09,9.3047,0.96177,3.8999,231.13,371.11
1987-12-09 00:00:00,2.8026,-0.39468,98641,19.945,2.84849537037037e-09,13.24,0.35136,2.8513,302.36,350.03
1987-12-10 00:00:00,0.66922,1.8803,98934,18.148,9.52824074074074e-10,13.922,0.88392,1.9973,299.42,355.18
1987-12-11 00:00:00,-0.80017,1.788,99094,18.056,2.11608796296296e-12,13.146,0.13677,1.9624,361.62,324.41
1987-12-12 00:00:00,-1.1807,0.78252,99042,22.724,0,11.945,0.036977,1.429,374.61,340.97
1987-12-13 00:00:00,-2.4008,0.16003,99026,26.115,5.95891203703704e-11,13.984,0.67012,2.416,350.05,361.37
1987-12-14 00:00:00,-1.9595,-1.5774,98509,30.622,3.42766203703704e-09,10.994,0.89547,2.556,325.63,384.66
1987-12-15 00:00:00,1.0123,2.5068,98301,25.203,1.14854166666667e-09,12.019,0.30448,2.7242,331.59,368.63
1987-12-16 00:00:00,-0.92086,4.673,98992,16.937,9.0068287037037e-12,10.551,0.32329,4.7642,341.43,335.83
1987-12-17 00:00:00,-1.061,2.735,99140,17.005,0,9.3774,0.02426,2.941,385.31,304.21
1987-12-18 00:00:00,-3.265,4.3167,99593,15.435,1.70983796296296e-12,8.0162,0.20377,5.413,365.83,301.32
1987-12-19 00:00:00,-2.6714,2.0434,99334,16.866,2.93680555555556e-11,7.6151,0.1891,3.3755,382.51,307.33
1987-12-20 00:00:00,-2.2739,4.0387,99273,16.061,2.78912037037037e-08,9.3601,0.19593,4.6368,281.7,322.48
1987-12-21 00:00:00,-2.2942,3.3606,99439,15.808,0,8.9236,0.25137,4.0728,386.5,296.73
1987-12-22 00:00:00,-1.4771,1.2455,98937,18.963,0,9.7603,0.82908,1.9563,348.58,322.21
1987-12-23 00:00:00,-0.10775,4.3711,98787,17.862,1.05237268518519e-10,9.2007,0.42418,4.3751,350.87,327.07
1987-12-24 00:00:00,-2.0193,4.0384,99022,15.395,1.80868055555556e-10,8.3214,0.32566,4.5164,369.1,320.01
1987-12-25 00:00:00,-2.4721,0.12509,98680,20.07,0,11.499,0.16285,2.4854,386.29,318.61
1987-12-26 00:00:00,0.39046,-1.6072,98155,27.721,6.41793981481482e-09,8.8958,0.8361,1.6677,344.3,379.89
1987-12-27 00:00:00,0.61044,4.0614,98585,16.432,8.44259259259259e-08,12.83,0.76317,4.1074,91.952,367.34
1987-12-28 00:00:00,-2.2888,4.8796,99185,14.214,1.43831018518519e-10,7.9545,0.29575,5.3907,279.41,307.52
1987-12-29 00:00:00,-2.5096,1.9333,99095,16.964,0,9.3934,0,3.1707,389.74,299.2
1987-12-30 00:00:00,-2.6854,-3.674,98563,27.139,2.58425925925926e-10,14.825,0.028032,4.5547,380.36,363.91
1987-12-31 00:00:00,1.9348,0.55142,98490,20.713,1.10815972222222e-07,14.57,0.4508,2.0493,308.19,371.6
1988-01-01 00:00:00,1.8741,2.238,99048,16.937,6.28263888888889e-10,10.222,0.3087,2.9229,323.54,333.35
1988-01-02 00:00:00,-0.15209,2.6808,99269,15.747,1.04774305555556e-11,9.8172,0.46618,2.6855,279.93,322.83
1988-01-03 00:00:00,-1.1217,3.5779,99733,15.518,0,7.8084,0.071074,3.7514,369.64,297
1988-01-04 00:00:00,-2.0642,2.499,99908,16.467,0,9.5674,0.020445,3.2424,384.54,297
1988-01-05 00:00:00,-1.3328,0.63967,99532,20.36,0,9.6766,0,1.4926,384.34,312.68
1988-01-06 00:00:00,-0.83557,-0.99275,99131,26.855,0,7.3446,0,1.3232,386.08,337.92
1988-01-07 00:00:00,0.55934,-0.41081,98909,28.657,0,9.4662,0.15513,0.88148,364.64,364.12
1988-01-08 00:00:00,0.17906,0.5005,98544,25.226,2.10358796296296e-10,12.332,0.23604,0.867,343.67,363.94
1988-01-09 00:00:00,1.2332,-0.27537,98593,20.503,0,12.422,0.038284,1.3043,369.02,334.86
1988-01-10 00:00:00,0.081187,1.0729,98585,24.685,9.50902777777778e-09,12.714,0.60281,1.086,312.89,372.99
1988-01-11 00:00:00,-1.5105,-0.74004,98803,26.79,1.22106481481481e-11,13.063,0.39829,1.6914,342.75,377.21
1988-01-12 00:00:00,-1.407,2.267,98555,25.478,5.7056712962963e-10,16.103,0.99239,2.6829,156.01,404.65
1988-01-13 00:00:00,-2.2783,0.57661,98405,27.088,2.05115740740741e-09,16.446,0.97329,2.3677,230.48,412.27
1988-01-14 00:00:00,1.342,0.76823,98544,22.686,4.80798611111111e-08,15.053,0.85294,1.5526,231,394.53
1988-01-15 00:00:00,4.2576,0.93245,99044,17.9,5.28275462962963e-13,10.494,0.22356,4.3827,321.66,325.06
1988-01-16 00:00:00,0.27332,4.0561,99219,18.039,4.93460648148148e-11,11.713,0.35634,4.0657,344.33,334.99
1988-01-17 00:00:00,-1.1163,4.3289,99304,17.399,1.12787037037037e-10,11.596,0.43032,4.4716,296.2,336.84
1988-01-18 00:00:00,-1.747,2.1161,99202,16.55,0,9.8572,0.1559,2.7449,333.32,305.82
1988-01-19 00:00:00,1.4188,-2.4074,98446,24.222,1.87048611111111e-09,9.2132,0.36955,2.7982,338.59,348.01
1988-01-20 00:00:00,4.3585,0.63023,98925,17.199,7.6349537037037e-11,9.2516,0.4225,4.4369,296.1,330.16
1988-01-21 00:00:00,1.2561,0.45956,99187,16.754,3.11921296296296e-11,9.6699,0.39726,1.3618,283.39,329.11
1988-01-22 00:00:00,2.7807,-0.57071,98783,19.251,6.16064814814815e-09,11.355,0.36699,2.8634,334.1,335.31
