Date,Pptn,Temp,Q,TP_catch,colour_lake,chl-a_lake,TP_lake,PTI,Biovolume,CyanoBiovol,rel_res_time,Rain_day,Pptn_intense,status_TP_lake,status_chl-a_lake,status_CyanoBiovol,Pptn_lag1M,Temp_lag1M,Q_lag1M,TP_catch_lag1M,colour_lake_lag1M,chl-a_lake_lag1M,TP_lake_lag1M,PTI_lag1M,Biovolume_lag1M,CyanoBiovol_lag1M,rel_res_time_lag1M,Rain_day_lag1M,Pptn_intense_lag1M,status_TP_lake_lag1M,status_chl-a_lake_lag1M,status_CyanoBiovol_lag1M,Month,season_2,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,Pptn_lag2M_sum,Pptn_lag3M_sum,Pptn_lag4M_sum,Pptn_lag5M_sum,Pptn_lag6M_sum,Rain_day_lag2M_sum,Rain_day_lag3M_sum,Rain_day_lag4M_sum,Rain_day_lag5M_sum,Rain_day_lag6M_sum,Pptn_intense_lag2M_sum,Pptn_intense_lag3M_sum,Pptn_intense_lag4M_sum,Pptn_intense_lag5M_sum,Pptn_intense_lag6M_sum,TP_catch_lag2M_av,TP_catch_lag3M_av,Temp_lag2M_av,Temp_lag3M_av,Q_lag2M_av,Q_lag3M_av,rel_res_time_lag2M_av,rel_res_time_lag3M_av,Season,chl-a_lake_prevSummer,TP_lake_prevSummer,CyanoBiovol_prevSummer,status_chl-a_lake_prevSummer,status_TP_lake_prevSummer,status_CyanoBiovol_prevSummer
1980-01-31,22.43431518430414,-8.091380606088665,4.149764705882353,,,,,,,,0.3450802257530308,19,1,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,wint,,,,,,
1980-02-29,33.537067318203974,-9.19093351801914,0.34559999999999996,,,,,,,,3.009478577621224,17,1,,,,22.43431518430414,-8.091380606088665,4.149764705882353,,,,,,,,0.3450802257530308,19.0,1.0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,wint,,,,,,
1980-03-31,36.90246884573077,-4.001408170021648,0.3657931034482759,,,,39.5,,,,2.9378025304805333,18,1,PB,,,33.537067318203974,-9.19093351801914,0.34559999999999996,,,,,,,,3.009478577621224,17.0,1.0,,,,3,0,,,,55.97138250250811,,,,,36.0,,,,,2.0,,,,,,,-8.641157062053903,,2.2476823529411765,,1.6772794016871273,,spr,,,,,,
1980-04-30,10.553204995510368,4.218885234278381,10.717172413793104,130.0,,1.2333333333333334,53.55902777777778,,,,0.16897569220784844,10,0,PB,HG,,36.90246884573077,-4.001408170021648,0.3657931034482759,,,,39.5,,,,2.9378025304805333,18.0,1.0,PB,,,4,1,,,,70.43953616393475,92.87385134823889,,,,35.0,54.0,,,,2.0,3.0,,,,,,-6.596170844020395,-7.094574098043151,0.35569655172413794,1.620385936443543,2.9736405540508786,2.097453777951596,spr,,,,,,
1980-05-31,59.362142115091594,11.237943194209269,4.432066666666667,50.0,,2.68,67.075,,,,0.28734875484869,12,4,PB,HG,,10.553204995510368,4.218885234278381,10.717172413793104,130.0,,1.2333333333333334,53.55902777777778,,,,0.16897569220784844,10.0,0.0,PB,HG,,5,1,,,,47.45567384124114,80.99274115944512,103.42705634374926,,,28.0,45.0,64.0,,,1.0,2.0,3.0,,,,,0.10873853212836515,-2.991152151254136,5.541482758620691,3.80952183908046,1.5533891113441907,2.0387522667698685,spr,,,,,,
1980-06-30,131.73806943278183,15.539921493726897,4.893233333333333,80.0,,4.751388888888888,24.444444444444443,,,,0.26481001488260136,25,6,M,HG,,59.362142115091594,11.237943194209269,4.432066666666667,50.0,,2.68,67.075,,,,0.28734875484869,12.0,4.0,PB,HG,,6,1,,,,69.91534711060197,106.81781595633274,140.3548832745367,162.78919845884084,,22.0,40.0,57.0,76.0,,4.0,5.0,6.0,7.0,,90.0,,7.7284142142438235,3.818473419488667,7.574619540229886,5.171677394636015,0.22816222352826898,1.1313756591790238,summ,,,,,,
1980-07-31,51.09900654531046,16.605522059115284,3.487090909090909,75.0,,5.627083333333333,22.88888888888889,,,,0.4350747358785601,26,1,M,HG,,131.73806943278183,15.539921493726897,4.893233333333333,80.0,,4.751388888888888,24.444444444444443,,,,0.26481001488260136,25.0,6.0,M,HG,,7,1,,,,191.10021154787344,201.6534165433838,238.55588538911456,272.09295270731855,294.52726789162267,37.0,47.0,65.0,82.0,101.0,10.0,10.0,11.0,12.0,13.0,65.0,86.66666666666667,13.388932343968081,10.332249974071516,4.662650000000001,6.680824137931034,0.2760793848656454,0.24037815397971304,summ,,,,,,
1980-08-31,96.99181388246105,14.394161282129783,1.856322580645161,70.0,,10.96904761904762,20.345238095238095,,,,0.7858267990382674,24,5,M,M,,51.09900654531046,16.605522059115284,3.487090909090909,75.0,,5.627083333333333,22.88888888888889,,,,0.4350747358785601,26.0,1.0,M,HG,,8,1,,,,182.83707597809232,242.1992180931839,252.75242308869423,289.654891934425,323.19195925262903,51.0,63.0,73.0,91.0,108.0,7.0,11.0,11.0,12.0,13.0,77.5,68.33333333333333,16.07272177642109,14.461128915683817,4.190162121212122,4.27079696969697,0.3499423753805805,0.32907783520328354,summ,,,,,,
1980-09-30,80.82594387630428,10.885391213623025,3.3903103448275864,157.0,,3.8488095238095235,24.92361111111111,,,,0.40536811572315373,28,3,M,HG,,96.99181388246105,14.394161282129783,1.856322580645161,70.0,,10.96904761904762,20.345238095238095,,,,0.7858267990382674,24.0,5.0,M,M,,9,1,,,,148.09082042777155,279.8288898605533,339.1910319756449,349.74423697115526,386.6467058168861,50.0,75.0,87.0,97.0,115.0,6.0,12.0,16.0,16.0,17.0,72.5,75.0,15.499841670622535,15.513201611657323,2.671706744868036,3.412215607689801,0.6104507674584135,0.495237183266476,aut,,,,,,
1980-10-31,173.85888111623112,3.4883971316892146,16.180290322580646,,,,32.80952380952381,,,,0.09721268566893575,29,6,M,,,80.82594387630428,10.885391213623025,3.3903103448275864,157.0,,3.8488095238095235,24.92361111111111,,,,0.40536811572315373,28.0,3.0,M,HG,,10,0,,,,177.81775775876537,228.91676430407577,360.65483373685754,420.01697585194916,430.5701808474596,52.0,78.0,103.0,115.0,125.0,8.0,9.0,15.0,19.0,19.0,113.5,100.66666666666667,12.639776247876407,13.961691518289365,2.6233164627363745,2.9112412781878856,0.5955974573807103,0.5420898835466601,aut,,,,,,
