Date,Pluie (mm),ETP (mm),Débit (m3/s),Débit (mm/j)
2004-07-15,0,0.8,0.092954514,0.251764
2004-07-16,0,0.7,0.087327315,0.236523
2004-07-17,8.2,0.7,0.151935532,0.411512
2004-07-18,2.4,0.6,0.161118287,0.436383
2004-07-19,1.8,0.6,0.125634838,0.340277
2004-07-20,0,1,0.097933218,0.265249
2004-07-21,0,1.1,0.079444213,0.215172
2004-07-22,0,1.5,0.069978241,0.189534
2004-07-23,7.2,0.8,0.623806944,1.689559
2004-07-24,21.2,0.5,1.177508333,3.189239
2004-07-25,4.2,1,0.488576389,1.323292
2004-07-26,3.3,0.6,0.370941551,1.004682
2004-07-27,1.2,0.9,0.279245255,0.756326
2004-07-28,14.6,0.6,1.503367245,4.071816
2004-07-29,7.2,0.7,0.581892708,1.576035
2004-07-30,1.4,1.5,0.324879514,0.879924
2004-07-31,0,1.3,0.208262616,0.564072
2004-08-01,4.2,0.7,0.250099074,0.677384
2004-08-02,5.6,1.1,0.840476157,2.276399
2004-08-03,36.2,0.5,8.990060995,24.349256
2004-08-04,25.6,0.9,5.013965856,13.580146
2004-08-05,16.6,0.8,2.679299306,7.256786
2004-08-06,3.2,0.8,1.122149306,3.039301
2004-08-07,0.4,1.4,0.619693403,1.678417
2004-08-08,0,1.3,0.395670718,1.071660
2004-08-09,3.4,0.9,0.473697569,1.282993
2004-08-10,2,1.2,0.33133044,0.897397
2004-08-11,0,1.5,0.254521759,0.689363
2004-08-12,0,2.1,0.193534028,0.524180
2004-08-13,7.2,1.1,0.502321065,1.360518
2004-08-14,10.5,1.3,0.631616551,1.710711
2004-08-15,0.3,1.5,0.310181713,0.840116
2004-08-16,0,1.7,0.207231481,0.561279
2004-08-17,0.2,1.5,0.169788194,0.459865
2004-08-18,0,1.3,0.144447685,0.391231
2004-08-19,0,1.4,0.123970718,0.335770
2004-08-20,0,2.4,0.106720023,0.289047
2004-08-21,0,2.7,0.088642245,0.240084
2004-08-22,0,2.1,0.075302894,0.203955
2004-08-23,0,1.7,0.066635648,0.180480
2004-08-24,0,3.1,0.061560532,0.166734
2004-08-25,0,3.2,0.053532523,0.144991
2004-08-26,2.8,1.8,0.051617014,0.139803
2004-08-27,0,2.8,0.052275347,0.141586
2004-08-28,0.2,3.2,0.044557755,0.120683
2004-08-29,3.2,1.3,0.056027199,0.151748
2004-08-30,1.3,1.3,0.065851042,0.178355
2004-08-31,4.6,1.8,0.076964236,0.208455
2004-09-01,0.8,1.3,0.066938542,0.181301
2004-09-02,0,1.3,0.057461343,0.155632
2004-09-03,0,1.5,0.051290856,0.138919
2004-09-04,0.4,1.4,0.048912847,0.132479
2004-09-05,0.4,1.9,0.048097222,0.130270
2004-09-06,0,2.6,0.044094097,0.119427
2004-09-07,6.2,1.1,0.060293634,0.163303
2004-09-08,24.2,1.4,0.888691667,2.406989
2004-09-09,0.6,1.3,0.232085995,0.628597
2004-09-10,0,1.5,0.153629398,0.416100
2004-09-11,8.1,1.8,0.300208102,0.813103
2004-09-12,1.3,1.9,0.1639,0.443917
2004-09-13,0.6,1.5,0.12270787,0.332350
2004-09-14,0.6,2,0.109152083,0.295634
2004-09-15,0,2,0.083198264,0.225339
2004-09-16,0,2.2,0.066768866,0.180841
2004-09-17,0,2,0.057086921,0.154618
2004-09-18,0,2.4,0.050252662,0.136108
2004-09-19,0,3.1,0.044510532,0.120555
2004-09-20,0,4.1,0.038262731,0.103633
2004-09-21,0,4.9,0.033230324,0.090003
2004-09-22,0,3.7,0.03023912,0.081902
2004-09-23,6.2,1.5,0.045077662,0.122091
2004-09-24,0,1.9,0.044748032,0.121198
2004-09-25,0,3.6,0.040751736,0.110375
2004-09-26,0.1,4.4,0.034424306,0.093237
2004-09-27,1.5,2.1,0.029227894,0.079163
2004-09-28,0,1.2,0.036076852,0.097713
2004-09-29,8,2.6,0.06814919,0.184580
2004-09-30,0,2,0.048278588,0.130761
2004-10-01,0,3,0.042909954,0.116220
2004-10-02,0,3.2,0.034562847,0.093612
2004-10-03,0,2.9,0.029357986,0.079515
2004-10-04,0,3.4,0.025673264,0.069535
2004-10-05,0,3.7,0.023116667,0.062611
2004-10-06,0,4.7,0.021292245,0.057669
2004-10-07,0,2.9,0.019653125,0.053230
2004-10-08,1.6,2.8,0.018061921,0.048920
2004-10-09,0,3.7,0.017209954,0.046613
2004-10-10,0,4.6,0.016003356,0.043345
2004-10-11,0,5,0.014732292,0.039902
2004-10-12,0,6.6,0.012723148,0.034460
2004-10-13,1.2,2.8,0.011616551,0.031463
2004-10-14,0.2,2.4,0.011856597,0.032113
2004-10-15,2.4,3,0.012748264,0.034528
2004-10-16,0,3.6,0.012659722,0.034288
2004-10-17,0,4.9,0.011799421,0.031958
2004-10-18,0,4.1,0.010496065,0.028428
2004-10-19,0,4.4,0.009560764,0.025895
2004-10-20,0,4.7,0.008181366,0.022159
2004-10-21,2.8,3.9,0.00760544,0.020599
2004-10-22,0,4.1,0.007814236,0.021165
2004-10-23,0,1.6,0.008194329,0.022194
2004-10-24,0,4.3,0.008366898,0.022661
2004-10-25,0,5,0.007734259,0.020948
2004-10-26,0,3.6,0.008056481,0.021821
2004-10-27,8,3.1,0.010041667,0.027197
2004-10-28,0,2.8,0.011292824,0.030586
2004-10-29,0,4.1,0.009642361,0.026116
2004-10-30,0,4.1,0.008240278,0.022318
2004-10-31,0,5.3,0.007056481,0.019112
2004-11-01,0,4.1,0.005288079,0.014323
2004-11-02,5.8,2.8,0.006222222,0.016853
2004-11-03,2.6,3.6,0.006207176,0.016812
2004-11-04,12.4,2.5,0.012058912,0.032661
2004-11-05,14.8,1.3,0.049162963,0.133156
2004-11-06,4.5,3.1,0.05721088,0.154954
2004-11-07,1.5,2.7,0.030147106,0.081652
2004-11-08,1,3.3,0.021722685,0.058835
2004-11-09,0,4.9,0.018062384,0.048921
2004-11-10,0,3.4,0.013574653,0.036766
2004-11-11,7,2.4,0.022655093,0.061361
2004-11-12,6.6,4.3,0.042518519,0.115160
2004-11-13,12.1,3.4,0.040020486,0.108394
2004-11-14,2.3,2.5,0.05019456,0.135950
2004-11-15,0.2,2.8,0.031957986,0.086557
2004-11-16,0,5.4,0.023270486,0.063027
2004-11-17,0,6.7,0.016113773,0.043644
2004-11-18,0,2.6,0.010795023,0.029238
2004-11-19,0,4.3,0.007615625,0.020627
2004-11-20,0,4.3,0.005808565,0.015732
2004-11-21,0,4.2,0.005094792,0.013799
2004-11-22,0,4.1,0.004443519,0.012035
2004-11-23,0,5.2,0.003779051,0.010235
2004-11-24,0,5.8,0.003242477,0.008782
2004-11-25,0,7.2,0.002683796,0.007269
2004-11-26,0,7.4,0.002078241,0.005629
2004-11-27,0,7.1,0.001716782,0.004650
2004-11-28,0,6.7,0.001288657,0.003490
2004-11-29,0,3.7,0.001281134,0.003470
2004-11-30,0.4,4.1,0.001317014,0.003567
2004-12-01,8.6,3.9,0.001430208,0.003874
2004-12-02,0,4.5,0.001142708,0.003095
2004-12-03,0,5.2,0.001705903,0.004620
2004-12-04,0,6.6,0.002534259,0.006864
2004-12-05,0,4.9,0.003610995,0.009780
2004-12-06,1.6,3.1,0.005781944,0.015660
2004-12-07,3,1.5,0.008031366,0.021753
2004-12-08,19.6,2.4,0.011095255,0.030051
2004-12-09,9.2,3.2,0.01573912,0.042629
2004-12-10,7.8,4.3,0.014467593,0.039185
2004-12-11,0,3.8,0.0125625,0.034025
2004-12-12,1.7,2,0.008268403,0.022395
2004-12-13,1.9,2.9,0.008860301,0.023998
2004-12-14,1,2.5,0.009055787,0.024527
2004-12-15,0,5.5,0.007106829,0.019249
2004-12-16,0,6.1,0.005208912,0.014108
2004-12-17,0,7.8,0.003348843,0.009070
2004-12-18,0,7.9,0.002102431,0.005694
2004-12-19,0,4.3,0.001568171,0.004247
2004-12-20,0,4.9,0.001093866,0.002963
2004-12-21,0,6.2,0.000951505,0.002577
2004-12-22,0,6.6,0.000957986,0.002595
2004-12-23,0,5.3,0.000911111,0.002468
2004-12-24,0,4.7,0.00091169,0.002469
2004-12-25,0,4.9,0.000922801,0.002499
2004-12-26,0,5.5,0.000909375,0.002463
2004-12-27,0,4.1,0.000905556,0.002453
2004-12-28,0,4.1,0.000908333,0.002460
2004-12-29,0,4.6,0.000958912,0.002597
2004-12-30,0,5.6,0.000887963,0.002405
2004-12-31,0,7.1,0.00087338,0.002366
2005-01-01,0,2.9,0.000880671,0.002385
2005-01-02,0,5.9,0.000874537,0.002369
2005-01-03,0,6,0.000874074,0.002367
2005-01-04,13,2.9,0.000932407,0.002525
2005-01-05,5.4,3.2,0.000905208,0.002452
2005-01-06,2,3.1,0.000897801,0.002432
2005-01-07,0,4.4,0.000883449,0.002393
2005-01-08,0,5.1,0.000859491,0.002328
2005-01-09,0,6.6,0.000864236,0.002341
2005-01-10,0,7.7,0.000855324,0.002317
2005-01-11,0,8.2,0.000833102,0.002256
2005-01-12,0,5.4,0.000851505,0.002306
2005-01-13,0,6.1,0.000859028,0.002327
2005-01-14,0,4.7,0.000854398,0.002314
2005-01-15,0,3.8,0.000874884,0.002370
2005-01-16,0,4.8,0.000840046,0.002275
2005-01-17,0,3.9,0.000840278,0.002276
2005-01-18,0,5.9,0.000842824,0.002283
2005-01-19,0,5.4,0.000842361,0.002282
2005-01-20,3.4,3.6,0.000875347,0.002371
2005-01-21,0,4.3,0.000874884,0.002370
2005-01-22,0,4.9,0.000873843,0.002367
2005-01-23,0,5,0.000832407,0.002255
2005-01-24,0,6,0.000831134,0.002251
2005-01-25,0,7,0.000927199,0.002511
2005-01-26,0,7.3,0.000885301,0.002398
2005-01-27,0,5.5,0.000877778,0.002377
2005-01-28,1.4,3.8,0.000878819,0.002380
2005-01-29,1.6,4,0.000887731,0.002404
2005-01-30,0,5,0.000883333,0.002392
2005-01-31,0,5.7,0.000883449,0.002393
2005-02-01,0,3.4,0.000899306,0.002436
2005-02-02,5,3.3,0.000977431,0.002647
2005-02-03,17,2.1,0.000925,0.002505
2005-02-04,3.6,1.9,0.000926505,0.002509
2005-02-05,0,3.2,0.000924421,0.002504
2005-02-06,0,5.7,0.000902083,0.002443
2005-02-07,0,4.1,0.000891782,0.002415
2005-02-08,0,3.4,0.000891435,0.002414
2005-02-09,2.8,2.2,0.00093287,0.002527
2005-02-10,9.8,3.3,0.000926968,0.002511
2005-02-11,0,3.6,0.000906481,0.002455
2005-02-12,0,3.7,0.000893634,0.002420
2005-02-13,0,5.2,0.000885301,0.002398
2005-02-14,0,6.7,0.000888773,0.002407
2005-02-15,0,3.1,0.000913194,0.002473
2005-02-16,0,4,0.000903935,0.002448
2005-02-17,0,5.4,0.000873148,0.002365
2005-02-18,0,4,0.000885417,0.002398
2005-02-19,2.6,2.5,0.00090081,0.002440
2005-02-20,0.4,4.2,0.00090081,0.002440
2005-02-21,0,4.8,0.000880787,0.002386
2005-02-22,0,5.8,0.000868519,0.002352
2005-02-23,0,6,0.00087338,0.002366
2005-02-24,0,4.1,0.000913773,0.002475
2005-02-25,0,4,0.000911806,0.002470
2005-02-26,0,4.1,0.000944792,0.002559
2005-02-27,0,5.4,0.000853935,0.002313
2005-02-28,0,6.6,0.000844213,0.002287
2005-03-01,0,5,0.000852662,0.002309
2005-03-02,0,3.6,0.000840046,0.002275
2005-03-03,0,4.2,0.000833218,0.002257
2005-03-04,0,1.8,0.00085706,0.002321
2005-03-05,8,3,0.000888773,0.002407
2005-03-06,0,2.9,0.000877083,0.002376
2005-03-07,0,3.9,0.000855903,0.002318
2005-03-08,0,4.2,0.000860417,0.002330
2005-03-09,0,3.5,0.000839236,0.002273
2005-03-10,0,4.7,0.000846528,0.002293
2005-03-11,0,5.7,0.000842477,0.002282
2005-03-12,0,6.2,0.000809375,0.002192
2005-03-13,0,4.5,0.000817593,0.002214
2005-03-14,0,4.3,0.000866088,0.002346
2005-03-15,0,1.5,0.000848727,0.002299
2005-03-16,5.2,1.9,0.000865509,0.002344
2005-03-17,0,3.1,0.000885532,0.002398
2005-03-18,0,3.4,0.000871644,0.002361
2005-03-19,0,4,0.000855903,0.002318
2005-03-20,0,4,0.000829514,0.002247
2005-03-21,0,3.4,0.000831481,0.002252
2005-03-22,0,3.3,0.000837153,0.002267
2005-03-23,0,3.3,0.000856019,0.002318
2005-03-24,0,2.7,0.000887731,0.002404
2005-03-25,0,2.4,0.000870949,0.002359
2005-03-26,0,3.2,0.000835185,0.002262
2005-03-27,0,4.2,0.000826968,0.002240
2005-03-28,0,3.3,0.000822106,0.002227
2005-03-29,0.2,2.3,0.000836458,0.002266
2005-03-30,0,4.7,0.000806134,0.002183
2005-03-31,0,5.2,0.000797454,0.002160
2005-04-01,0,4.7,0.000779745,0.002112
2005-04-02,0,4.4,0.000811574,0.002198
2005-04-03,2.5,1.8,0.000937616,0.002539
2005-04-04,1.5,2.9,0.000976157,0.002644
2005-04-05,0,3.5,0.00100706,0.002728
2005-04-06,0,3,0.000900231,0.002438
2005-04-07,0,2.6,0.000829282,0.002246
2005-04-08,0.6,4,0.000822569,0.002228
2005-04-09,0,5.1,0.000792824,0.002147
2005-04-10,0,3.1,0.000809028,0.002191
2005-04-11,0,3.2,0.000825,0.002234
2005-04-12,0,3.5,0.000816319,0.002211
2005-04-13,0,3.7,0.000826389,0.002238
2005-04-14,2,2,0.000825347,0.002235
2005-04-15,0,2.2,0.000828704,0.002245
2005-04-16,0,2.1,0.00081331,0.002203
2005-04-17,0,3,0.000835185,0.002262
2005-04-18,0,1.9,0.000858218,0.002324
2005-04-19,0,2.1,0.000873032,0.002365
2005-04-20,0,2,0.000868634,0.002353
2005-04-21,0,2.7,0.000849421,0.002301
2005-04-22,0,3.8,0.000853819,0.002313
2005-04-23,0,3.9,0.000844907,0.002288
2005-04-24,0,3.4,0.000834722,0.002261
2005-04-25,0,2,0.000852083,0.002308
2005-04-26,0,3,0.000870255,0.002357
2005-04-27,0,3.5,0.000855903,0.002318
2005-04-28,0,3.8,0.000856829,0.002321
2005-04-29,0.4,2.3,0.000859144,0.002327
2005-04-30,0,1.3,0.000885764,0.002399
2005-05-01,2.8,1.3,0.000902662,0.002445
2005-05-02,0,2.3,0.000890625,0.002412
2005-05-03,0,2.8,0.000876736,0.002375
2005-05-04,0,3,0.000863542,0.002339
2005-05-05,0,1.1,0.000869792,0.002356
2005-05-06,0,1.8,0.000884144,0.002395
2005-05-07,0,1.6,0.0008875,0.002404
2005-05-08,0,1.6,0.000897917,0.002432
2005-05-09,0,1.6,0.000896528,0.002428
2005-05-10,0,1.6,0.000896181,0.002427
2005-05-11,0,1.7,0.000895486,0.002425
2005-05-12,0,1.8,0.000883449,0.002393
2005-05-13,0,2.1,0.000884144,0.002395
2005-05-14,0,2.1,0.000892708,0.002418
2005-05-15,0,1.3,0.000881019,0.002386
2005-05-16,0,1.4,0.000888889,0.002408
2005-05-17,0,1.4,0.000889931,0.002410
2005-05-18,0,1.1,0.000895023,0.002424
2005-05-19,0,1.7,0.000900926,0.002440
2005-05-20,0,2.3,0.000905556,0.002453
2005-05-21,0,1.3,0.000899421,0.002436
2005-05-22,0,1.8,0.000893287,0.002419
2005-05-23,0,1.5,0.000897222,0.002430
2005-05-24,0,2.4,0.000893866,0.002421
2005-05-25,0.2,1.1,0.000910417,0.002466
2005-05-26,0,1.3,0.000902546,0.002445
2005-05-27,1.4,0.6,0.000913889,0.002475
2005-05-28,2.2,0.7,0.000918866,0.002489
2005-05-29,0.8,1.1,0.000913889,0.002475
2005-05-30,0,1.5,0.000912847,0.002472
2005-05-31,0,0.5,0.000918866,0.002489
2005-06-01,2.8,0.9,0.000931134,0.002522
2005-06-02,0,1.2,0.000919907,0.002492
2005-06-03,0,1.3,0.000911806,0.002470
2005-06-04,0,1.5,0.000902199,0.002444
2005-06-05,0,1.7,0.00089537,0.002425
2005-06-06,0,2.3,0.000907523,0.002458
2005-06-07,0,2.5,0.000901042,0.002440
2005-06-08,0,2.6,0.000946991,0.002565
2005-06-09,3.8,1.5,0.001054977,0.002857
2005-06-10,13.8,1,0.001972454,0.005342
2005-06-11,19.8,0.7,0.001590856,0.004309
2005-06-12,0.2,1.6,0.001157639,0.003135
2005-06-13,0.4,1.1,0.001134028,0.003071
2005-06-14,10.5,0.6,0.002027546,0.005492
2005-06-15,30,0.6,0.043335532,0.117373
2005-06-16,17,1,0.117464815,0.318149
2005-06-17,2.2,0.8,0.026013889,0.070458
2005-06-18,0,1.1,0.014895949,0.040345
2005-06-19,10.2,0.7,0.017309954,0.046883
2005-06-20,26.6,0.4,0.273610069,0.741063
2005-06-21,26.4,0.5,0.28446875,0.770473
2005-06-22,24.2,0.8,0.444991319,1.205243
2005-06-23,13.4,0.7,0.290983102,0.788117
2005-06-24,2,0.7,0.121170602,0.328186
2005-06-25,0,0.9,0.070632639,0.191306
2005-06-26,0,1.1,0.049564699,0.134244
2005-06-27,0,0.8,0.037959954,0.102813
2005-06-28,0,1,0.031039699,0.084070
2005-06-29,0,0.9,0.026030556,0.070503
2005-06-30,0,0.7,0.024354167,0.065962
2005-07-01,0,0.7,0.025668519,0.069522
2005-07-02,9.5,0.5,0.060804977,0.164688
2005-07-03,1.7,0.6,0.056616319,0.153343
2005-07-04,0,1,0.042705208,0.115666
2005-07-05,0,1.4,0.034386806,0.093135
2005-07-06,0,1,0.028074653,0.076039
2005-07-07,2,0.6,0.024181829,0.065496
2005-07-08,0,0.8,0.023852199,0.064603
2005-07-09,0.1,0.7,0.022340394,0.060508
2005-07-10,4.5,0.7,0.024867593,0.067353
2005-07-11,0.8,0.7,0.024160069,0.065437
2005-07-12,0.8,0.4,0.022410764,0.060699
2005-07-13,5,0.4,0.039612037,0.107288
2005-07-14,3,0.5,0.055452546,0.150191
2005-07-15,3.2,0.8,0.043027662,0.116539
2005-07-16,6.5,0.7,0.083416898,0.225932
2005-07-17,5.3,0.9,0.10779375,0.291955
2005-07-18,0,1.1,0.053348495,0.144492
2005-07-19,0,1.4,0.039486111,0.106947
2005-07-20,0,1.1,0.035656597,0.096575
2005-07-21,0,2,0.03530625,0.095626
2005-07-22,0,1.7,0.0308875,0.083658
2005-07-23,0,2,0.028719213,0.077785
2005-07-24,0.7,1.1,0.027718056,0.075073
2005-07-25,4.7,0.5,0.037077894,0.100424
2005-07-26,15.4,0.7,0.293516088,0.794978
2005-07-27,2.2,0.8,0.177550231,0.480888
2005-07-28,2,1.3,0.110093171,0.298183
2005-07-29,0,1.3,0.093358102,0.252857
2005-07-30,0,1.2,0.085588079,0.231812
2005-07-31,0,1.2,0.085413773,0.231340
2005-08-01,0,1.6,0.07004456,0.189713
2005-08-02,0,2.2,0.037511458,0.101598
2005-08-03,0,1.5,0.029246065,0.079212
2005-08-04,7.2,1.3,0.047609144,0.128948
2005-08-05,0.5,1,0.04899838,0.132710
2005-08-06,0,1.5,0.035670833,0.096613
2005-08-07,0,1.3,0.026499074,0.071772
2005-08-08,5.1,0.9,0.050793981,0.137574
2005-08-09,3.6,1.2,0.130725926,0.354066
2005-08-10,10.4,1,0.254933681,0.690479
2005-08-11,5,0.9,0.164035417,0.444284
2005-08-12,2,1,0.108631366,0.294224
2005-08-13,0,1.8,0.077017708,0.208600
2005-08-14,0,2.1,0.056202083,0.152221
2005-08-15,19.2,1.4,0.604044792,1.636034
2005-08-16,0,1.5,0.150909259,0.408732
2005-08-17,0,2.7,0.088925347,0.240851
2005-08-18,0.4,2.6,0.057394213,0.155450
2005-08-19,5.8,1.1,0.09649213,0.261345
2005-08-20,4.4,1.1,0.141733796,0.383881
2005-08-21,7.6,1.1,0.234609838,0.635432
2005-08-22,2.5,1,0.210356597,0.569743
2005-08-23,4,1.5,0.18011169,0.487826
2005-08-24,0,1.7,0.099717477,0.270081
2005-08-25,0,1.7,0.068546181,0.185655
2005-08-26,0,1.9,0.051267824,0.138857
2005-08-27,0,3,0.042892477,0.116173
2005-08-28,0,3.2,0.033546181,0.090859
2005-08-29,0,3.5,0.026414352,0.071542
2005-08-30,14.2,1.6,0.08385544,0.227119
2005-08-31,8.2,1.5,0.15951169,0.432032
2005-09-01,0,1.4,0.121466435,0.328987
2005-09-02,0,2.6,0.076904514,0.208293
2005-09-03,3.5,0.8,0.383778704,1.039451
2005-09-04,14.1,1.3,0.333790394,0.904059
2005-09-05,0,2.2,0.139412616,0.377594
2005-09-06,0,2.8,0.098610185,0.267082
2005-09-07,1.2,3.6,0.069066319,0.187064
2005-09-08,0,4,0.051060185,0.138295
2005-09-09,0,2.9,0.043006944,0.116483
2005-09-10,1.6,2,0.040233565,0.108971
2005-09-11,5.5,1.4,0.051337153,0.139045
2005-09-12,2.3,1.5,0.071827083,0.194541
2005-09-13,0,2.5,0.054495833,0.147600
2005-09-14,0,2,0.043118519,0.116785
2005-09-15,6,1.9,0.051194792,0.138659
2005-09-16,1.8,1.9,0.060482292,0.163814
2005-09-17,7.9,1.4,0.129025116,0.349460
2005-09-18,1.5,2.8,0.114148611,0.309167
2005-09-19,0.9,1.6,0.06946088,0.188132
2005-09-20,1.1,2.8,0.060268519,0.163235
2005-09-21,0,3.6,0.049049769,0.132850
2005-09-22,2.4,1.5,0.038496644,0.104267
2005-09-23,2.8,1.7,0.050818866,0.137641
2005-09-24,0.6,1.3,0.05035081,0.136373
2005-09-25,0.4,0.9,0.068164468,0.184621
2005-09-26,12.4,2.4,0.21621412,0.585608
2005-09-27,0,3.2,0.101595833,0.275169
2005-09-28,4,1.8,0.07943287,0.215141
2005-09-29,10.2,2.5,0.277417593,0.751376
2005-09-30,0,3.4,0.137901157,0.373500
2005-10-01,0,3.9,0.073374884,0.198733
2005-10-02,0,4,0.047398727,0.128378
2005-10-03,0,3.2,0.03513831,0.095171
2005-10-04,0,4.1,0.033185764,0.089882
2005-10-05,0,2.7,0.025357986,0.068681
2005-10-06,0,2.9,0.023203125,0.062845
2005-10-07,15.4,1.5,0.172210764,0.466427
2005-10-08,15.2,1.2,0.702302431,1.902161
2005-10-09,19,2.8,0.946100579,2.562479
2005-10-10,0,3.6,0.279926968,0.758172
2005-10-11,1.4,2.8,0.143540972,0.388776
2005-10-12,0,3,0.101732755,0.275539
2005-10-13,0,3.3,0.077455556,0.209786
2005-10-14,0,3.3,0.064644676,0.175088
2005-10-15,0,3.9,0.052515741,0.142237
2005-10-16,0,4.4,0.038673843,0.104747
2005-10-17,0,4.9,0.030343981,0.082186
2005-10-18,0,3.5,0.02444919,0.066220
2005-10-19,9.8,1.6,0.048591551,0.131608
2005-10-20,5.2,2.9,0.086630208,0.234635
2005-10-21,2.4,1.9,0.053491898,0.144881
2005-10-22,7.1,3.4,0.107663657,0.291603
2005-10-23,0.5,2.8,0.235925,0.638994
2005-10-24,34,1.7,3.10551713,8.411181
2005-10-25,27.2,3.9,2.217401042,6.005751
2005-10-26,2.4,3.3,0.460236458,1.246534
2005-10-27,0,3.7,0.256389005,0.694420
2005-10-28,0,3.9,0.164042361,0.444303
2005-10-29,3.3,1.3,0.128893171,0.349103
2005-10-30,4.3,3.1,0.150751389,0.408305
2005-10-31,0,4.8,0.095434028,0.258480
2005-11-01,0,4.1,0.065052083,0.176191
2005-11-02,0,4,0.04300706,0.116483
2005-11-03,5.4,3.2,0.061286227,0.165992
2005-11-04,0.6,3.5,0.059196296,0.160331
2005-11-05,0,5.5,0.042759259,0.115812
2005-11-06,0,3.6,0.028794907,0.077990
2005-11-07,17.8,2.6,0.405888542,1.099334
2005-11-08,30.4,2.8,2.827170139,7.657288
2005-11-09,0.8,2.6,0.465541898,1.260903
2005-11-10,5.4,2.7,1.557511921,4.218465
2005-11-11,13.6,3.3,0.666108218,1.804130
2005-11-12,0,3.2,0.244486806,0.662184
2005-11-13,0,4.5,0.141973495,0.384530
2005-11-14,0,5.8,0.089619097,0.242730
2005-11-15,0,4.4,0.055234144,0.149600
2005-11-16,0,5.2,0.044002546,0.119179
2005-11-17,0,6.2,0.031771875,0.086053
2005-11-18,0,4,0.019474653,0.052746
2005-11-19,0.8,4,0.016171296,0.043799
2005-11-20,0,3.9,0.015777778,0.042734
2005-11-21,0,4.3,0.016107176,0.043626
2005-11-22,0,3.9,0.015147454,0.041026
2005-11-23,0,4.5,0.015269676,0.041357
2005-11-24,0,3.8,0.014874537,0.040287
2005-11-25,0,6.4,0.013471412,0.036487
2005-11-26,0,3.3,0.012333681,0.033405
2005-11-27,0,3.3,0.010864815,0.029427
2005-11-28,0,4,0.010252431,0.027768
2005-11-29,0,4.9,0.009847338,0.026671
2005-11-30,0,3.8,0.008575463,0.023226
2005-12-01,0,3.5,0.007975463,0.021601
2005-12-02,14.4,3.1,0.008818403,0.023884
2005-12-03,6.4,4.7,0.008354745,0.022629
2005-12-04,0,4.2,0.007827083,0.021199
2005-12-05,0,6.1,0.007549306,0.020447
2005-12-06,0.8,4.6,0.00693125,0.018773
2005-12-07,0,4.1,0.006926852,0.018761
2005-12-08,0,3.9,0.006747106,0.018274
2005-12-09,0,4.4,0.006589583,0.017848
2005-12-10,0,5.6,0.006565162,0.017782
2005-12-11,0,7.5,0.006355324,0.017213
2005-12-12,2.4,2.9,0.005881597,0.015930
2005-12-13,7,3.9,0.005678819,0.015381
2005-12-14,0,5.4,0.005717824,0.015487
2005-12-15,0,4.2,0.005403588,0.014635
2005-12-16,11.8,4.2,0.004913194,0.013307
2005-12-17,18.9,3.6,0.018665278,0.050554
2005-12-18,2.3,2.7,0.009547222,0.025858
2005-12-19,0,5.8,0.003625,0.009818
2005-12-20,0,7.6,0.003366782,0.009119
2005-12-21,0,5,0.003001273,0.008129
2005-12-22,0,6.2,0.002693519,0.007295
2005-12-23,0,3.7,0.002397569,0.006494
2005-12-24,2.3,4.2,0.002130903,0.005771
2005-12-25,0,2.9,0.001954282,0.005293
2005-12-26,0.5,4.6,0.00169456,0.004590
2005-12-27,0,6,0.001509606,0.004089
2005-12-28,0.9,4.8,0.001358681,0.003680
2005-12-29,0,6.8,0.001319792,0.003575
2005-12-30,0,8.6,0.001120949,0.003036
2005-12-31,0,7.6,0.000990625,0.002683
2006-01-01,0,1.7,0.001118981,0.003031
2006-01-02,13.6,5.1,0.001429167,0.003871
2006-01-03,0,2.8,0.001403819,0.003802
2006-01-04,0,4,0.001231597,0.003336
2006-01-05,0,5.9,0.001069329,0.002896
2006-01-06,0,5.2,0.000981713,0.002659
2006-01-07,0,6.1,0.000972569,0.002634
2006-01-08,0,7.1,0.000964699,0.002613
2006-01-09,0,5.6,0.000956829,0.002592
2006-01-10,0,3.4,0.000950694,0.002575
2006-01-11,0.4,3.3,0.000945486,0.002561
2006-01-12,0,4.7,0.000940394,0.002547
2006-01-13,0,5.1,0.000936458,0.002536
2006-01-14,0,3.1,0.000936806,0.002537
2006-01-15,1.2,3.1,0.000944097,0.002557
2006-01-16,1.4,5.9,0.00093912,0.002544
2006-01-17,0,6.1,0.000924769,0.002505
2006-01-18,0,5.5,0.000917014,0.002484
2006-01-19,0,7.2,0.000914352,0.002476
2006-01-20,0,7.4,0.000911806,0.002470
2006-01-21,0,8,0.000898032,0.002432
2006-01-22,0,6.9,0.000883681,0.002393
2006-01-23,0,4.8,0.000884954,0.002397
2006-01-24,0,4.7,0.0008875,0.002404
2006-01-25,0,6.9,0.000889931,0.002410
2006-01-26,0,7,0.000889468,0.002409
2006-01-27,0,4.1,0.000883102,0.002392
2006-01-28,1.2,3.6,0.000892245,0.002417
2006-01-29,5.2,1.4,0.000934028,0.002530
2006-01-30,0,3.3,0.000915162,0.002479
2006-01-31,0,5.3,0.000904167,0.002449
2006-02-01,0,2.6,0.000918287,0.002487
2006-02-02,3.6,3.3,0.000956944,0.002592
2006-02-03,0,3.4,0.000923611,0.002502
2006-02-04,0,3.7,0.000911111,0.002468
2006-02-05,0,5.5,0.000919676,0.002491
2006-02-06,0,4,0.000902083,0.002443
