Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Season,Pptn_lag1,Temp_lag1,Wind_speed_lag1,PET_lag1,Q_lag1,TP_catch_lag1,chl-a_lake_lag1,TP_lake_lag1,colour_lake_lag1,Rain_day_lag1,Pptn_intense_lag1,Wind_under_Q0.2_lag1,Wind_under_Q0.4_lag1,Wind_over_Q0.6_lag1,Wind_over_Q0.8_lag1,Temp_subzero_lag1,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Q_winterSum,Temp_subzero_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.4_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.8_winterSum,TP_lake_prevSummer,colour_lake_prevSummer,chl-a_lake_prevSummer
1983-10-31,275.60668996699985,10.877161553793483,4.4402173913043494,202.27189551200004,27490838.400000002,,6.166666666666667,26.149999999999995,14.666666666666666,57,13,8.0,25.0,51.0,31.0,aut,182.72881749700005,13.517997996869571,4.07826086956522,320.75986065600006,20778336.0,,5.98,31.96,19.4,63.0,7.0,5.0,23.0,51.0,24.0,0.0,487.355659358,121,18,62.161543312,124071782.4,71.0,43.0,72.0,86.0,48.0,28.336805555555557,26.666666666666668,5.8479166666666655
1984-07-31,255.82062942299987,13.845605221239135,4.044565217391306,329.06701986600007,14499561.6,128.10000000000002,10.23,27.360000000000003,,57,12,4.0,17.0,51.0,21.0,summ,74.09328523699999,-0.587582842911111,3.7188888888888894,40.967914089000004,39079065.59999999,97.35714285714286,,26.25,28.0,55.0,2.0,20.0,36.0,43.0,24.0,53.0,246.750190433,121,5,47.655810149000004,73802188.79999998,107.0,36.0,65.0,94.0,58.0,29.055,17.03333333333333,6.073333333333334
1984-10-31,317.230629423,10.635043035782612,3.578260869565218,195.538038869,36484128.0,147.22857142857143,11.95,25.695,,68,13,5.0,35.0,31.0,15.0,aut,255.82062942299987,13.845605221239135,4.044565217391306,329.06701986600007,14499561.6,128.10000000000002,10.23,27.360000000000003,,57.0,12.0,4.0,17.0,51.0,21.0,0.0,246.750190433,121,5,47.655810149000004,73802188.79999998,107.0,36.0,65.0,94.0,58.0,29.055,17.03333333333333,6.073333333333334
1985-07-31,236.49391209300006,13.03916138994565,3.493478260869566,323.03901306800003,41647478.40000001,57.544444444444444,9.97777777777778,36.6,34.11111111111111,66,8,9.0,33.0,38.0,15.0,summ,175.57119917400001,-3.7531918256179777,2.9359550561797754,25.969603991,40904265.60000001,170.1888888888889,,,,64.0,4.0,29.0,47.0,26.0,13.0,58.0,392.185089832,138,15,41.314577653,107977795.20000002,111.0,50.0,83.0,65.0,33.0,26.527500000000003,,11.09
1985-10-31,325.8028463649999,9.159237285695653,3.772826086956521,183.5439226579999,52551071.99999999,152.14666666666668,13.333333333333332,26.725,34.625,84,14,20.0,39.0,40.0,28.0,aut,236.49391209300006,13.03916138994565,3.493478260869566,323.03901306800003,41647478.40000001,57.544444444444444,9.97777777777778,36.6,34.11111111111111,66.0,8.0,9.0,33.0,38.0,15.0,0.0,392.185089832,138,15,41.314577653,107977795.20000002,111.0,50.0,83.0,65.0,33.0,26.527500000000003,,11.09
1986-07-31,163.43724397199998,13.49947344940217,4.641304347826088,331.101941137,,68.98333333333333,10.911111111111111,33.333333333333336,31.444444444444446,52,7,5.0,11.0,66.0,36.0,summ,124.00984003900001,-2.906592873494384,3.894382022471909,25.487633305,,245.37272727272727,,,,48.0,4.0,16.0,30.0,40.0,26.0,58.0,348.342450257,123,14,29.506436545,27737337.599999994,134.0,53.0,78.0,74.0,46.0,31.6625,34.36805555555556,11.655555555555555
1986-10-31,260.52630725899996,8.234217844891301,3.633695652173912,171.551400919,,134.2,14.444444444444443,34.24444444444445,23.5,77,12,11.0,36.0,35.0,20.0,aut,163.43724397199998,13.49947344940217,4.641304347826088,331.101941137,,68.98333333333333,10.911111111111111,33.333333333333336,31.444444444444446,52.0,7.0,5.0,11.0,66.0,36.0,0.0,348.342450257,123,14,29.506436545,27737337.599999994,134.0,53.0,78.0,74.0,46.0,31.6625,34.36805555555556,11.655555555555555
1987-07-31,251.6964492850001,11.593673148445653,3.46304347826087,300.9537944369997,,77.7103448275862,6.266666666666667,24.46666666666667,27.88888888888889,65,8,8.0,33.0,35.0,12.0,summ,159.49626074000003,-3.014689782955056,2.6022471910112377,40.43242064600001,,68.575,,,,45.0,6.0,29.0,56.0,15.0,5.0,55.0,384.6747121540001,114,17,58.27880830100001,,109.0,50.0,83.0,68.0,42.0,33.78888888888889,27.47222222222222,12.677777777777777
1987-10-31,451.1648577099998,9.05069452652174,3.4695652173913056,185.28924179599997,,161.64545454545456,10.755555555555555,22.399999999999995,30.166666666666668,85,19,18.0,35.0,38.0,13.0,aut,251.6964492850001,11.593673148445653,3.46304347826087,300.9537944369997,,77.7103448275862,6.266666666666667,24.46666666666667,27.88888888888889,65.0,8.0,8.0,33.0,35.0,12.0,0.0,384.6747121540001,114,17,58.27880830100001,,109.0,50.0,83.0,68.0,42.0,33.78888888888889,27.47222222222222,12.677777777777777
1988-07-31,300.1217657060001,14.33465383294565,3.540217391304349,335.303126663,,44.4111111111111,12.855555555555556,31.2,27.777777777777775,62,15,7.0,30.0,37.0,14.0,summ,256.72122465599995,-0.9177041111111118,3.676666666666667,27.527391566999995,,56.975,,,,68.0,11.0,14.0,31.0,43.0,19.0,48.0,552.504743134,150,22,35.29414770299999,,98.0,51.0,82.0,71.0,34.0,23.43333333333333,29.02777777777778,8.511111111111111
1988-10-31,359.9826502690001,9.694650756086952,3.3999999999999995,187.387840455,,54.04090909090908,15.255555555555555,27.866666666666664,36.77777777777778,71,15,20.0,38.0,34.0,21.0,aut,300.1217657060001,14.33465383294565,3.540217391304349,335.303126663,,44.4111111111111,12.855555555555556,31.2,27.777777777777775,62.0,15.0,7.0,30.0,37.0,14.0,0.0,552.504743134,150,22,35.29414770299999,,98.0,51.0,82.0,71.0,34.0,23.43333333333333,29.02777777777778,8.511111111111111
1989-07-31,184.135274939,13.236733817184783,4.216304347826087,317.807594187,,35.57142857142857,9.05,27.599999999999998,24.75,43,9,1.0,15.0,52.0,26.0,summ,256.249386817,2.999121279056181,3.924719101123597,67.32037066600002,,79.15499999999999,,,,68.0,13.0,9.0,23.0,47.0,21.0,9.0,342.13562439200007,134,15,81.45088788300001,,56.0,36.0,64.0,81.0,42.0,29.53333333333333,32.27777777777778,14.055555555555555
1989-10-31,212.76265266899992,9.659623756141304,3.3032608695652157,184.73245673999992,,57.028571428571425,21.233333333333334,26.333333333333332,22.666666666666668,75,6,21.0,43.0,36.0,18.0,aut,184.135274939,13.236733817184783,4.216304347826087,317.807594187,,35.57142857142857,9.05,27.599999999999998,24.75,43.0,9.0,1.0,15.0,52.0,26.0,0.0,342.13562439200007,134,15,81.45088788300001,,56.0,36.0,64.0,81.0,42.0,29.53333333333333,32.27777777777778,14.055555555555555
1990-07-31,170.05171463600007,13.590783457793476,3.803260869565217,323.97182534800004,,47.84285714285714,9.649999999999999,28.900000000000002,21.75,59,6,4.0,18.0,45.0,14.0,summ,224.22050718500006,4.277141733719101,4.994382022471912,84.439106507,,136.01333333333335,,,,60.0,8.0,7.0,12.0,69.0,44.0,7.0,502.1663112529999,129,18,100.853823962,,49.0,45.0,67.0,101.0,60.0,26.966666666666665,23.708333333333336,15.141666666666667
1990-10-31,225.279694272,9.739488104260872,3.5695652173913035,184.7706029059999,,87.81666666666666,15.700000000000001,28.899999999999995,17.333333333333332,74,11,16.0,33.0,39.0,18.0,aut,170.05171463600007,13.590783457793476,3.803260869565217,323.97182534800004,,47.84285714285714,9.649999999999999,28.900000000000002,21.75,59.0,6.0,4.0,18.0,45.0,14.0,0.0,502.1663112529999,129,18,100.853823962,,49.0,45.0,67.0,101.0,60.0,26.966666666666665,23.708333333333336,15.141666666666667
1991-07-31,182.15018411200003,12.638071926673918,4.031521739130435,303.99745373,,36.128571428571426,8.575,25.974999999999998,21.75,57,5,11.0,28.0,44.0,32.0,summ,112.58863632500002,0.30750158170786446,3.6662921348314614,49.73415783699999,,106.93571428571428,,,,66.0,5.0,12.0,34.0,43.0,20.0,31.0,340.615487895,137,16,53.15683791699999,,94.0,53.0,87.0,69.0,31.0,28.9,19.541666666666664,12.675
1991-10-31,233.719178675,10.486401117184782,3.3380434782608686,201.87402087499999,,29.95,10.275,28.474999999999998,19.5,73,11,19.0,41.0,34.0,17.0,aut,182.15018411200003,12.638071926673918,4.031521739130435,303.99745373,,36.128571428571426,8.575,25.974999999999998,21.75,57.0,5.0,11.0,28.0,44.0,32.0,0.0,340.615487895,137,16,53.15683791699999,,94.0,53.0,87.0,69.0,31.0,28.9,19.541666666666664,12.675
1992-07-31,132.57916957199998,14.998212287923915,4.02608695652174,351.94614318300006,,32.36,13.7,32.45,25.25,47,5,4.0,18.0,53.0,24.0,summ,175.64005505900002,1.625345938822222,3.9422222222222243,48.57623369199999,,143.54545454545453,,,,74.0,8.0,13.0,23.0,42.0,22.0,23.0,380.37597779500015,141,18,64.300907062,,59.0,39.0,62.0,79.0,46.0,27.224999999999998,20.625,9.425
1992-10-31,247.07326167000002,8.533317835750005,3.3934782608695646,171.60052762400002,,59.63684210526316,20.833333333333332,29.86666666666667,16.0,80,10,24.0,37.0,35.0,18.0,aut,132.57916957199998,14.998212287923915,4.02608695652174,351.94614318300006,,32.36,13.7,32.45,25.25,47.0,5.0,4.0,18.0,53.0,24.0,0.0,380.37597779500015,141,18,64.300907062,,59.0,39.0,62.0,79.0,46.0,27.224999999999998,20.625,9.425
1993-07-31,217.24269529100005,12.962599144793483,3.697826086956523,324.164458365,,38.04545454545454,9.350000000000001,25.075,23.0,55,8,2.0,24.0,45.0,11.0,summ,78.836008859,1.1566915795617974,3.498876404494381,51.38145863100001,,173.54,,,,44.0,4.0,19.0,37.0,35.0,18.0,34.0,389.0718605859999,119,21,57.852240647,,74.0,47.0,74.0,80.0,52.0,31.15833333333334,20.625,17.266666666666666
1993-10-31,272.94875109,7.744684654260867,3.1749999999999976,166.8008736619999,701222.4,46.51,16.966666666666665,30.266666666666666,26.333333333333332,75,11,23.0,44.0,33.0,13.0,aut,217.24269529100005,12.962599144793483,3.697826086956523,324.164458365,,38.04545454545454,9.350000000000001,25.075,23.0,55.0,8.0,2.0,24.0,45.0,11.0,0.0,389.0718605859999,119,21,57.852240647,,74.0,47.0,74.0,80.0,52.0,31.15833333333334,20.625,17.266666666666666
1994-07-31,61.71793527200001,14.03948675552174,4.016304347826086,330.1138755150001,4863455.999999999,28.857142857142858,11.649999999999999,28.675,31.25,41,2,2.0,17.0,53.0,18.0,summ,166.320291902,-1.5256884133595512,3.8123595505617986,44.42000887500001,61439731.2,100.5,,,,63.0,9.0,16.0,30.0,43.0,26.0,41.0,453.542505434,143,23,47.20428956500001,83494713.6,105.0,39.0,73.0,80.0,49.0,27.670833333333334,24.666666666666664,13.158333333333333
1994-10-31,333.2526542420001,9.62521552577174,3.276086956521739,188.7014275959999,27472176.000000004,72.72727272727273,27.066666666666666,32.800000000000004,23.0,71,14,17.0,39.0,31.0,16.0,aut,61.71793527200001,14.03948675552174,4.016304347826086,330.1138755150001,4863455.999999999,28.857142857142858,11.649999999999999,28.675,31.25,41.0,2.0,2.0,17.0,53.0,18.0,0.0,453.542505434,143,23,47.20428956500001,83494713.6,105.0,39.0,73.0,80.0,49.0,27.670833333333334,24.666666666666664,13.158333333333333
1995-07-31,210.53463110900003,13.037037544152176,3.608695652173913,312.63684874999996,27334972.800000004,84.74444444444445,20.566666666666666,26.099999999999998,28.333333333333332,72,8,10.0,27.0,42.0,16.0,summ,211.71560748299999,1.1020691023258424,3.948314606741574,37.936738342,74973081.60000001,144.31428571428572,,,,83.0,7.0,12.0,23.0,45.0,20.0,27.0,499.36481151099986,165,19,49.637517715,133702272.0,70.0,45.0,69.0,83.0,46.0,30.737500000000004,27.125,19.358333333333334
1995-10-31,228.157027947,11.812380124521736,3.6250000000000004,213.95404810300002,12541564.8,65.1125,23.200000000000003,32.800000000000004,23.333333333333332,80,8,16.0,34.0,40.0,19.0,aut,210.53463110900003,13.037037544152176,3.608695652173913,312.63684874999996,27334972.800000004,84.74444444444445,20.566666666666666,26.099999999999998,28.333333333333332,72.0,8.0,10.0,27.0,42.0,16.0,0.0,499.36481151099986,165,19,49.637517715,133702272.0,70.0,45.0,69.0,83.0,46.0,30.737500000000004,27.125,19.358333333333334
1996-07-31,172.12987558600008,11.995010161152175,3.8630434782608716,300.32478682899995,24706339.200000003,108.94615384615385,23.933333333333334,30.8,20.333333333333332,72,6,6.0,26.0,47.0,15.0,summ,55.62630938800003,-1.824999001411111,2.4744444444444444,35.832780033999995,13723430.4,146.58333333333334,,,,66.0,2.0,35.0,52.0,19.0,7.0,61.0,138.12696258100007,148,3,40.992281684,29409523.20000001,134.0,87.0,128.0,28.0,10.0,29.450000000000003,25.833333333333332,21.883333333333333
1996-10-31,288.3925703759999,10.988608220793475,3.1858695652173914,207.594112681,26061177.6,106.52500000000002,18.666666666666668,31.76666666666667,15.0,78,16,26.0,45.0,33.0,16.0,aut,172.12987558600008,11.995010161152175,3.8630434782608716,300.32478682899995,24706339.200000003,108.94615384615385,23.933333333333334,30.8,20.333333333333332,72.0,6.0,6.0,26.0,47.0,15.0,0.0,138.12696258100007,148,3,40.992281684,29409523.20000001,134.0,87.0,128.0,28.0,10.0,29.450000000000003,25.833333333333332,21.883333333333333
1997-07-31,180.95761478200004,14.016933814978264,3.3152173913043477,328.693645971,14271983.999999994,37.86923076923077,21.03333333333333,29.599999999999998,20.666666666666668,79,9,9.0,35.0,32.0,12.0,summ,123.03158462099998,1.9977757548651691,4.4359550561797745,46.070583935,26837049.599999983,69.73846153846154,,,,76.0,6.0,9.0,19.0,53.0,33.0,20.0,309.323854261,159,14,53.31654908,81941155.19999999,81.0,49.0,73.0,79.0,46.0,31.283333333333335,17.666666666666664,21.3
1997-10-31,236.68424849900006,11.473125776152175,3.1478260869565196,214.52755789600005,12581135.999999998,53.22307692307693,25.099999999999998,29.233333333333334,17.333333333333332,82,12,21.0,43.0,28.0,11.0,aut,180.95761478200004,14.016933814978264,3.3152173913043477,328.693645971,14271983.999999994,37.86923076923077,21.03333333333333,29.599999999999998,20.666666666666668,79.0,9.0,9.0,35.0,32.0,12.0,0.0,309.323854261,159,14,53.31654908,81941155.19999999,81.0,49.0,73.0,79.0,46.0,31.283333333333335,17.666666666666664,21.3
1998-07-31,210.34744419000003,12.610114130119566,3.6902173913043477,311.70396612199994,18520790.400000002,41.184615384615384,18.766666666666666,26.7,,78,8,4.0,26.0,39.0,16.0,summ,186.08428352599998,1.56164394794382,3.813483146067416,47.52027225,41939855.99999999,66.22307692307693,,,,69.0,10.0,16.0,37.0,41.0,21.0,22.0,389.24527277299995,147,17,55.259902167999996,87603724.79999998,73.0,45.0,86.0,66.0,28.0,29.416666666666664,19.0,23.066666666666663
1998-10-31,316.70589340199996,9.789670545304348,3.28695652173913,193.943285818,36015235.2,90.3153846153846,23.433333333333337,38.03333333333334,,86,14,9.0,37.0,32.0,10.0,aut,210.34744419000003,12.610114130119566,3.6902173913043477,311.70396612199994,18520790.400000002,41.184615384615384,18.766666666666666,26.7,,78.0,8.0,4.0,26.0,39.0,16.0,0.0,389.24527277299995,147,17,55.259902167999996,87603724.79999998,73.0,45.0,86.0,66.0,28.0,29.416666666666664,19.0,23.066666666666663
2000-07-31,248.36199442299994,13.13161708809783,3.8445652173913043,310.5518218579999,16876684.799999986,47.23076923076923,17.099999999999998,34.666666666666664,49.15384615384615,79,10,2.0,25.0,42.0,20.0,summ,189.060361626,1.977291150777778,3.528888888888889,53.856240015999994,43379971.199999996,118.58333333333333,,,63.75,68.0,6.0,14.0,40.0,33.0,16.0,31.0,432.80251718799997,144,15,70.08122788799999,97162329.6,74.0,36.0,72.0,76.0,45.0,,50.42307692307692,
2000-10-31,384.43468243500007,10.939770848141304,3.3782608695652177,199.226596402,43785446.4,79.78571428571429,27.233333333333334,30.666666666666668,35.416666666666664,86,13,14.0,37.0,33.0,15.0,aut,248.36199442299994,13.13161708809783,3.8445652173913043,310.5518218579999,16876684.799999986,47.23076923076923,17.099999999999998,34.666666666666664,49.15384615384615,79.0,10.0,2.0,25.0,42.0,20.0,0.0,432.80251718799997,144,15,70.08122788799999,97162329.6,74.0,36.0,72.0,76.0,45.0,,50.42307692307692,
2001-07-31,185.76768162199994,13.781627430967394,3.9467391304347834,321.798078235,18642441.60000001,60.0,21.566666666666663,45.0,73.3076923076923,54,8,5.0,16.0,51.0,19.0,summ,198.32702729400006,-1.6197765523258425,3.2752808988764044,33.025751226999986,56959804.800000004,103.5,,,90.6923076923077,64.0,10.0,24.0,43.0,33.0,19.0,40.0,757.5440900490003,147,39,58.13031202299998,199812355.20000008,75.0,59.0,99.0,56.0,37.0,32.666666666666664,42.28525641025641,22.166666666666664
2001-10-31,346.720759279,11.357762359641304,3.3815217391304344,206.7033081370001,35095939.2,57.0,20.5,31.666666666666668,63.53846153846154,86,14,20.0,38.0,31.0,15.0,aut,185.76768162199994,13.781627430967394,3.9467391304347834,321.798078235,18642441.60000001,60.0,21.566666666666663,45.0,73.3076923076923,54.0,8.0,5.0,16.0,51.0,19.0,0.0,757.5440900490003,147,39,58.13031202299998,199812355.20000008,75.0,59.0,99.0,56.0,37.0,32.666666666666664,42.28525641025641,22.166666666666664
2002-07-31,320.827473462,14.581400571119566,3.6576086956521734,337.0120872199999,29636236.8,46.714285714285715,23.0,42.0,59.69230769230769,76,15,8.0,27.0,45.0,17.0,summ,158.56789200800006,2.482315082348314,3.771910112359551,57.35082584599999,42531264.0,54.166666666666664,,,69.38461538461539,78.0,6.0,13.0,29.0,43.0,21.0,23.0,321.1940546520001,159,12,70.01341522199999,71312572.8,80.0,42.0,74.0,74.0,39.0,38.333333333333336,68.42307692307692,21.03333333333333
2002-10-31,212.98631914400005,11.002360451880435,2.856521739130435,205.852987918,19742486.400000002,43.285714285714285,28.0,31.333333333333332,49.46153846153846,70,8,29.0,57.0,22.0,11.0,aut,320.827473462,14.581400571119566,3.6576086956521734,337.0120872199999,29636236.8,46.714285714285715,23.0,42.0,59.69230769230769,76.0,15.0,8.0,27.0,45.0,17.0,0.0,321.1940546520001,159,12,70.01341522199999,71312572.8,80.0,42.0,74.0,74.0,39.0,38.333333333333336,68.42307692307692,21.03333333333333
2003-07-31,272.53285883199993,14.12535460952174,3.610869565217391,331.20313885999997,24781507.200000003,56.5,19.083333333333332,31.333333333333332,48.0,82,9,6.0,25.0,39.0,15.0,summ,158.59090877299997,0.6082855068426959,3.248314606741574,42.815825092,35666265.6,81.0,,,57.0,51.0,5.0,27.0,47.0,30.0,17.0,36.0,359.263065933,124,16,44.670771558,63703411.2,108.0,59.0,94.0,62.0,33.0,36.666666666666664,54.57692307692308,25.5
2003-10-31,129.30380471,10.078809885250006,3.3760869565217377,197.597404129,2996092.800000001,39.833333333333336,15.125,35.25,37.75,70,4,16.0,35.0,34.0,13.0,aut,272.53285883199993,14.12535460952174,3.610869565217391,331.20313885999997,24781507.200000003,56.5,19.083333333333332,31.333333333333332,48.0,82.0,9.0,6.0,25.0,39.0,15.0,0.0,359.263065933,124,16,44.670771558,63703411.2,108.0,59.0,94.0,62.0,33.0,36.666666666666664,54.57692307692308,25.5
2004-07-31,191.0656472809999,13.315869566652175,3.6800000000000006,317.33916428,11785564.799999995,,36.333333333333336,40.333333333333336,38.666666666666664,71,6,9.0,20.0,40.0,12.0,summ,149.23313424,1.4207986264333334,3.0648648648648655,54.25431826399999,36537696.00000001,,,,42.666666666666664,66.0,6.0,19.0,37.0,24.0,8.0,36.0,417.5423002089999,150,15,67.42171412399999,68356137.6,80.0,42.0,69.0,43.0,19.0,33.291666666666664,42.875,17.104166666666664
2004-10-31,377.920815484,11.133007253086953,3.385882352941177,206.5991969319999,34751030.4,,14.866666666666667,33.333333333333336,38.666666666666664,78,18,13.0,43.0,28.0,15.0,aut,191.0656472809999,13.315869566652175,3.6800000000000006,317.33916428,11785564.799999995,,36.333333333333336,40.333333333333336,38.666666666666664,71.0,6.0,9.0,20.0,40.0,12.0,0.0,417.5423002089999,150,15,67.42171412399999,68356137.6,80.0,42.0,69.0,43.0,19.0,33.291666666666664,42.875,17.104166666666664
2005-04-30,75.962384985,0.7961519964157303,3.3513157894736847,45.143694304,15425164.8,62.166666666666664,7.05,28.0,63.0,59,2,19.0,38.0,26.0,15.0,spr,183.91202030100004,0.6511181789456518,3.630952380952381,14.621146112999998,40527388.8,45.0,,,58.75,86.0,6.0,25.0,37.0,37.0,24.0,41.0,259.87440528600007,145,8,59.764840417,55952553.599999994,78.0,44.0,75.0,63.0,39.0,36.833333333333336,38.666666666666664,25.6
2005-07-31,234.12120388600002,13.449493758554352,3.4522727272727263,314.584495968,11736662.399999993,45.833333333333336,18.16923076923077,29.615384615384617,53.333333333333336,68,10,7.0,30.0,32.0,10.0,summ,75.962384985,0.7961519964157303,3.3513157894736847,45.143694304,15425164.8,62.166666666666664,7.05,28.0,63.0,59.0,2.0,19.0,38.0,26.0,15.0,37.0,259.87440528600007,145,8,59.764840417,55952553.599999994,78.0,44.0,75.0,63.0,39.0,36.833333333333336,38.666666666666664,25.6
2005-10-31,243.593437062,11.399854026141302,3.479518072289156,210.5769093489999,18845654.399999995,43.0,22.599999999999998,35.125,39.666666666666664,83,10,16.0,28.0,33.0,13.0,aut,234.12120388600002,13.449493758554352,3.4522727272727263,314.584495968,11736662.399999993,45.833333333333336,18.16923076923077,29.615384615384617,53.333333333333336,68.0,10.0,7.0,30.0,32.0,10.0,0.0,259.87440528600007,145,8,59.764840417,55952553.599999994,78.0,44.0,75.0,63.0,39.0,36.833333333333336,38.666666666666664,25.6
2006-07-31,196.168084071,14.994149163369565,3.3923913043478264,333.0685136269999,19623686.399999995,24.0,22.264285714285712,30.642857142857142,55.75,41,12,5.0,37.0,34.0,12.0,summ,200.82535213199998,-1.9994489088988765,2.840449438202248,32.45178172200001,48841228.79999999,75.5,,,58.575,76.0,9.0,24.0,50.0,23.0,11.0,53.0,423.88170985599993,164,16,49.12231608300001,86978793.59999998,106.0,50.0,92.0,58.0,33.0,32.37019230769231,46.5,20.384615384615383
