"date","obs_tas","ERA5_tas","tas_1","tas_2","tas_3","tas_4","tas_5","tas_6","tas_7","tas_8","tas_9","tas_10","tas_11","tas_12","tas_13","tas_14","tas_15","tas_16","tas_17","tas_18","tas_19","tas_20","tas_21","tas_22","tas_23","tas_24","tas_25"
1993-03-01,NA,16.2244843607739,15.5554335505807,26.0655054123633,19.5439498422451,18.4149597037835,20.451263038859,19.9358936279516,15.6857686827094,15.0885096902929,18.408220162827,15.9864947339575,17.6842887406354,22.6243035503827,22.8734749877032,22.2859913655206,15.0501443194355,23.3245152931158,19.5839449105289,16.89160288095,17.6964806392918,17.4271346006319,18.7249965911259,14.6238152394215,18.5270317624529,15.7705077247727,21.0386703669503
1993-03-02,NA,15.3685983920921,17.3727226323363,25.9660815618571,17.479277246183,21.1428392254267,21.1211783374581,15.5775132058793,16.4921379907619,17.1459627695091,16.7310950473294,14.9981015770796,18.4327776659142,19.6753516481569,23.996823627388,15.5397386061643,14.2650833627336,21.2263850694162,18.825951003786,16.7141576519232,16.8773398739052,17.4970181947506,21.1345064464291,14.6674956947884,18.4099559941605,17.1323931284183,20.2952595319182
1993-03-03,NA,15.3440026870869,22.6935806486424,19.9261152655871,16.5354826012582,19.3689264095168,24.7664942232301,14.7042179323496,21.8192537538702,14.7460222831723,16.6144891016292,16.032835709104,22.2591821103595,20.8188767878759,22.067243447305,15.6857686827094,14.8572472211447,17.9279138142263,17.1495466611298,15.9894508238848,15.187568679319,19.41135185775,21.0300065820597,15.187568679319,18.7821999398474,17.6024498613104,18.8587098633686
1993-03-04,NA,16.6195850623833,18.9060745009381,13.7472808053497,19.2402268072483,20.2520307497907,24.9877668220363,14.773437163159,24.0630038361394,16.3419674526953,19.0788847464897,16.4874590971905,25.4311117165034,15.7918245919441,16.2346301564116,15.4617527143262,15.9122293283033,15.6491904024501,16.4741736630484,15.8132845742208,16.4685406623694,18.858563872155,17.1781012003855,17.3965560644041,19.3686829919072,15.3969328343026,18.504380909125
1993-03-05,NA,17.1456147498757,17.9591285944899,13.6130307721582,20.2291491314034,19.9984338822578,27.0992838938047,20.7291030898631,24.754660039606,18.0712705916466,20.5220221682817,15.2492463441022,26.7887020031992,15.6702248704055,14.8041320586017,16.435937133369,14.8237994921438,16.2807005983126,14.7868934827629,14.6068542321673,22.1393897666392,18.5661150148694,17.5017902441445,17.4781035850868,19.1630751335307,15.513811965817,19.0112660694627
1993-03-06,NA,18.6255685689941,15.8239501361049,14.1087249549807,19.8257240964037,18.779401513991,26.9310767767346,19.7580977240899,26.1140149663541,21.1767602856906,18.564406614737,15.4117552753635,27.0013892792439,16.3419674526953,14.3059523553985,20.5047423112612,14.8607459627432,14.0456581658576,19.395329068399,16.6590442968728,17.4805938369969,22.249435653011,14.1087249549807,17.2940723645848,21.7365117867667,15.8863727470811,18.779401513991
1993-03-07,NA,17.3411359653631,17.383396978807,15.564528760953,19.1170975345978,23.3070119217511,19.10495733696,16.4685406623694,25.0849273810255,22.249435653011,21.7457187980054,13.9754320399119,22.4953498342828,19.7985032662083,14.6951230684868,21.5939675430251,15.0685820414593,14.4150119110188,24.83870702038,20.1664999562045,16.4938683929235,26.1382955456558,13.6130307721582,14.6823824125689,25.4380711219844,12.0229399050953,17.3959115403675
1993-03-08,NA,14.9079486978084,17.297575187711,14.2166278399277,18.6450806117575,16.3823052139533,15.0395030430626,14.2231967783172,16.2822227848799,23.7187922165749,18.6599481259652,14.246098902339,20.8387973344831,19.2341146603268,15.0212860200937,15.8985141823288,15.6881332263779,15.3130840447325,25.4311117165034,17.0694802178648,15.47407521148,28.7612689958598,17.141172665804,14.3660067910409,22.249435653011,12.3450752170192,14.6887936203235
1993-03-09,NA,15.6312065581706,14.1918473067661,16.9026863614443,17.7946945948954,15.753128013612,14.3915796087556,15.2104050852452,12.1786052840542,22.8827675615342,17.4963646192026,14.9332469243486,21.2646982253791,22.6060778543332,15.496086623478,16.9557263234243,17.4266066244564,16.3686271824165,22.8535937988743,15.4372644664285,15.8531744124788,17.4728192419858,19.8535631612604,14.1443240595465,14.8665819016698,13.7367085050561,20.9285077693761
1993-03-10,NA,15.0913442629055,13.4096997813245,19.368076918066,18.0802358571874,17.0231000711291,15.5310795931331,14.0236086365932,12.5110938176498,20.0032948649281,17.706729096031,17.6820812190158,14.5129519096323,18.643903185818,16.4938683929235,15.3378297484931,21.6997645392142,13.0500092831073,16.109052613779,14.720777337915,15.2255072642214,14.1064748121714,22.6557526201058,14.5946423671003,16.1309505274717,16.5308423353272,20.5603189156117
