date;obs;ERA5;m_1;m_10;m_11;m_12;m_13;m_14;m_15;m_16;m_17;m_18;m_19;m_2;m_20;m_21;m_22;m_23;m_24;m_25;m_3;m_4;m_5;m_6;m_7;m_8;m_9
16-Mar-2000 12:00:00;534677.8;780672;180480;483392;1322880;1469088;3585440;938048;333600;213248;509472;1237664;169984;155488;2364416;457568;1294784;950816;457568;214112;1210432;3209664;260096;540224;420864;585248;1029856
17-Mar-2000 12:00:00;520758.4;727936;177024;409312;1688416;1298368;3414720;1548000;327552;209376;566720;1144704;166944;152704;2266080;436256;1140544;816544;436256;203680;1340448;2892384;255424;495744;408096;533664;938080
18-Mar-2000 12:00:00;666911.8;671488;173696;315712;1681120;1147840;3168640;2028832;395168;205632;624832;987648;163936;149920;2048800;401632;1001408;722368;401632;189472;1254752;2627008;250816;453248;401632;487104;860896
19-Mar-2000 12:00:00;568780.3;596864;170432;239680;1515936;1018272;2882176;2070848;459456;329248;676064;953952;160992;147264;2016160;366752;873888;651232;366752;178016;1160544;2388704;246304;416288;380800;892576;791648
20-Mar-2000 12:00:00;888229.8;509696;167232;210880;1359712;974528;2679936;2136448;817984;413952;687968;918080;158080;144576;2359200;336320;768640;587232;336320;172992;1027904;2138848;241856;380160;353120;1223072;881408
21-Mar-2000 12:00:00;815153.1;411392;164128;204288;1218976;981376;2449728;2157248;1127680;365440;647840;779296;155232;142016;2672544;309888;687936;530720;309888;169728;1160576;1851264;237536;332480;328096;1241152;1092672
22-Mar-2000 12:00:00;650382.5;335104;161088;200480;1093120;924672;2177216;1914464;1076928;324672;592032;652832;152416;156128;2538592;286880;616384;472832;286880;166624;1339552;1592000;253056;288960;305696;1225120;1125792
23-Mar-2000 12:00:00;524760.3;303488;158080;196896;981472;829952;1940960;1654368;1031552;280096;542048;538624;149696;251456;2230944;265216;538368;411808;265216;163648;1348416;1366304;247744;265312;300960;1063680;1008960
24-Mar-2000 12:00:00;492919.7;292736;155168;193344;883200;796288;1760064;1422336;976672;237984;539872;431712;192640;238336;1951712;474144;460192;372736;474144;160704;1786880;1303872;225376;252000;328576;911936;896192
25-Mar-2000 12:00:00;480044.3;286976;152320;189856;948864;888544;1595040;1228512;865152;210656;528416;325920;187552;151584;1714784;873344;396896;358560;873344;157824;2319104;1448096;220864;243744;375680;777440;802400
26-Mar-2000 12:00:00;503533.2;285696;174496;186432;1250688;976928;1439648;1106464;722784;198560;619808;712320;142976;142176;1513600;1103744;332768;351520;1103744;154976;2548352;1640768;250720;238368;484896;660704;724768
27-Mar-2000 12:00:00;442114;280960;264576;183072;1598048;937280;1437088;1317888;590112;191712;786752;1188800;139264;167136;1538528;1370976;281184;345152;1370976;320864;2476352;1749504;246144;233696;710048;554560;660064
28-Mar-2000 12:00:00;422104.9;272256;438720;179808;1705344;896960;1645344;1849920;478880;182624;850112;1171648;136672;189920;1555904;1648160;262144;438016;1648160;419232;2238208;1663712;214880;592000;973920;456768;609696
29-Mar-2000 12:00:00;444897.8;266112;579360;176544;1560096;937984;1828736;2153504;565312;173984;855008;1002624;134240;173984;1387776;1615072;256096;424256;1615072;347008;2046016;1469280;209440;1169536;1129184;368672;568608
30-Mar-2000 12:00:00;452031.5;261376;585600;220608;1361152;950176;1932032;2043872;637216;169248;839264;840864;131840;152608;1222880;1951904;251456;327072;1951904;353376;1804288;1302496;202144;1327040;1123680;282240;527776
31-Mar-2000 12:00:00;444723.8;257152;528128;278816;1265088;881856;2003264;1803776;534912;166016;803168;708576;129440;139008;1071968;2318976;246912;320992;2318976;422304;1560416;1163040;221952;1174816;1064576;224512;479200
01-Apr-2000 12:00:00;505969.1;264576;516000;228800;1295264;784448;2054816;1593984;423648;186304;768640;604512;127136;129280;940000;2238432;257792;315840;2238432;425376;1346592;1043040;218080;1006848;1016800;207360;420768
02-Apr-2000 12:00:00;464037;321920;605696;165824;1312608;684128;1999488;1417312;326528;210816;739424;514912;124832;120096;821440;2024672;270432;317184;2024672;379744;1338400;1068320;192672;853760;936512;202432;375776
03-Apr-2000 12:00:00;440026.1;884608;837760;161280;1628960;588224;1889696;1265184;280448;201408;745216;435072;122560;114432;953408;1741504;251040;363936;1741504;328128;1381376;1082592;187712;727936;829280;198752;357024
04-Apr-2000 12:00:00;447159.8;1431168;1098560;437600;2037792;501312;1787360;1132896;289056;170720;883072;362464;120384;111744;1285248;1495424;250560;501440;1495424;243936;1244544;1239936;184192;627584;888384;195168;349312
05-Apr-2000 12:00:00;466646.8;1328640;1158144;822272;2003744;421248;1613888;1018688;282816;152032;1024160;434656;118208;109664;1359456;1279328;529984;577184;1279328;173920;1051008;1358112;180864;539712;1441760;191648;342976
06-Apr-2000 12:00:00;546857.3;1130752;1021408;1352672;1745504;344224;1612224;918528;260896;148896;1025088;1120288;116096;107712;1216416;1088992;768480;1040544;1088992;142080;942880;1216992;177600;450592;1822048;188192;336800
07-Apr-2000 12:00:00;732854.8;1091712;843744;1663296;1493728;274080;1744352;827392;255776;146208;955616;1642432;113984;105760;1077984;922848;751520;1929280;922848;155616;841696;1085344;174400;351072;1677056;184832;330720
08-Apr-2000 12:00:00;749906;1127808;688960;1485696;1309376;235104;1727936;742208;251168;223808;876864;1516288;111936;103840;958304;777216;900384;2726912;777216;171072;686784;962368;171264;264704;1449024;181472;324800
09-Apr-2000 12:00:00;1141562;1136768;555168;1268832;1150368;262400;1585600;663488;502464;223648;825920;1402944;109920;101984;858432;652768;1393184;2970656;652768;171168;540032;837120;189440;225568;1234656;178208;318912
10-Apr-2000 12:00:00;1546790;1039104;439584;1068512;978720;260096;1421024;724256;693280;147744;899136;1277280;107968;100160;1074272;544448;2339872;2670784;544448;149504;410976;713152;804704;217440;1051296;175008;313184
11-Apr-2000 12:00:00;1928355;922112;341280;887296;824640;221920;1269568;766528;605216;137152;926848;1141152;149312;98368;1445984;443872;3095200;2387424;443872;183328;347616;641024;1469440;243808;891360;171872;307552
12-Apr-2000 12:00:00;2490175;856320;246720;944448;683744;428160;1132352;735168;504480;133696;817952;1023808;161536;96576;1635328;339072;3052672;2195520;339072;264640;335168;713120;1832448;238272;752032;168768;302016
13-Apr-2000 12:00:00;2132447;1029888;180192;1395392;561024;703104;1004736;693632;400672;164736;698752;895424;118944;94816;1641120;260064;2820960;2019168;260064;247712;328832;737184;2135328;227040;631968;165728;296576
14-Apr-2000 12:00:00;1937054;1148032;158496;1572448;458272;746400;882656;598176;300800;180960;588896;776224;221536;93152;1493664;231712;2585600;1928448;231712;168256;322944;633728;2097888;270912;531072;162752;447712
15-Apr-2000 12:00:00;2130882;1119360;153632;1339744;394048;676448;867072;511328;261216;186784;737632;637344;229088;91456;1315616;225184;2658272;1789184;225184;125376;360736;535552;1855904;245504;453280;159808;672896
16-Apr-2000 12:00:00;2853819;1309440;150784;1147296;370624;593184;849440;429376;245824;284992;920224;510720;115424;89824;1189472;221088;2811520;1552672;221088;116448;352512;432960;1580928;195968;445920;156928;793664
17-Apr-2000 12:00:00;2967958;1571200;148096;979712;361920;509216;747136;694976;222592;315776;865504;390080;216544;88192;1069056;217056;2728224;1328160;217056;113920;306688;363552;1337408;191328;459456;154112;809792
18-Apr-2000 12:00:00;2542025;1657984;145408;1063488;467456;904192;652160;1140672;218176;219744;754944;288832;228192;86592;917056;213184;2639904;1124512;213184;154080;549632;343328;1125184;187808;461024;151360;804032
19-Apr-2000 12:00:00;2044581;1553792;142784;1145216;744128;1421824;773696;1222400;294464;145568;851360;240928;167584;85056;768864;209344;2460128;948832;209344;270880;719936;336064;942752;201536;478592;229408;749952
20-Apr-2000 12:00:00;1759408;1350272;140224;1033792;1066208;1485312;870880;1246336;339072;120416;919136;231456;269984;83520;629792;205568;2225120;796672;205568;410464;1181280;329984;788896;292448;422976;358976;629120
21-Apr-2000 12:00:00;1835443;1219840;137696;1324160;1255776;1338848;764224;1341664;396640;115712;776352;227008;272384;82016;536064;201856;1940608;665888;201856;424800;1720928;324032;657920;527296;299168;274560;524480
22-Apr-2000 12:00:00;1653969;1103232;135232;1636160;1215808;1141216;1194400;1394752;615168;113504;626592;222944;165184;80544;451424;198240;1651072;552448;198240;329984;1802336;318208;543872;777184;223744;169344;663072
23-Apr-2000 12:00:00;1625434;996224;132768;1661888;1058912;957408;2085376;1775424;748096;111456;489376;218944;105856;79072;386816;302240;1393280;442368;302240;225120;1690016;312480;439520;805824;206624;162080;1018432
24-Apr-2000 12:00:00;1533567;986496;130400;1924768;897504;793440;2409248;2032064;683616;109472;374976;214976;87200;77664;371008;834592;1166880;364896;834592;141696;1528608;306880;329824;675264;217856;136384;1466944
25-Apr-2000 12:00:00;1363402;912384;128032;2209600;739680;647264;2174976;1837984;557056;107488;283968;211136;83648;76288;363648;1166240;970336;355296;1166240;232192;1377440;328736;244640;787296;298720;193632;1620960
26-Apr-2000 12:00:00;1173751;764928;125760;2090272;591104;642592;1884480;1611136;438944;105536;237728;207296;82080;91232;357088;1016288;800160;370048;1016288;731136;1172000;321760;212704;1484096;390080;276128;1748960
27-Apr-2000 12:00:00;1083101;710784;123488;1758016;448864;757312;1660704;1578528;388032;103680;339584;203584;80608;89152;350688;840480;652160;478208;840480;1145536;983744;417984;206016;1851392;565792;213600;2087712
28-Apr-2000 12:00:00;1007240;650752;121248;1444512;353632;913696;1460000;1664832;1071616;101792;521664;199936;79136;72768;372928;713920;552672;538912;713920;1153536;811072;462240;280160;1908992;640896;128608;2077280
29-Apr-2000 12:00:00;909804.8;492160;119072;1170368;343136;1283968;1240704;1617184;1727392;99936;553344;196320;94240;70944;798432;714272;488032;461696;714272;1012160;654720;462176;367648;1913792;549248;193536;1817344
30-Apr-2000 12:00:00;851865.4;398208;116928;941024;334080;1720672;1090144;1428800;1698432;98176;465568;192768;146144;102528;1346176;695392;427200;371712;695392;820416;511424;553472;706368;1741568;627264;514880;1611552
01-May-2000 12:00:00;868394.6;403840;135072;762848;309824;2253472;951104;1214016;1510304;96384;363904;189312;126976;173216;1628256;617728;424864;335456;617728;643040;382112;536512;1159488;2006336;963104;1011104;1421568
02-May-2000 12:00:00;1306855;554112;131968;626464;303872;2470496;892160;1166272;1255008;94656;266048;185920;75360;164832;1622752;506848;499520;338592;506848;486304;388192;441696;1444704;2329056;1375488;1170336;1209984
03-May-2000 12:00:00;1090409;624384;111296;512960;298400;2441536;832640;1358144;1016672;92928;216224;182560;72352;93792;1575392;345312;503072;312288;345312;343616;659552;463232;1545504;2206944;1763552;1201440;1016832
04-May-2000 12:00:00;883705.9;511744;108768;401280;293024;2419936;675872;1654592;807936;91296;228352;179264;70976;91264;1508224;230624;521536;289152;230624;786432;860352;471616;1384928;1881120;1817184;1277152;839968
05-May-2000 12:00:00;790098.2;381440;106784;365312;287712;2162848;713760;1760576;641312;89632;241920;176032;148320;183424;1359040;191552;590016;283552;191552;1736224;797024;361888;1176800;1569216;1546368;1223936;676800
06-May-2000 12:00:00;695098.5;282240;104864;332800;282560;1847808;739616;1628896;511392;113728;247328;172896;143328;240224;1210560;231264;952544;278432;231264;2026304;666656;280896;1034080;1293376;1275392;1200672;520800
07-May-2000 12:00:00;628633.5;247680;102976;267104;277472;1606560;1180064;1414816;403296;110880;372512;169760;69728;146368;1002656;225248;1361504;273440;225248;2254016;545632;340416;978432;1166656;1025856;1537344;380096
08-May-2000 12:00:00;564430.4;240384;101088;245344;292448;1393888;1539136;1218464;421536;297056;507424;166688;66144;63232;813920;178944;1355584;268480;178944;2530688;432160;356768;888928;1066080;809376;1945568;321568
09-May-2000 12:00:00;511362.8;236032;99296;239072;360736;1167392;1316096;1048736;673824;422432;487328;163712;64800;59328;645024;174656;1181792;263680;174656;2270688;329440;271872;719808;892448;627744;1890272;349152
10-May-2000 12:00:00;440548;232064;97536;311072;443392;963648;1089472;1583488;787904;251456;393024;160768;63648;58080;488608;171456;1001376;258912;171456;2018592;309088;239840;625376;732832;472352;1587264;325408
11-May-2000 12:00:00;385218.5;227840;95744;302496;379104;819936;889280;2274464;662368;207456;287008;157856;62496;57024;373568;168352;826400;280544;168352;2119904;296512;232288;539520;711520;329344;1286688;340512
12-May-2000 12:00:00;354421.9;227200;94016;228064;287936;696064;960224;2463104;524064;167872;209664;155040;61376;56000;328736;165344;662880;529888;165344;2104960;261504;227936;411744;746976;260928;1016832;335616
13-May-2000 12:00:00;327453.2;222848;92352;222336;265696;557088;1576288;2351136;381728;152832;183456;186656;137664;55008;470240;162336;516256;508192;162336;2080416;256128;223840;529120;760000;606112;1149664;274496
14-May-2000 12:00:00;298918.5;215552;90688;218272;526336;430336;1907808;2002304;264064;351232;237408;294464;132992;54016;695808;159456;386432;267104;159456;2245920;283296;219808;977472;879648;847456;1261888;264224
15-May-2000 12:00:00;269165.8;211584;221344;214368;719008;329152;1694272;1679776;278688;876096;393888;284480;80256;53056;728384;156544;311872;237472;156544;2242112;276960;238240;1154432;890816;689248;1038784;258944
16-May-2000 12:00:00;242371;207872;256896;450112;666144;283008;1461312;1413888;270048;1700032;959616;255072;75904;52064;618176;153760;360448;252064;153760;2017600;243200;316480;976896;740800;514784;826592;254272
17-May-2000 12:00:00;234193.4;302080;131328;640640;596224;273280;1344224;1166144;203136;2236256;1364704;239584;56736;132448;488896;150976;739392;246688;150976;1687648;238176;287424;1064800;590592;343328;796064;249664
18-May-2000 12:00:00;220622;311552;85856;554048;967968;462240;1233376;913536;193728;2147168;1366304;392544;137536;154304;366944;148256;1354080;224384;148256;1385696;233856;206368;1891872;447712;234944;821504;245184
19-May-2000 12:00:00;196611.1;255360;156352;624032;1339712;722592;1036608;717120;189632;1759968;1540000;355200;331392;77408;303072;145600;1540064;553216;145600;1117184;229632;200800;2477312;320992;202016;836448;240768
20-May-2000 12:00:00;172078.2;233216;315776;1025056;1298304;721632;859328;886816;186176;1378176;1796576;139808;244960;49600;289696;142976;1911808;760000;142976;888256;225536;197120;2542784;253664;195552;905568;236416
21-May-2000 12:00:00;160420.7;199040;293824;1454080;1162912;570688;700256;1238720;182816;1067168;1769120;221120;217856;47616;284032;140384;2184160;590432;140384;695584;221440;193568;2406272;240288;191968;830912;299872
22-May-2000 12:00:00;146153.4;192000;136096;1606272;929856;417760;551424;1488896;179552;794624;1506784;629088;336800;46720;278912;137856;2182240;585344;137856;526080;217472;190080;1993088;235392;188512;649632;363392
23-May-2000 12:00:00;151547.1;187520;237216;1473632;714336;300096;522592;1537024;176288;526432;1254400;1110144;576960;83936;273888;135392;2403488;572960;135392;391392;213536;186656;1599840;231168;185088;559648;337376
24-May-2000 12:00:00;211748.4;302976;273248;1261696;558656;253248;501728;1346432;212160;294400;1022944;1252160;828064;81472;268960;132960;2370336;464096;132960;294176;209696;183296;1245760;226976;181760;471200;321824
25-May-2000 12:00:00;198177;357248;123840;1327936;413696;294656;435648;1113728;206880;163936;814432;1116448;1028064;45632;264128;130560;2115680;438144;130560;247968;205920;180000;936736;254400;198784;311424;272032
26-May-2000 12:00:00;226189.8;342144;74688;1635680;317280;287264;489888;1201376;167936;134560;621408;896224;1250496;43552;259360;128192;1799424;611168;128192;240768;202240;176736;669248;277632;194464;215360;213408
27-May-2000 12:00:00;720327.4;557952;71680;1698144;420896;252960;830176;1315872;164000;129600;437408;686176;1179840;42656;394400;179936;1587264;1027168;179936;236320;198560;173600;440832;243008;202880;192768;320576
28-May-2000 12:00:00;NaN;676224;70336;1741248;493312;577632;1181504;1136192;160992;127200;318464;543552;951008;41888;381792;174880;1912768;1157888;174880;232096;195008;202720;303136;211776;197632;187712;426016
29-May-2000 12:00:00;1279886;1112704;69056;1867296;382368;826816;1180640;919296;158080;124896;247936;410880;941792;41120;248608;138368;2084608;994400;138368;227904;191488;283232;263616;253856;166752;201056;382368
30-May-2000 12:00:00;1347917;1595520;88224;1727296;329504;904768;1001440;971648;155264;122656;206816;250464;926144;92480;241280;133984;1770944;814496;133984;223808;188064;406016;255840;485824;163040;196800;855584
31-May-2000 12:00:00;1122249;1636992;86080;1450848;609216;1085024;903264;1282944;152448;120448;201632;159520;1033088;89600;236864;117504;1478848;617536;117504;219776;184640;335456;251104;471168;160064;178112;1342528
01-Jun-2000 12:00:00;1046215;1611264;183424;154112;2762048;929696;390144;1073952;931360;1844768;1096288;151456;442880;198560;1630336;177344;219040;2404384;177344;299360;799744;153824;151776;151904;348288;1000736;293728
02-Jun-2000 12:00:00;1061874;1569536;158752;365376;2600640;1149984;275296;867136;739392;2950272;972448;148736;423488;172192;1961248;238688;215104;2130304;238688;306528;621504;174656;168000;149152;221504;1224608;258144
03-Jun-2000 12:00:00;973833.9;1418752;155296;477024;2204480;1257760;245056;677376;551552;3010400;778304;325504;429792;151456;2157920;335232;211232;1868032;335232;167840;447456;188896;196736;146464;159136;1472512;250752
04-Jun-2000 12:00:00;852213.4;1163648;152480;270080;1830304;1301280;253536;896384;375328;3268800;632736;331968;431680;148288;2129984;265056;365248;1778016;265056;145248;285504;178528;297120;143840;183232;1298400;246144
05-Jun-2000 12:00:00;758605.6;936832;149760;146368;1494304;1266528;248320;1154912;284224;3410944;851168;163168;374624;145568;1783456;176704;395840;1673120;176704;142048;195904;182560;279488;141216;674400;1050592;241696
06-Jun-2000 12:00:00;663779.9;743680;147040;140544;1199008;1143232;230208;1060768;686624;3066560;1242688;139008;345568;142976;1726848;169440;419328;1413760;169440;139456;177984;403520;216512;138720;1208480;803520;237376
07-Jun-2000 12:00:00;564778.4;610304;144384;137824;938720;1210080;225728;938624;1216160;2687584;1536224;135840;403744;140384;1652928;153632;603424;1176576;153632;157280;173664;405504;188032;169344;1347680;574848;252224
08-Jun-2000 12:00:00;486482;496768;141824;135392;754336;1477056;250464;1406432;1349056;2260928;1699616;133376;927232;137856;1968096;207072;800544;956704;207072;153792;170528;243040;135104;165152;1405312;410336;246976
09-Jun-2000 12:00:00;425758.7;349696;139232;132928;663744;1545568;244864;1854624;1212448;2240768;1563168;130944;1438912;135392;2751392;223488;941344;757312;223488;132608;167424;351392;178304;132256;1396256;346976;225184
10-Jun-2000 12:00:00;394614.1;298496;136736;130528;626208;1334400;214432;1689792;1021056;2309568;1275232;128640;1629408;357024;2859200;165920;854752;573568;165920;129696;164448;281280;441696;303104;1228128;335680;267424
11-Jun-2000 12:00:00;351986.1;265088;134304;128192;537568;1126240;209888;1414944;837440;2040160;1005344;126272;1617888;342560;2439008;128960;664192;448576;128960;127360;161440;132384;503680;347648;963136;329504;332384
12-Jun-2000 12:00:00;318927.6;209152;131840;125888;391936;1162880;206112;1792160;826944;1690304;760416;180768;1564608;133856;2429216;125632;485792;403936;125632;159232;203872;126144;319616;278848;718816;386272;281472
13-Jun-2000 12:00:00;293698.7;214912;129504;123616;701184;1275616;202400;2102240;949440;1374272;541728;190816;1568544;126176;2451392;123360;322048;374240;123360;281056;198560;153696;210272;255104;586208;376736;286816
14-Jun-2000 12:00:00;263424.1;207488;127168;121376;1086016;1315648;198752;1788800;867712;1309760;350624;135584;1399232;123616;2218144;121120;468192;350112;121120;240800;310240;170912;159872;160128;519488;313280;277184
15-Jun-2000 12:00:00;239587.1;207744;124864;119200;1026944;1412192;195200;1477600;665600;1253792;242208;117952;1129664;121408;2631648;118944;1055488;361248;118944;121856;374624;168032;140672;169888;440192;306432;224544
16-Jun-2000 12:00:00;216098.2;214656;122624;165600;832800;1568320;191648;1262080;610240;1463968;217056;115360;871264;119200;3339968;116832;1585632;353984;116832;192832;223936;144384;117024;164000;508096;300864;218016
17-Jun-2000 12:00:00;178863.9;192000;120416;161024;625280;1596000;309408;1235936;851328;1734624;260096;185952;635552;117056;3388544;114688;1610880;331552;114688;186624;146944;302144;114272;136832;523296;295456;244640
18-Jun-2000 12:00:00;165292.5;180480;118240;181120;426944;1547200;481312;1144608;1165088;1711936;253536;180192;423488;114976;3278560;112640;1341440;325216;112640;114272;157376;823712;112192;132288;587840;290144;237920
19-Jun-2000 12:00:00;149459.2;177024;116128;174368;306336;1421344;356192;1160832;1237184;2039104;204960;111264;261280;141184;3387296;110624;1074624;407648;110624;110240;153920;1336000;110176;138688;709152;284896;188640
20-Jun-2000 12:00:00;137279.8;167424;114016;110720;273664;1175936;223808;1163744;1694880;2242240;200192;107360;268672;137696;3174208;108608;826304;396672;108608;108128;137536;1560160;314272;134720;656288;279776;184096
21-Jun-2000 12:00:00;136583.8;315648;111968;107008;266400;943584;247264;1025504;2272896;2032480;196512;105312;253824;109696;2683392;106688;603936;370784;106688;106208;134656;1460640;576096;106432;521536;274752;180736
22-Jun-2000 12:00:00;136583.8;322304;374976;104960;261504;728768;279648;888032;2232032;1746112;193024;103424;178848;106944;2324992;226496;472288;359936;226496;104288;132224;1177664;674528;103776;354784;269792;177472
23-Jun-2000 12:00:00;126144.3;379520;489504;103072;256832;528384;320576;685152;2239744;1516736;227968;101568;173664;104992;2275712;218368;782624;317760;218368;125952;129856;1367168;698528;117024;255168;264928;174304
24-Jun-2000 12:00:00;145631.4;490368;236800;287360;252192;351808;286464;660384;2177568;1298496;222464;99744;170464;103072;2277376;123360;1057152;310080;123360;122944;127488;1558944;691616;114432;313312;260160;171136
25-Jun-2000 12:00:00;123360.4;513280;108064;400096;247648;280960;311808;632096;1985632;1089760;251264;97920;167392;101248;2032928;232256;915168;286784;232256;99424;125216;1345408;596960;279808;447808;255488;168064
26-Jun-2000 12:00:00;151547.1;728064;120480;251584;243200;532256;362368;460384;1833440;913024;243424;96192;196512;99392;1692864;206976;757536;281248;206976;97024;122944;1203776;592928;268256;435936;560896;165056
27-Jun-2000 12:00:00;131538;836608;136992;129120;238784;745920;298912;320000;1539488;707648;177888;94432;256000;97632;1387744;171072;663136;276160;171072;95232;172224;1448000;607616;271264;344800;538336;162080
28-Jun-2000 12:00:00;NaN;812032;117600;95232;317088;665568;200736;256192;1244256;664064;173152;92768;272256;95872;1262272;162624;534944;271168;162624;93536;167392;1573024;657888;256000;247456;363968;159136
29-Jun-2000 12:00:00;NaN;802816;123840;92512;328608;525408;183872;245504;982176;657024;169952;113152;282496;94144;1250048;94368;363392;285504;94368;91840;199392;1316800;658528;96160;185344;361920;156320
30-Jun-2000 12:00:00;131016.1;1423104;139488;90752;247328;374688;175904;317888;753984;750368;190080;328608;345824;92448;1112704;90688;245184;402176;90688;90176;191744;1101152;728352;239136;458944;319488;153472
01-Jul-2000 12:00:00;109267;1923584;132480;208544;222592;267360;146816;309152;549696;793024;210272;560320;1017920;90784;901536;127072;506016;372736;127072;110912;114560;888096;779776;229728;810656;294976;150688
02-Jul-2000 12:00:00;99871.48;1693824;111328;200928;218112;230592;166880;233984;370240;796608;362048;459840;1644384;116800;1470176;123584;823104;254848;123584;108256;110368;654176;647168;90784;1154912;226560;148032
03-Jul-2000 12:00:00;92563.8;1376000;90688;89472;382912;223328;240064;268192;276320;890176;326400;474368;1622656;188288;2113568;148992;819808;262880;148992;86080;108256;447616;689184;85184;1272672;220992;145312
04-Jul-2000 12:00:00;88214;1066624;88480;128480;556928;219168;211872;347744;259264;1041088;159552;457984;1452416;283488;2021248;143328;668640;257504;143328;101856;106336;275488;721088;83392;1060352;216928;142720
05-Jul-2000 12:00:00;91693.84;804608;86816;192512;543296;215232;137888;539648;253888;1058656;152608;197184;1207712;230144;1840704;84608;627904;317696;84608;99424;104416;188928;590592;81920;848544;213056;140160
06-Jul-2000 12:00:00;99523.49;585984;85280;174784;354560;228512;209888;684480;249248;919904;251168;83936;951744;109376;1729408;81312;641792;308640;81312;81440;102528;173952;424352;80416;647104;209184;186688
07-Jul-2000 12:00:00;99175.51;464128;83744;108288;202848;223744;203392;728000;244800;778144;303456;78976;722144;82368;1573664;79776;591424;349248;79776;236096;100672;170112;263584;78976;593536;244064;203744
08-Jul-2000 12:00:00;108571.1;379904;82208;119424;195712;204224;203968;666720;279648;589504;204128;77344;722048;80000;1416736;153184;486080;336736;153184;923200;98880;167008;157664;77568;539776;238240;307456
09-Jul-2000 12:00:00;102133.4;311936;102080;228864;192032;214816;224096;514624;304672;492192;364384;75936;1560416;78496;1384448;304352;314752;224704;304352;739296;138208;164000;125600;76160;373344;199040;275392
10-Jul-2000 12:00:00;279779.3;467456;152544;185056;188576;316384;152768;414368;330176;640256;455776;74592;2291904;167904;1273344;306336;365504;367104;306336;266464;253856;161056;157632;74816;233536;246848;169120
11-Jul-2000 12:00:00;554860.9;1339264;152224;102112;185184;381600;239328;321184;292256;785952;245824;73248;2248320;162080;1042240;155168;886272;354688;155168;303360;473984;158144;153376;123104;167040;262272;184544
12-Jul-2000 12:00:00;390264.3;1896960;100384;96288;283904;319584;266080;276992;225088;930592;165184;91872;2339904;77152;829184;75584;1258592;213632;75584;137920;416576;155328;116800;119456;156320;209472;146624
13-Jul-2000 12:00:00;314055.8;1642496;96736;72480;459104;230144;154688;240896;219584;1109152;233216;89664;2855616;128704;744032;71680;1143072;206656;71680;73504;277344;152512;113664;72416;153120;184800;121888
14-Jul-2000 12:00:00;284303.1;1364480;352416;70432;512960;183936;116480;199584;215552;1048896;361344;70016;3376192;124608;1010784;70240;911232;202752;70240;70080;199168;173920;111616;69664;150336;180928;119040
15-Jul-2000 12:00:00;259596.2;1106560;416832;69152;328992;179520;113344;195072;211680;850272;370528;68160;3952352;114112;1322816;68992;679488;199136;68992;68672;90528;169952;109568;110016;372096;177664;116864
16-Jul-2000 12:00:00;244980.9;1097984;496832;67872;173120;176256;111232;191520;207840;652768;237184;256288;4141568;177536;1349920;86912;464192;241088;86912;212544;207232;145056;107616;106848;667520;174432;114784
17-Jul-2000 12:00:00;239413.2;1121152;504064;66656;166208;173088;109216;474208;204128;462560;149120;245792;3735328;134368;1294400;288640;667168;235040;288640;278592;530208;141856;149952;120960;797056;171328;148832
18-Jul-2000 12:00:00;241327.1;1042304;214304;79904;197440;169952;107264;592192;200448;332896;125504;112704;3479072;68960;1154880;259712;882176;189664;259712;294400;454144;139264;160576;240512;943776;168224;159968
19-Jul-2000 12:00:00;218186.1;1211520;138720;78048;383488;166912;170496;574592;196832;289984;121120;217376;3156544;86336;969856;70304;747904;185216;70304;213152;204832;136768;166688;239872;936224;165184;200032
20-Jul-2000 12:00:00;195393.1;1273344;112896;63616;390112;163904;337984;666080;193280;311392;118848;189056;2633184;84064;788608;63360;664224;181856;63360;67648;172032;134304;147616;119808;736416;162208;453728
21-Jul-2000 12:00:00;175732;1075072;94624;62016;209152;188000;365088;827488;189824;339168;116704;203488;2185984;142816;684608;61856;531840;178560;61856;61888;147616;131872;99744;63328;542816;159328;393856
22-Jul-2000 12:00:00;154157;847488;121824;60896;154464;183680;197504;1057792;186400;339904;209728;176896;1809440;137312;586848;394848;321696;175360;394848;322944;182112;129504;96576;101056;367040;156416;135904
23-Jul-2000 12:00:00;144239.5;674560;93344;74688;149184;171328;100960;1039040;183040;402080;278816;109408;1480960;63488;531232;376832;209408;172192;376832;308832;312768;127168;320000;122592;224768;153632;102208
24-Jul-2000 12:00:00;137627.8;725760;62592;123040;146272;167040;134976;1012768;309664;393344;185344;102560;1186080;78592;510496;68224;308224;169088;68224;66144;642656;124896;498976;174080;157120;178752;178080
25-Jul-2000 12:00:00;135191.9;857088;157504;105952;143648;150080;171680;922816;333824;362592;110784;58400;920960;76544;414336;81824;297664;166048;81824;72320;1065120;142880;458848;329952;146016;174560;190016
26-Jul-2000 12:00:00;366427.4;1348864;170944;122784;177056;147008;132416;668960;209120;461536;106688;100736;921760;58304;366688;79136;182624;163072;79136;420608;1203936;175744;346912;348544;142944;193856;171008
27-Jul-2000 12:00:00;764173.4;2106752;104768;117184;464992;144320;92384;427456;171200;449952;291424;381856;1259808;56672;399552;56320;175744;181632;56320;447392;1021440;209856;242592;273824;140384;301856;148032
28-Jul-2000 12:00:00;488047.9;2259712;82016;161056;842304;141728;221824;254240;167168;461280;329312;361152;1736256;55584;1116480;54528;172352;192160;54528;225600;764992;246368;158112;189504;137824;274336;93984
